Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Collision
D,0,B,98.74237789536681,1,77.72136910915451,0,D,D,0,C,58.80101641931488,4,85.94685171314764,0,C,Нет
A,1,B,8.545766659062348,2,86.14966191389634,1,B,C,1,A,53.489956692227615,3,67.9147492550811,0,A,Нет
C,1,C,61.01325153986144,2,89.1123951055821,0,D,D,1,C,97.47705529051719,5,63.948909907061505,1,B,Нет
C,0,A,36.31741174183261,2,59.611417390328704,1,A,B,1,B,56.51235828447949,3,26.575214951656424,1,A,Нет
D,0,C,27.27916344730408,5,77.16775960848312,0,C,A,0,C,45.03421643789357,4,6.588211192432691,0,A,Нет
A,0,B,7.3665352868671485,1,46.999844774945224,1,C,C,0,B,9.302087063947063,3,59.1356381758449,0,A,Нет
C,1,D,99.46232368419307,5,93.36849903838281,1,C,D,1,B,46.59165162525527,1,22.055796265310345,1,C,Нет
C,1,D,1.5972692562636115,4,43.51212442219124,0,A,A,1,A,56.669594849137376,4,48.536374710911964,1,C,Нет
D,1,C,21.272428120136954,4,43.210913478669035,1,B,C,1,D,10.938059714793235,4,95.7963150524571,0,A,Нет
B,0,A,2.2181421003417467,3,60.498351977403786,0,A,B,0,C,25.524730470723878,3,52.74591402994599,0,B,Да
D,1,A,30.7629129665122,5,32.29013017165111,1,B,A,0,D,23.645046643971057,2,67.27643138014957,0,A,Нет
B,0,B,12.76290433713162,1,99.39173796210049,1,A,D,0,A,3.6306499498820033,1,94.98862386848953,1,C,Нет
B,1,D,17.800100275775378,4,8.793075303967445,0,B,B,0,A,3.9906399449547103,4,89.80809752957582,1,D,Нет
B,1,C,50.401861245649556,4,16.787713121146485,0,A,C,0,D,11.175804211898798,3,57.81793674021925,1,B,Нет
C,0,B,96.56127283875271,5,17.99360938935003,0,A,A,1,C,20.905512033050233,3,90.63328923804941,1,B,Нет
C,0,D,52.10223277774516,4,59.225947219677956,1,C,D,1,D,63.51176378006252,5,64.04848463447111,0,C,Нет
A,0,D,2.8758196760677035,2,94.51530327041328,1,A,A,0,D,96.69493084300748,2,15.171240416881215,0,A,Да
B,0,B,50.491420053543244,3,67.69380316159943,0,C,B,0,C,33.068439658759765,3,40.80688188572138,0,B,Да
A,1,A,30.716249914453762,2,18.215257824729246,1,D,C,0,D,87.7677931211664,5,94.59252945808024,1,D,Нет
D,0,D,70.84011079104563,3,10.638797223908558,0,D,D,0,A,67.68288706955208,5,10.771366496034895,0,C,Нет
A,0,D,0.7885750278106229,4,0.2198595106560064,0,D,B,1,D,53.54212333403965,3,28.533291882620148,1,C,Нет
A,1,D,51.32659149650988,1,17.820747005040673,1,B,C,1,C,87.28898821689941,3,89.00775093651593,1,B,Нет
B,0,A,72.55206022504538,2,72.39042512701738,0,A,B,0,B,28.1901439956153,3,1.8566659384025241,1,D,Нет
A,0,C,66.65004443314562,5,61.4590266154426,1,D,A,0,C,76.78834957816092,4,50.23544053834975,0,B,Нет
D,1,B,57.0297559272434,3,78.97555553921029,1,D,B,0,A,38.006911362312,1,74.31110466400933,1,D,Нет
C,0,D,84.51613632477178,3,57.57142349037229,0,A,A,0,B,94.80118925033796,1,35.400209882752655,1,B,Нет
C,0,D,38.47830450627943,5,2.2897326705179744,0,C,C,0,C,7.000990166460297,2,61.74738437405514,1,D,Нет
A,1,A,24.101606518344155,3,29.747856855159384,0,C,A,1,D,43.5658280410987,5,71.8735219253374,0,B,Нет
B,0,A,73.86504534766576,5,62.74948716992576,0,A,C,1,D,52.44999513793247,3,20.528288201842017,0,B,Нет
B,0,A,93.00254338604165,4,33.627256013114746,0,B,B,1,D,12.59276088089003,3,61.46500604671126,0,B,Нет
B,1,B,11.52060717991965,5,4.604515546269694,0,B,B,0,C,27.601790759865175,3,77.20931355841995,0,D,Нет
D,0,D,30.515452963135292,2,14.942238078653258,0,B,A,1,A,99.4433753279023,1,65.77493782703581,1,B,Нет
D,0,A,59.027002969412244,2,33.41260188490603,0,A,D,1,A,58.32842387016646,3,19.293467196280833,1,A,Нет
C,1,D,31.664393753913135,4,70.14853318575032,1,C,A,0,D,14.999794156412927,3,91.36891835857914,1,B,Нет
C,0,D,20.677509464291955,3,34.456552873259696,0,C,D,1,C,98.61490959701167,4,20.239635040664606,1,C,Нет
A,1,D,24.676742818442555,5,12.991530635801196,1,D,B,1,D,98.42932134165146,5,2.2214592510390374,0,B,Нет
C,1,B,80.63661362043682,1,71.12889936277634,1,C,A,0,C,76.38456228054258,5,83.10632000624271,1,D,Нет
C,1,B,43.830721264799955,5,40.56742757213671,1,A,D,0,D,93.61308119084852,1,61.75046099855117,1,D,Нет
A,1,C,53.246637835980145,2,41.34292799009365,0,D,C,0,A,72.61471929928307,2,9.421071568964246,1,A,Нет
B,0,C,49.412019206405354,5,38.37854226849409,1,A,B,0,B,6.313403239123616,1,71.87719357577144,0,A,Нет
A,1,C,8.871693832353245,4,31.571428595312124,1,A,C,1,A,52.84416665466784,3,42.953720181730134,1,C,Нет
B,1,A,75.07073180060148,3,78.89181698770945,1,D,A,0,B,42.7480141171012,4,61.03847090830495,1,B,Нет
A,0,D,71.90558954360041,4,45.589459563604706,0,D,C,0,A,83.31697081702784,3,91.34856788225419,1,B,Нет
D,1,A,36.02927756237736,4,52.07139408400667,1,B,A,1,C,9.955115413242687,2,18.518458018050378,0,D,Нет
D,1,C,53.7125912129267,2,84.91547939385188,0,D,D,0,D,55.09022849701505,4,60.7832068769682,1,B,Нет
B,1,D,23.085460400372227,3,57.76743312458342,0,B,D,1,A,55.655672417475245,3,37.567935797742,1,B,Нет
B,1,D,65.2076691700389,1,91.59930368617327,1,D,C,1,A,36.460975632811845,4,35.91925764620909,1,C,Нет
A,1,D,51.36317185489806,4,18.489088267912436,0,B,B,0,B,2.9402398187670764,3,2.7963299167922284,1,A,Нет
D,1,C,95.84038637559723,5,52.90904383379203,0,D,A,1,C,29.442470133735466,3,82.06868512519382,0,A,Нет
A,0,C,11.693994625305415,4,87.43319808603628,1,D,D,1,B,2.7743456328983784,3,68.75555192048745,0,D,Нет
A,1,A,83.15836528146723,2,82.17947741980551,1,A,D,0,B,89.98172252226043,3,50.31031562554071,1,B,Нет
B,1,B,77.51331773664867,1,33.90545573408203,0,D,A,1,C,90.36070530160659,3,9.465198870562187,1,D,Нет
D,1,D,92.85365532299215,1,58.86744621381666,1,D,C,1,A,12.567903588223627,3,80.72148767393992,1,B,Нет
B,1,B,56.715540495836194,3,23.433621028728023,0,C,C,1,A,87.55207591054923,4,29.576570870410123,1,A,Нет
A,1,C,40.23049638626702,4,16.515648951785256,0,D,C,0,B,62.23367740857403,2,84.55024939443717,0,A,Нет
A,0,B,81.33213288146133,4,22.213575188032276,0,D,B,0,A,25.990361153677423,4,87.21811924802356,0,D,Да
B,0,C,97.01305511970139,3,27.453133212206026,0,D,B,1,C,32.78673451918941,5,53.00463138315177,1,A,Нет
B,1,C,43.34539709752221,3,23.453792437641198,0,B,B,0,A,18.08942148497724,2,85.86104930990416,1,D,Нет
B,1,C,14.124973773107074,5,57.28645643753336,0,B,A,0,A,31.92004470064913,1,23.914509144448147,0,B,Нет
C,1,B,51.7499193963467,2,69.42985363105647,0,B,A,1,D,75.52272561504216,3,59.2650023771222,0,C,Нет
A,1,A,67.75107558388557,2,91.07891837336052,0,D,B,1,B,10.902337217791125,4,70.99159101685783,0,B,Нет
C,0,B,91.00573577321246,3,81.78084485085137,1,C,A,0,D,61.95946053438649,1,4.007914541749436,1,D,Нет
C,0,C,50.69460745190298,2,89.63989591925035,1,C,D,1,B,69.7720720150539,1,55.48528986281137,0,C,Нет
A,1,C,37.977238916220315,3,26.258053126568104,0,B,D,1,C,23.71796440014031,3,32.839003041603,1,B,Да
D,0,C,64.83475023088502,1,63.081694748002285,1,A,B,1,C,82.62607132969585,2,24.546860325378095,1,A,Нет
B,1,A,45.617656648033645,5,40.66554190443789,0,C,C,0,B,36.64594876864392,3,57.53497154863653,1,D,Нет
D,1,B,25.10193330267204,4,24.11899192837469,0,B,C,1,B,19.035410228066286,4,46.99039662863117,1,C,Нет
D,0,A,75.95477337364719,1,82.47906318949204,0,A,C,0,A,61.14196067885509,5,38.98528081194442,0,C,Нет
D,1,B,37.24759936596656,2,89.49714076993106,1,A,D,1,C,4.176182613003365,4,15.543282653439316,1,D,Нет
B,1,C,5.413483898001581,1,20.966851790429242,1,A,D,1,D,86.71089109686466,4,47.771083559923476,0,B,Нет
A,1,A,8.54343745585211,4,91.36152076501696,0,B,D,0,C,32.84312057245145,2,60.03643879512121,1,B,Нет
C,1,C,60.24191227652845,2,62.37869313110297,1,B,B,1,D,85.89489916217474,3,21.96999222271756,0,D,Нет
C,0,B,88.37940137612709,1,34.650625059978665,1,A,D,1,B,93.10931479285388,1,96.65727592321156,1,B,Нет
B,1,B,9.023905753274564,2,8.162161809164225,1,C,A,1,A,59.21245349185901,1,27.194191503359967,0,C,Нет
D,1,A,36.07234520780788,4,55.62137026663785,0,A,A,0,A,69.65481114497413,1,81.47805519922234,0,D,Нет
C,0,D,60.874457600497045,2,95.14495287843071,0,C,A,0,B,34.83373887360992,3,15.777623347995917,0,A,Нет
B,0,B,92.4092805587161,2,69.66140042148976,1,B,C,1,C,34.58591987747066,3,88.95456761741502,1,B,Нет
C,0,A,23.3628252494543,2,72.12112709351419,0,D,D,1,C,67.63578102962747,4,0.574748029773442,1,D,Нет
A,1,C,29.695249365921473,2,93.54102343358585,0,C,A,0,C,73.74247130022498,2,35.0659883701999,1,B,Нет
A,1,D,30.67022865866046,3,10.404666519133187,1,C,D,0,D,9.968465255237858,5,35.145351284178325,0,B,Нет
D,0,C,5.8974816208313685,2,48.436413719654695,0,B,D,1,A,87.80610424970736,3,53.09461578209721,0,C,Нет
C,1,B,46.12961995644012,3,22.146992579812398,0,B,B,0,B,45.16927340187568,5,54.954766991862144,0,D,Нет
D,1,C,21.71204492059039,4,88.88515105029563,0,C,A,1,B,26.696939889808068,1,82.74312477631946,0,D,Нет
D,1,C,36.38151126417666,2,1.6678839100151,0,D,D,1,A,90.17618036064641,2,88.65941742812657,0,C,Да
C,0,C,79.34968714456568,1,84.50154619267126,1,A,B,0,D,96.76198519924331,3,29.87968963420059,1,A,Нет
B,1,D,43.94008017662671,5,94.97080413027828,1,B,B,1,C,58.95327931825683,5,19.655901546958056,0,C,Нет
B,1,D,77.74435012369128,1,70.48230452226834,0,C,B,0,B,77.0320786375104,5,59.454836800139965,0,A,Нет
A,1,D,6.606585415856269,5,86.80614092256226,1,C,B,0,B,78.04170862510101,4,85.21927084178826,1,B,Нет
A,0,A,0.17066839160154723,1,37.593476109556356,1,A,D,0,C,14.884785570215175,2,94.95895493656776,1,C,Нет
C,1,B,81.20396961307397,3,56.7754356232072,0,D,B,1,A,55.17228518226484,2,80.09445395952561,1,B,Нет
C,1,D,33.909925032978535,2,75.27849984660249,0,D,D,1,B,39.119174449587376,2,60.40198450680053,0,B,Нет
A,0,A,68.81012492353243,1,60.256226292317095,0,A,B,0,C,39.751075772933696,5,15.078779562937317,1,A,Нет
D,1,B,75.14234321695385,4,75.6636374503142,0,A,D,1,A,56.0178991907713,2,62.1934546063863,1,A,Нет
C,0,A,18.271961209082434,4,72.16349202844802,1,B,A,0,C,28.12820197568483,2,30.879016844928998,1,D,Нет
B,0,A,89.08085239742181,2,96.79178347737664,1,A,B,0,B,53.23284154799388,2,76.86625293294232,1,B,Да
A,0,A,19.70459545069614,3,5.885313385146995,1,D,D,0,B,61.562662269313705,2,37.40885250760556,1,D,Нет
A,1,D,45.260296519217036,5,87.43382417832723,0,C,B,1,C,82.89278813716197,3,4.780008957093262,1,B,Нет
C,0,D,21.11215863426783,3,16.801110209359294,0,A,D,1,D,95.39502681959402,3,87.50213426176393,0,D,Нет
C,1,D,44.33345272908931,3,79.84863000796858,1,C,A,0,A,2.8382206230091023,1,56.34620254945798,1,A,Нет
C,1,A,6.079303216222542,5,1.958994017731186,1,D,D,1,C,79.85116497096566,2,49.28828140722954,1,C,Нет
A,1,C,29.765742320016784,3,17.550155952101843,0,B,C,0,B,2.559357101655557,4,98.00082695329401,0,C,Нет
C,0,B,44.30184042393578,1,47.99632366450148,0,B,D,1,B,33.79133379822766,4,62.027993942603324,0,D,Нет
B,1,D,74.96810831054484,5,94.64452596488759,1,B,D,1,D,83.4270415686053,3,60.59715227650854,1,A,Нет
C,0,C,84.68854555795802,4,98.06797342563598,1,A,B,0,A,17.008666691248187,4,29.239211839987288,0,B,Нет
A,0,C,17.5952280938666,5,27.621693526002367,0,B,A,0,D,35.40089811492149,3,89.21037335818326,0,C,Нет
A,0,B,3.4623475277059446,1,13.762178241164724,1,B,C,1,D,33.140693172511135,4,93.49331872607797,1,D,Нет
A,1,C,59.24824520698474,5,62.62148880279146,1,B,C,0,C,39.37836791880399,2,46.02300676119269,1,A,Нет
C,0,B,94.62816901975486,3,63.691620629908094,1,C,C,0,B,85.41565881342412,1,97.06629999027257,1,B,Да
A,1,C,35.67049118480915,2,28.78924188684988,1,C,C,1,B,42.13579360890955,4,90.3033158180163,1,D,Нет
C,1,D,6.927000427929753,4,44.87329824212557,0,C,A,0,B,27.449018085139787,5,46.85727771047834,1,C,Нет
C,0,C,28.077476700943482,5,10.208505217617525,1,A,C,0,B,75.55696322195419,2,4.346578368029275,1,B,Нет
B,1,A,71.3251274510545,2,71.32834407336212,1,B,B,0,B,70.12378992497212,4,82.0110877879264,1,B,Нет
D,0,D,69.46508537235324,5,88.8382149965761,1,C,D,0,C,75.93614457965452,3,92.87343508661111,0,A,Нет
C,0,A,16.156368781753162,1,27.35411726313043,1,D,D,0,C,68.86536079672639,5,16.121762654532603,1,C,Нет
A,0,C,73.98791651165716,1,31.23482351095108,0,B,C,1,B,35.72650187025464,1,23.933552149669268,1,A,Нет
B,0,D,84.52804793763231,4,87.13302236421548,0,B,A,1,D,32.628076348910426,3,62.963915266619566,1,A,Нет
A,0,B,85.79937194318171,4,80.10998641182039,0,B,A,0,D,71.43533107680909,3,71.1826428983208,1,B,Нет
C,0,B,86.75687208464409,3,33.32537349726316,0,A,A,1,A,45.02595960620803,4,64.49960147159035,1,C,Нет
C,1,B,42.786526727730035,3,54.23610990820057,1,B,B,0,D,26.52520648078559,5,78.52412766820567,0,A,Нет
B,1,B,52.76749356557902,3,72.43068043589395,0,C,A,1,A,17.855720246276128,4,6.493615751245052,0,D,Нет
A,1,D,74.55177748029294,2,50.15067433239724,0,D,B,0,A,29.030645437197034,3,20.559091323493373,1,C,Нет
A,0,C,15.690530767747191,3,85.0976273148627,1,C,A,0,B,38.086751877169434,2,8.898740395174931,0,C,Нет
A,0,D,24.987661225676717,5,31.249455650083913,1,B,B,0,C,66.60226070550874,4,90.96094281542798,0,A,Нет
A,0,D,16.22750528959428,1,63.29740405364892,0,A,A,0,D,56.3674257049368,5,96.67697176123309,0,C,Да
D,0,B,53.14435808283762,4,41.29061505447815,0,B,D,0,D,58.155366160397094,4,43.759852588607416,0,D,Да
B,0,B,60.120082025739016,5,56.745669528610385,1,D,C,1,C,20.924378696931633,2,76.05469435968399,1,C,Нет
C,0,D,63.36512966777704,3,85.79596872418588,0,A,D,1,C,8.785466670127162,3,46.48608846055532,1,A,Нет
B,1,D,0.8251409687408451,5,25.468324221659056,1,B,C,0,C,60.55199416339035,1,99.84668547508659,0,D,Нет
C,0,A,47.35161229968187,1,40.338233497562626,0,D,A,0,B,14.138435370852353,3,10.787850482064254,0,C,Нет
C,0,B,3.6722892210703018,1,32.2547741407162,0,A,B,0,C,47.999354701277184,1,24.200189584324793,1,B,Нет
B,0,A,38.93686438230869,4,33.38527957722574,0,B,D,1,C,26.648058059650893,4,82.84623314231143,0,D,Нет
C,0,A,53.446635032362344,1,73.82717878972161,0,B,D,0,B,62.67795419093881,5,69.46159648840028,0,A,Нет
B,1,A,71.84715069408377,5,11.034681238963417,1,C,D,1,A,21.870559614774386,5,81.0568543421435,1,D,Да
C,1,B,45.05993862781252,4,1.5383872867104187,1,B,C,1,A,60.21080896383334,2,22.67793416272841,1,C,Нет
C,0,C,40.97119314750168,1,45.075487964268035,1,C,A,1,B,54.44273885368231,4,23.125480035856995,0,D,Нет
C,1,D,96.58240073129019,3,15.73636642563626,1,D,B,0,B,55.61914482712176,5,66.93225277897024,0,B,Нет
A,1,A,19.771369256022254,3,65.7466823949455,0,B,B,0,B,22.26698548525824,3,67.43270470833703,1,A,Нет
B,1,A,6.0273620330163595,3,84.53895052064443,1,C,D,0,A,21.147897449684873,5,83.95901615274018,0,B,Нет
A,0,A,52.77889004882361,3,81.03460091155445,1,C,B,1,C,66.65719131431513,3,80.67502204689345,1,D,Нет
B,1,B,98.04073535253607,4,42.14664714798303,1,C,B,1,A,88.15551450344172,4,0.8612421420026828,1,C,Да
D,1,D,36.5175582067226,5,66.17148085479457,0,C,B,1,A,63.91561939218383,4,33.561557110541884,1,A,Нет
B,1,C,77.5950535798783,3,43.685044850948465,1,A,B,1,D,35.3644463493769,2,77.08952328833296,1,B,Нет
C,1,D,19.733028086972137,3,77.30395721852696,1,B,A,0,B,5.942759762361671,4,36.54599217477781,1,B,Нет
C,0,C,51.13009532298145,4,27.748036196683824,1,B,B,0,B,42.34329727362972,3,94.27535963420326,0,A,Нет
C,0,A,28.12368500252913,2,66.85054160225855,1,C,C,1,A,11.665160752597803,2,60.95940847200525,1,A,Да
A,1,D,59.91951668173253,1,60.348910728281034,1,D,B,1,D,15.150019128211678,1,8.367220194693903,0,D,Да
D,1,D,18.571358592358923,5,37.423125919220944,1,A,C,0,A,31.141072178730532,2,46.522953061917285,1,C,Нет
B,0,C,59.66356310303282,3,86.11132511044072,0,D,A,1,A,89.91157026057135,5,47.86144858015684,0,B,Нет
D,0,A,40.50438370764851,2,98.64330416500641,1,A,A,1,A,3.3271804577510222,4,0.1824935293790353,1,A,Нет
A,0,B,15.41241309414051,4,71.18579099072694,1,A,B,1,B,26.113946570053347,1,70.42707627937227,1,B,Нет
C,0,A,42.790739808330635,1,46.172806381955176,0,B,B,1,D,1.9098881582576888,5,35.11474396479929,0,D,Нет
C,0,B,28.950124804493036,1,7.79196607916669,1,D,C,0,A,97.94756110266808,4,49.56817943829487,1,B,Нет
A,0,D,48.18997634811496,5,82.71555985213467,1,B,A,1,A,14.225575382252432,3,10.310932184065768,1,A,Нет
A,1,B,26.360114025198953,3,90.47359397370703,0,A,D,0,A,62.08388034629719,3,22.001756052820575,0,A,Нет
B,0,C,95.43153601473558,5,26.915156091021743,0,A,A,0,D,12.111939258619875,5,32.11070383776378,1,D,Нет
A,0,C,76.66234579102534,3,32.91819797080039,1,D,D,0,D,69.89437938724089,2,47.498844354380154,1,A,Нет
D,1,B,43.09914308227517,2,65.72955902694851,0,D,D,1,D,42.39079721589679,1,83.25790270706504,0,B,Нет
D,0,A,87.4535744817434,5,66.83094646766607,0,B,C,0,B,16.0411334830032,5,67.53979849137414,0,D,Нет
A,1,B,83.10357369613759,3,40.31612782384344,0,B,C,0,D,63.398832113250826,1,2.73947374385467,0,B,Нет
D,1,B,93.44184317456303,2,69.06396504210328,1,B,A,1,B,68.93116357171606,4,84.66645154392954,0,B,Нет
C,0,B,55.319351194077214,1,50.41175683121721,0,A,A,1,B,76.19540248108464,4,25.097414826246357,0,A,Нет
D,1,A,94.51421111323225,5,87.8291870581079,1,D,B,1,B,44.49542372351715,4,66.91230766046493,1,C,Нет
C,0,C,54.10021800737186,4,39.175459363127494,0,B,D,1,B,75.56104597307328,4,9.966524117550613,1,C,Нет
A,1,D,71.220667732783,3,83.64195965836664,0,B,B,0,D,44.16437275897853,5,66.00021132084606,0,A,Нет
B,0,D,93.63671431945077,1,38.16210250880624,0,C,B,1,D,0.9948390400245755,2,19.181458848190903,1,A,Нет
C,1,A,92.92487337873132,5,54.19918782971447,1,B,B,0,A,61.77400162879084,1,43.5505293493449,0,D,Нет
D,0,A,86.10300401502832,2,91.25821971655942,1,B,C,0,D,29.113621297486002,5,40.35796121566945,1,B,Нет
A,0,A,91.1982750471486,3,61.80058424371248,1,A,D,1,C,54.91586128098908,5,24.24566036818416,1,D,Нет
A,0,A,55.82966649428437,1,79.50679793599411,0,C,B,0,A,86.45722690086242,1,89.60560852749026,1,A,Нет
D,0,D,56.35469043142509,1,73.33966518964485,0,A,C,0,A,16.764588716012717,2,33.613202009390506,1,B,Нет
D,0,A,77.93205344783075,2,14.981108875387694,0,D,D,0,C,79.68480567336461,5,9.678889545287738,1,D,Нет
D,0,C,45.93000159299214,2,79.20666230444463,0,B,C,0,D,94.33482309535542,2,72.18644878189133,0,D,Нет
A,0,B,50.54288529462458,3,95.6283684677795,1,C,A,0,C,41.15444313580019,3,56.17276626194886,0,C,Да
B,0,D,14.45067603273278,1,65.07504202872674,0,D,C,1,D,69.43500318798858,1,0.15736153509601225,1,B,Нет
D,1,A,69.56739945375398,4,25.436409331200117,0,B,B,0,C,64.29108094547543,4,10.610486357993631,1,A,Нет
C,1,C,44.10904015843317,3,90.57945682013957,0,D,D,0,C,16.195648150273346,1,83.72420954233642,1,C,Нет
B,0,A,86.39064913603288,3,39.234199997545375,1,C,D,0,D,20.335000332996312,2,99.04674941076465,0,C,Нет
C,0,A,13.964042396704246,4,39.58422080292653,1,D,C,1,A,95.18425242541697,5,37.367820014537315,1,C,Нет
B,1,B,31.07263792148226,4,2.2130343173837774,0,C,D,0,D,23.76683306722882,4,54.4747782569026,0,C,Нет
D,0,D,65.52354486503583,3,50.17664182778009,0,D,C,1,A,59.574033890673704,3,35.07865524217378,0,C,Нет
D,0,D,96.96080685991343,5,92.936080791422,0,C,D,0,B,62.84482907498173,4,97.48727140402906,0,C,Да
C,0,C,65.80608979654691,4,95.71649034571324,1,B,D,1,A,13.268280220843065,3,65.33459794131734,0,D,Нет
A,1,D,3.189644738617037,2,44.19394827472124,0,D,C,0,B,71.81281167892818,2,34.25040096062245,0,A,Нет
B,1,D,63.97071995902838,5,10.307642225811286,0,D,A,0,C,53.25422507277787,3,54.59789743501919,1,B,Нет
C,0,A,70.7735243330983,1,26.211394559939684,0,B,D,1,D,5.412055852328246,4,25.41128784924832,1,D,Нет
B,1,C,86.51930634158019,5,31.550668818590445,1,A,C,0,C,25.296636184495814,2,76.72083248477084,0,C,Нет
B,1,D,48.98355534475102,2,72.46674266656098,0,A,A,1,C,80.99160386160348,5,97.66227492286457,1,C,Нет
D,1,B,3.8994823180813154,4,5.561170331676523,1,B,C,0,B,43.661373929193516,5,96.80328936608412,0,B,Нет
B,1,D,82.22811543293967,4,57.34973660048712,1,A,C,0,C,23.92635302106911,1,1.5564522328785024,0,B,Нет
C,0,C,5.48846876266399,4,28.49591900359111,0,A,C,0,D,78.52933634244569,5,63.2687822165622,1,A,Нет
D,1,C,19.385228074540372,5,73.95784219593541,1,B,B,1,D,81.92437709704132,2,67.06221558213274,0,B,Нет
B,1,B,41.81950199387515,2,51.527347038649026,0,B,B,1,D,32.36144769964998,5,2.111076195352868,1,B,Нет
D,1,B,94.05108155128575,2,12.03811451798764,1,A,B,1,C,88.13965936215237,5,82.28199427901511,0,D,Нет
A,1,C,9.830422389593817,4,24.31553000492506,1,A,A,0,C,43.42805322892692,1,36.481912429854155,0,A,Нет
C,1,C,44.94386760008017,5,67.80679784202101,0,C,C,0,C,14.972418891837446,2,9.210932093251866,1,D,Нет
B,1,D,67.49106071777723,3,35.197254220034566,1,D,A,1,B,42.09766229231208,4,51.152136177914144,0,C,Нет
C,0,A,84.00862620062748,3,78.335810615378,1,C,D,1,B,90.66759898816323,2,75.77304871745605,0,D,Нет
D,0,B,85.29714534631749,4,71.14088453371878,0,B,B,1,C,76.06416409131754,2,14.403781190399789,1,C,Нет
A,1,A,65.00842558133584,4,56.908906282061764,0,C,C,0,C,50.43409304835219,3,88.94741738557103,0,A,Нет
B,1,A,92.88386890689064,1,2.9449206576936504,0,D,A,1,B,54.64265929696865,2,74.24966755930306,0,B,Нет
A,1,D,97.46120719279038,2,80.73253845286202,0,D,A,1,A,98.60808283265867,5,77.95900052047662,1,D,Нет
C,0,D,35.78130473921179,2,75.73047719924696,0,A,D,1,D,56.30472644003931,4,67.42242394265759,0,C,Нет
C,1,A,60.48825239442629,5,22.1970220881599,1,B,A,1,A,40.796967176484124,4,86.41907674177858,1,B,Да
C,1,D,22.74353483003334,3,33.343702294528775,1,B,B,0,D,8.536967424096243,1,71.79139416915726,0,D,Нет
C,1,B,47.49943782896128,1,66.37995711853942,1,B,B,1,C,13.125910325119417,1,96.75780909741076,1,D,Нет
D,1,A,1.0989690290130638,4,5.019139640584758,0,A,D,1,C,91.94233482911763,1,86.33113963692458,0,A,Да
A,0,B,51.31076000791052,3,22.49165797774646,1,C,D,1,C,31.659097963062443,2,75.60902888060322,0,D,Нет
D,1,B,44.90846239982679,3,97.87909226327051,0,D,B,0,C,73.40921287422685,1,66.50851438102583,0,C,Нет
C,1,C,87.15008700390705,4,76.34861758807415,1,A,B,0,D,81.68150056343394,5,84.59336145008855,0,D,Нет
C,1,D,19.72888648119442,3,23.329212722694304,1,D,C,0,D,28.497212027822595,2,26.972578712513407,1,A,Нет
A,0,A,17.411086711184222,4,69.48187455804654,1,B,B,1,D,10.559333503174939,2,13.730442134721809,0,D,Нет
D,0,B,65.87631244849085,5,81.74983661770344,0,C,A,1,B,61.1112475173668,3,39.13971396434122,0,D,Нет
D,1,C,84.39287157523563,5,40.51661007644882,1,A,A,0,B,73.92459416056951,1,75.07119849452185,1,D,Нет
B,1,B,53.837967736994244,3,90.37076458498736,1,C,D,0,A,94.51450578022225,4,9.383339734984187,0,C,Нет
C,1,D,78.66322490095799,3,97.42774874943379,0,D,C,1,D,53.45344243717385,3,80.61747245656137,1,B,Да
C,1,D,64.32679720732715,1,54.02828246407052,0,A,D,1,A,49.37365292412183,3,17.60431055609678,1,B,Нет
A,1,B,39.42393790156813,1,89.03954737963122,1,B,A,1,C,52.387645609814,2,5.535865297260612,1,D,Нет
C,0,C,40.667220448489886,4,16.78817831863836,0,B,B,0,C,92.56727485413897,5,11.179296192455702,0,A,Нет
D,0,A,84.42896358220953,2,10.00266646696215,0,C,C,1,B,30.5898953900554,1,86.17420787536565,0,D,Нет
A,1,D,8.225262149477853,5,62.39880336669823,0,C,A,1,D,32.448694259522505,1,77.3684430435616,1,A,Нет
B,0,A,43.163856440583636,1,50.27322518188243,1,C,C,0,A,61.5687695337639,1,1.7944741890117188,0,A,Нет
D,1,B,33.90418471457098,1,1.0723713537107327,0,A,D,1,A,9.067628454029375,3,68.2731019283359,1,D,Нет
B,0,B,7.172821674038909,2,27.305250712687524,1,A,A,0,D,25.462501759051605,5,28.121078195798088,0,B,Нет
C,0,B,3.9457960444247098,3,83.12145956607073,1,D,B,1,B,55.51372975352711,3,98.04575214000437,1,A,Нет
C,0,D,29.75778713492855,1,3.812755375419019,1,A,B,1,C,18.97619756930593,5,55.03150712593734,0,B,Нет
D,1,B,30.013195748977605,4,28.71109800362136,1,D,D,0,C,29.80762630942122,1,46.83419419532394,1,C,Нет
A,1,C,50.27634942359293,4,15.325952127803777,1,D,A,1,A,1.6103831854694994,1,67.6056095484254,0,D,Нет
C,0,B,74.07675938567216,5,43.17140557174014,0,C,A,1,C,20.529276679253783,2,19.422570247374548,0,C,Нет
A,0,A,29.221717927686985,1,87.42317261169941,1,D,D,1,B,83.27787372720732,1,56.35880579933901,0,B,Нет
D,0,B,83.32368338380455,2,58.66765563285533,0,A,A,1,D,99.95105132208542,4,19.86077532759749,0,B,Нет
