Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Collision
D,3,1,A,D,A,1,52.03720147849883,A,1,0,A,C,A,1,97.69603337354523,Нет
C,5,1,A,D,A,0,14.961498704419085,B,1,1,B,D,D,0,49.862656483551035,Нет
C,2,0,B,C,D,0,84.39444769701214,A,2,1,D,D,B,1,13.329821261973551,Нет
A,5,1,A,C,D,1,68.97118387037962,D,2,0,D,B,D,1,61.37860036680222,Нет
C,4,0,D,B,B,1,37.71310258095528,C,5,0,A,D,B,0,26.305080057227016,Нет
B,1,0,D,C,D,1,96.73762294385342,C,3,0,B,A,B,1,56.20159891322233,Нет
C,2,0,C,D,D,0,42.34386901826429,A,2,0,D,A,D,1,75.05597995944746,Нет
B,2,0,A,C,A,1,11.410529772200185,A,5,1,B,A,C,0,53.19051805141456,Нет
C,1,1,A,A,C,0,19.008183164146743,D,4,0,B,B,A,0,56.59136654194923,Нет
B,2,1,B,C,C,0,40.32500446720629,D,1,1,D,A,C,0,91.22614897020587,Нет
D,4,1,A,C,A,0,59.30623928167875,B,4,1,A,B,D,0,2.449559182568506,Да
C,1,1,C,A,B,0,23.424032195515252,A,1,1,B,B,C,0,21.47129356359374,Нет
C,5,1,C,B,C,0,76.37344862092712,C,2,1,D,D,D,1,49.50580137766944,Нет
A,2,0,A,C,C,0,14.207638812634926,C,1,1,C,B,A,0,18.492427418611378,Нет
D,3,0,B,A,B,1,25.619923495996545,C,5,1,C,D,A,0,21.594860589469256,Нет
C,5,0,D,A,C,1,49.20156507580875,D,4,1,B,D,C,0,24.280739886357804,Нет
A,5,1,A,D,D,1,79.99631510231633,D,4,0,C,B,D,0,95.46417315824581,Нет
A,4,0,C,A,A,0,61.49566444029219,A,2,1,C,A,A,1,46.93503442672857,Да
B,1,0,A,B,B,0,3.9425771872811044,C,2,1,A,A,D,0,22.282336298531934,Нет
A,5,1,B,B,C,1,71.29915355902952,C,2,0,A,C,C,0,39.97451857589911,Нет
C,4,0,D,B,A,0,19.891128450273253,A,2,0,B,B,A,1,90.35576708309165,Нет
D,5,0,B,C,C,1,77.87861607921553,D,3,1,D,C,D,1,70.28842869794072,Нет
C,5,1,D,A,B,1,9.614827291595274,B,4,1,D,A,B,1,12.637176056046739,Да
D,3,1,D,B,A,0,48.78682009442219,A,2,0,D,D,D,0,33.151193540803725,Нет
B,1,1,B,C,D,1,97.24340775697588,A,4,1,B,B,D,0,61.427696318290536,Нет
A,1,0,B,C,A,1,49.184240113483,D,2,1,D,C,C,1,19.446179416364473,Нет
D,1,1,C,B,A,0,75.19952967509607,D,1,1,C,B,D,0,78.02923137224545,Да
A,2,0,C,A,D,1,33.82235454801182,C,5,1,D,A,D,0,70.15816943584878,Нет
D,2,1,D,B,B,0,41.50292459051567,C,2,0,D,B,D,0,8.14165712957614,Да
C,2,1,B,D,B,0,55.45370733855338,B,1,0,D,D,A,1,80.3455843741255,Нет
D,4,1,A,A,C,1,7.124053541238151,B,1,0,A,A,D,0,76.53741604076288,Нет
D,4,0,A,D,B,0,12.481509688807012,B,1,0,D,C,C,0,79.00269507276194,Нет
A,3,0,A,A,D,0,20.902865755028987,D,5,1,D,B,B,1,64.68155856658993,Нет
C,1,1,D,B,A,1,87.95265913569264,D,4,0,A,C,D,1,20.254585694339553,Нет
A,5,1,B,B,C,0,25.51637478417781,C,1,0,B,D,D,1,44.172447685814454,Нет
C,2,0,A,D,D,1,3.821664582144735,B,5,0,D,C,A,1,1.5787150823207363,Нет
D,5,1,B,D,A,1,85.38721447374829,D,5,1,D,C,A,0,38.07391388056279,Да
B,5,0,B,D,A,0,39.66578688975727,A,1,0,C,A,A,1,33.31520305975468,Нет
C,3,0,C,A,B,1,74.62893891397577,A,3,0,C,B,A,1,73.90369630495753,Да
B,3,1,D,B,D,1,29.530409973918715,C,1,1,D,A,D,1,22.785015136835128,Да
A,1,0,C,C,C,0,95.87728465489684,D,1,0,B,C,C,0,14.596678549234543,Да
B,3,0,D,A,C,0,70.48755941854039,A,1,1,C,C,A,1,23.054418746851624,Нет
D,5,0,A,D,B,0,53.356811088562814,B,1,1,A,C,B,0,66.00252625467829,Нет
D,5,1,B,A,A,1,83.62033607035936,A,1,1,B,A,D,1,9.156558833933238,Да
D,4,0,C,C,B,1,51.25393900319422,C,1,1,D,B,A,1,8.305262413761149,Нет
B,3,1,A,C,C,0,26.365144633370008,C,5,1,C,D,A,0,3.336426223958866,Нет
C,1,0,C,B,B,0,68.89293361457534,A,1,0,B,A,C,0,24.129783075807655,Нет
C,1,1,A,D,C,1,68.54820955767838,C,1,1,B,A,C,0,32.77209429027829,Да
A,5,1,B,B,A,1,19.392427530723477,A,4,0,B,D,C,1,97.77959115705866,Нет
B,4,0,C,C,A,1,48.70149921200652,C,3,1,C,C,B,1,27.76204991524359,Нет
B,1,1,D,C,A,1,91.07451668049077,A,4,1,C,B,A,0,39.84843717751166,Нет
B,2,0,D,D,D,1,44.70680825770834,B,4,1,C,B,C,0,51.71347508185789,Нет
D,3,0,C,B,B,0,5.6714645119887,B,3,0,C,A,B,0,26.11746509086984,Да
B,2,1,B,C,A,1,36.35180238486922,D,4,1,C,D,C,0,10.295150172027467,Нет
A,5,1,C,A,A,0,48.03547324976639,D,4,1,D,C,C,0,80.8119462654522,Нет
D,2,0,C,C,B,1,79.74841239589993,C,3,1,D,B,A,1,81.95083275461234,Нет
C,2,0,C,B,D,1,96.13049886345651,C,2,0,D,C,D,1,6.191988549130811,Да
C,5,1,D,C,D,1,1.9282184806357794,C,3,0,B,B,C,1,93.70231903840946,Нет
B,2,0,A,C,B,0,28.256725111491853,A,5,1,D,B,C,1,93.08605939236416,Нет
D,2,0,D,B,A,1,71.3949187023953,B,4,0,C,A,B,1,98.24660408480199,Нет
A,5,1,C,B,A,1,75.935931570583,C,4,1,B,B,D,0,6.631220709780483,Нет
B,4,0,A,B,C,1,10.04567569985484,B,4,0,C,D,D,1,46.99623737891787,Да
A,4,0,A,D,A,0,20.59071144639639,B,5,1,D,B,B,1,31.974699234294246,Нет
C,1,0,A,C,D,0,95.13166570283913,B,2,0,B,C,C,1,17.353294047664548,Нет
C,5,1,D,A,C,0,5.6878742076635564,C,1,0,D,D,C,1,4.185234329746401,Нет
D,2,1,B,B,D,0,20.23620252529478,C,5,1,C,A,D,1,53.14663613081221,Нет
D,5,1,A,B,A,1,87.7878308609927,B,2,0,B,A,A,0,36.147674866828716,Нет
B,5,1,C,C,D,1,60.29734044092089,B,5,0,B,D,B,0,19.44308641882647,Нет
C,5,0,B,A,A,0,15.250667592532974,A,3,1,D,C,C,1,73.34264696705634,Нет
B,4,0,C,D,D,1,47.21708709430605,B,4,1,D,A,D,0,57.05095107435806,Нет
B,4,1,B,A,A,0,5.04261510680053,A,1,1,A,B,A,1,62.09716765047543,Нет
B,1,0,A,B,D,1,64.49555229639827,B,1,0,D,B,C,1,75.27213386919072,Да
C,5,1,C,D,C,1,17.434154497595678,D,3,1,B,D,B,1,46.37651434216178,Нет
A,4,0,B,D,A,1,24.197237272670392,D,4,1,A,C,D,0,8.891347972216767,Нет
C,4,0,C,B,D,0,26.691804475261815,A,3,0,C,D,A,0,64.89192003136336,Нет
A,3,1,D,B,D,0,68.62982923814565,D,5,0,B,B,C,0,51.652545579411544,Нет
B,1,0,D,D,B,0,25.436628214366518,C,2,1,A,D,B,1,5.823181486429774,Нет
B,3,1,A,B,D,0,79.45690134678634,B,3,1,D,B,A,1,54.97185206202898,Да
B,1,0,B,D,C,0,69.5834037888448,D,2,0,D,D,C,0,29.033727245981687,Да
A,4,0,A,B,A,1,35.91164653733653,D,2,0,B,C,C,0,64.51850438079323,Нет
C,4,0,A,C,B,0,47.70820446143252,A,2,1,D,C,C,0,39.40220219464901,Нет
B,4,0,A,D,A,0,81.08124670941643,C,1,0,C,B,C,0,7.4240691524458,Нет
A,2,1,C,D,B,1,75.99420685772274,A,4,1,D,C,C,0,97.84864534361189,Нет
B,5,0,C,B,C,0,46.057146592108666,B,3,1,B,A,B,0,19.438819356988034,Нет
B,2,1,A,B,D,1,78.87799449774252,D,2,1,D,A,B,1,7.084974519530107,Нет
A,4,0,A,D,D,0,50.001813476119864,C,4,1,A,A,A,1,7.93001265046267,Нет
D,2,0,C,C,D,0,87.55852251477222,B,2,0,D,A,D,1,4.381133980972363,Нет
D,2,1,B,A,B,1,57.47217411704869,D,2,0,A,A,C,0,5.272174687095099,Нет
A,4,0,B,C,C,0,25.948804429984172,A,4,1,C,B,A,1,59.60914258940486,Нет
C,3,0,D,A,C,1,73.65947164531156,A,3,0,A,C,C,1,97.68571091601356,Да
A,4,1,B,C,B,0,15.64659311859029,A,4,1,C,C,A,0,93.10182324748423,Да
B,4,0,A,C,A,0,51.60622205360682,C,5,1,C,B,C,0,55.761505337358344,Нет
A,5,1,B,C,A,1,77.39768803899011,A,1,1,D,C,D,1,10.480919105986807,Да
A,3,1,B,D,B,0,85.2603610050953,D,3,1,A,B,D,1,21.28640278992321,Нет
D,3,1,B,B,C,0,45.86554989066484,D,4,0,B,B,B,1,27.89828588133534,Нет
A,2,1,B,B,C,1,90.11650387755685,C,5,1,D,C,C,1,31.49350911676555,Нет
C,1,0,D,D,C,0,16.136077924357515,C,1,0,C,B,A,0,41.69890299931136,Да
D,1,0,C,D,C,0,91.33642659284348,B,1,0,D,B,C,1,24.42179645559722,Нет
D,4,1,C,C,B,1,14.565452133947998,C,4,1,C,A,B,0,51.89538751750257,Да
D,3,0,A,C,A,0,98.30067091914086,A,5,0,A,D,C,0,61.03125370805705,Нет
C,2,1,C,D,C,0,71.60469296069711,B,4,1,A,B,B,1,14.45386228252673,Нет
A,3,1,A,A,B,1,38.13868690749113,B,2,0,D,C,D,0,47.84176181756188,Нет
B,1,1,C,A,B,1,76.05816481008986,A,1,0,C,C,C,0,19.969938988306158,Нет
D,3,1,A,A,C,0,4.417819960288383,C,5,0,D,D,D,0,98.47863017059927,Нет
C,1,0,A,A,C,0,88.51438325215088,B,1,0,A,B,A,1,93.64790615644479,Нет
A,2,0,B,C,C,0,0.3905110209342033,C,1,1,D,B,A,0,1.7525744798413956,Нет
A,5,1,D,A,B,1,54.214935627298324,D,5,0,C,D,A,1,31.19153184236243,Нет
B,4,1,B,A,B,0,83.94548573565095,C,2,1,D,B,A,0,46.02961606546169,Нет
D,3,0,A,A,B,0,38.48033783761884,D,4,0,D,C,D,1,4.657285317026871,Нет
B,3,0,C,C,D,1,59.85141450747541,B,1,0,D,A,C,0,31.598839019186165,Нет
D,5,1,D,B,B,1,60.91961795794892,D,5,1,D,D,B,1,58.72003026246041,Да
A,1,0,C,A,B,1,14.932750725014932,A,4,1,D,D,A,0,60.92483850917849,Нет
D,1,1,D,C,B,0,0.24555802659896875,D,5,0,B,A,B,1,40.96045287872923,Нет
D,5,0,D,B,B,0,87.97701269586162,D,5,1,D,D,A,0,85.96696367383845,Да
B,2,1,B,C,C,1,65.81364850174342,C,3,0,B,A,D,1,42.13258819291246,Нет
C,4,1,D,B,A,0,65.05236043552166,B,1,0,C,B,C,1,24.21764335663541,Нет
D,4,1,D,B,A,1,10.128894659785459,A,1,0,A,D,B,1,13.422642844364718,Нет
C,4,1,C,A,B,0,79.03084128001962,C,4,0,B,D,B,1,17.16973095055494,Нет
A,5,0,D,A,B,0,73.91870962970248,A,3,0,A,B,B,1,59.34323337765595,Нет
A,5,0,A,D,D,0,69.92045464798389,C,3,1,D,B,D,1,27.901919861463753,Нет
C,3,1,B,B,B,1,37.37867193446007,B,1,1,C,A,D,0,47.115232727181386,Нет
C,5,1,C,C,D,0,85.01349445049784,B,3,1,A,D,C,0,36.072406560605295,Нет
B,1,0,B,A,C,0,66.0224954458876,B,2,1,D,C,B,1,47.47430454744455,Нет
B,4,1,B,B,D,0,17.786703940838102,D,5,0,C,B,B,1,85.61114249273719,Нет
B,5,0,B,C,C,1,68.57136748993568,D,5,0,C,D,D,0,97.38546421102653,Нет
B,2,0,B,C,C,0,3.514271084097864,D,3,1,C,C,C,1,85.17575334040211,Нет
C,3,0,A,B,A,0,60.913993278022815,A,2,0,D,D,B,1,96.72157554469439,Нет
B,2,0,D,D,D,1,18.928578386260675,D,5,1,C,A,A,0,78.5479176751782,Нет
C,2,0,C,D,B,1,65.0380917266655,D,2,1,C,A,C,0,59.852751504918714,Нет
D,3,0,D,B,B,1,79.76214863648194,B,1,1,C,C,B,0,65.64212970263222,Нет
C,3,1,B,C,B,0,77.9809788956349,D,5,0,A,B,A,1,92.91138203343698,Нет
D,4,0,C,A,A,0,59.05728382684523,C,3,1,D,A,D,0,32.25244804092614,Нет
D,1,0,A,B,C,1,47.50329772847003,A,3,0,C,D,B,0,99.78528761055036,Нет
B,2,1,B,B,B,0,75.15669064357662,C,2,1,A,B,A,0,8.40518785225245,Да
D,5,1,B,B,C,0,35.04869641871732,A,4,0,A,A,D,1,70.7721243928831,Нет
D,4,0,C,B,A,1,85.69020195237874,C,4,1,B,C,C,0,31.341782757708437,Нет
B,5,1,C,C,A,1,31.070819351635826,A,5,0,A,B,B,1,66.82211568931683,Нет
B,3,1,D,A,A,0,55.843951033783256,D,3,0,A,A,C,0,72.91892277497311,Нет
C,3,0,B,D,B,1,66.99534909116916,D,2,1,C,D,B,0,88.21078236196362,Нет
C,3,0,B,B,B,0,81.92814107172363,A,1,0,D,C,C,0,55.51794142916373,Нет
A,2,1,A,C,B,0,12.044366193816602,A,3,1,A,A,A,1,76.55818282840983,Нет
D,5,0,B,A,B,0,48.22748780672613,B,4,0,B,D,D,0,41.83722414272096,Нет
D,1,1,D,A,C,0,39.77860877454912,D,3,0,B,D,A,0,95.93320752158824,Нет
D,2,1,D,A,C,1,80.95149246341661,B,3,1,C,B,A,0,85.30864993399983,Нет
A,3,0,C,D,D,0,55.133411467021695,B,2,0,C,D,C,1,8.808025927082463,Нет
B,5,1,A,D,B,0,55.35987531307131,B,2,1,B,C,C,0,99.8355651171328,Нет
D,3,1,C,D,D,1,71.71458571590826,A,2,1,B,C,A,1,95.53984521843793,Нет
A,5,1,B,D,C,0,34.42009796531694,B,3,0,C,B,C,0,7.6308939318407205,Нет
C,1,0,B,C,C,1,33.071739478301474,D,1,1,B,C,A,0,6.713764048130255,Нет
A,2,1,B,C,A,0,4.642317505936033,C,4,1,A,D,B,0,34.51319215794296,Нет
C,4,1,D,A,D,1,33.47696161210422,C,3,1,B,D,D,1,86.73976025639422,Да
D,3,1,C,A,A,0,10.516780565571116,D,2,0,B,B,D,0,57.454112177671114,Нет
D,3,1,C,A,A,0,29.29231025159603,D,2,1,D,C,D,1,71.93029755745862,Нет
A,3,1,D,A,C,0,56.89106393910127,C,3,0,B,B,A,1,62.364242779455225,Нет
B,3,1,B,A,C,1,24.015442024517263,D,3,0,C,A,A,1,5.90446105488579,Нет
C,4,0,C,D,C,1,93.93234733997336,D,5,0,D,B,A,0,94.33923357778023,Нет
D,3,1,B,B,C,1,42.78063916368213,B,4,0,B,B,B,0,6.671753864747765,Нет
B,5,1,A,A,D,1,64.7305417119177,D,2,1,C,C,A,1,53.560205719335286,Нет
B,2,1,C,D,C,0,55.56789894227322,A,1,1,D,A,C,1,55.05066641211567,Нет
B,1,1,C,D,B,1,82.215346987052,A,2,0,B,C,A,1,85.03021858060649,Нет
A,1,1,C,B,B,1,53.96024390398745,B,1,1,A,A,A,0,42.40232159466649,Нет
D,4,0,A,D,C,1,7.80618177953738,D,1,0,B,A,A,1,28.47284889682381,Нет
B,4,0,B,D,B,1,66.36111901660976,B,5,1,C,D,D,0,96.87401764743738,Нет
D,5,1,B,D,A,0,17.173484882797084,A,3,0,D,C,C,0,54.768794364023734,Нет
C,2,1,C,B,C,0,73.02369926262317,B,5,0,B,D,C,0,30.505668818538854,Нет
B,3,1,A,B,A,1,3.1563393263554507,D,3,1,D,C,C,0,41.729606332091976,Нет
D,1,0,C,B,D,0,55.82633502724934,A,3,0,C,A,A,1,16.57015521918197,Нет
C,3,0,C,B,B,0,61.803871507795364,B,2,0,B,C,A,1,61.551923729904246,Нет
D,1,1,C,B,A,0,30.6666894641592,C,1,0,C,C,B,1,27.914228597916956,Нет
A,5,1,C,A,B,0,24.807877578450487,C,3,0,B,D,C,1,86.34272182568432,Нет
D,1,1,C,B,A,1,54.35836542884981,C,3,1,A,D,C,0,82.63245000897815,Нет
A,2,0,C,C,A,0,12.486530228809013,D,2,1,C,C,D,0,96.86887607504725,Да
A,1,1,D,A,C,1,95.81683082956376,A,5,1,A,A,D,1,55.09524803695412,Да
B,5,1,D,C,D,1,7.719268559499682,D,2,0,D,A,D,0,86.80090560280401,Нет
D,5,0,B,A,B,1,56.38165466028959,A,1,0,C,A,B,0,10.383534243875648,Нет
A,5,1,B,C,B,0,87.67628759480945,D,4,0,B,A,B,0,22.57638552040393,Нет
C,1,1,C,B,D,0,83.62838562709995,B,4,1,D,C,C,1,74.72316273193103,Нет
B,5,0,A,D,B,0,7.439633427931969,B,4,1,B,C,A,0,63.217237706743745,Нет
B,5,1,C,C,D,1,3.0800942439464296,B,2,0,A,A,D,0,38.67129055524469,Нет
D,3,0,B,A,A,1,81.52273992374782,A,1,0,B,B,B,0,9.376459670557757,Нет
C,3,0,B,B,D,0,67.0863129796928,C,5,0,A,C,A,0,47.78993070633164,Нет
B,1,1,C,B,D,0,67.67954582713675,A,1,0,A,C,D,0,75.28338643781673,Нет
C,1,1,D,B,B,1,65.20691691454795,B,4,1,D,A,C,0,71.20909006068345,Нет
D,2,0,A,A,A,1,20.463271664178418,A,2,0,C,A,C,0,49.62573770173524,Нет
C,1,1,B,C,D,0,35.44140128159595,B,3,1,C,C,B,1,89.1227298648007,Нет
A,1,0,C,D,D,0,30.13990512468928,A,4,1,D,A,B,0,11.232559851626188,Нет
C,3,0,C,B,C,1,84.62096064164676,B,2,0,C,D,A,0,62.69203798386225,Нет
B,3,0,B,B,D,1,0.6070437719183142,C,1,1,D,C,C,1,96.90737147331893,Нет
C,5,1,B,C,D,1,93.807430513651,A,1,0,C,C,A,0,89.65072729854667,Нет
C,3,0,A,B,C,1,34.814764412032986,C,2,0,B,D,C,0,11.636331792398458,Нет
D,3,0,D,A,C,0,53.784015544817755,A,2,1,B,C,D,0,25.543267502404653,Нет
B,2,0,A,D,B,1,91.63225801578231,D,2,0,B,D,C,0,67.17952002712477,Нет
C,2,1,D,A,D,0,58.49410309966196,A,5,0,D,B,B,0,45.22268220178065,Нет
A,4,1,B,D,C,0,88.69301221875706,B,3,0,B,C,A,1,91.06161474861881,Нет
D,5,0,C,D,A,1,32.04401321146816,D,2,1,C,C,D,1,30.543958542899073,Нет
