Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Collision
0,50.92164595492824,2,C,D,3,46.401384703065915,B,D,19.892049469472216,0,17.423096362691524,5,B,B,5,8.24514461637923,C,C,3.029069035317189,Нет
0,72.39275202554444,3,D,C,3,13.904954117450242,B,C,25.341928210363907,1,21.937466417866226,1,A,D,3,38.61342073158557,B,B,11.774167263009305,Нет
0,7.343791814067268,5,A,D,3,99.51479089063137,D,B,75.1906246055297,1,84.6542251445261,5,C,C,5,0.6666766956511694,B,D,25.743261802368956,Нет
0,53.29536806267252,2,B,C,3,40.88285132440335,C,A,87.67460497119896,0,96.31636596551047,1,D,A,2,39.42866620870669,B,D,44.42652068489919,Нет
0,19.720705142283855,2,B,C,5,15.07182191442732,B,D,99.39708639999301,0,12.963284650675044,5,A,C,4,46.753685558477976,B,B,11.858560187234845,Нет
1,57.198700501965384,5,D,A,2,59.51869169604371,D,C,54.36761063814642,0,72.21040928920598,5,B,B,2,2.170718129538163,B,C,56.970697320660804,Нет
0,90.4087413975953,4,D,D,1,25.827712351727993,D,A,34.1714974843352,1,30.984065064615308,1,B,C,3,92.35575788038642,C,C,81.1581823246214,Нет
1,10.62645659774627,1,A,D,2,55.94880258233269,C,A,55.52396082536384,1,1.8522913965487442,2,D,C,2,36.869146300054354,B,B,43.60517642903019,Нет
0,71.86336345851083,5,C,A,2,10.440282736004669,B,B,55.35145224954234,0,49.14558211759235,1,C,C,1,18.842497730028253,B,A,26.024087976121145,Нет
1,50.1440859056853,5,A,D,2,81.49018921581482,C,B,54.47755979090151,1,96.44743265743912,4,C,D,1,7.394913403717074,B,A,54.270400739143824,Нет
0,88.39193711416452,5,A,B,4,67.61221988023956,B,B,10.95526614583836,1,61.47823781051398,4,A,D,2,32.29672694156409,B,B,37.56206908276373,Нет
0,8.021663799645163,3,D,C,2,5.0788484023271625,C,D,16.978519143736314,1,10.063457725724934,3,A,D,2,38.674312543486224,A,D,36.59984979951608,Нет
0,11.314168034745563,1,A,A,5,55.14510830494896,B,B,77.9301242610193,0,45.6336794003373,2,B,C,2,53.777427192462945,C,D,10.727463617606558,Нет
0,76.86333432804898,4,B,D,3,59.34218064304123,B,A,32.55022788097315,0,77.18464374760701,1,C,B,1,29.723133164896463,D,C,55.6043506926707,Нет
0,23.64005261718529,5,B,D,3,84.924131799828,B,D,70.46671387251793,1,61.812736502226464,2,C,C,5,47.16257399916613,D,D,96.27893078387963,Нет
1,91.23747318320176,5,C,C,5,44.690816617950446,A,B,63.922902185773054,0,26.372743589325044,3,A,A,5,57.70483526000275,A,D,77.74162393823339,Нет
0,45.256478691450596,4,B,A,4,98.98882360935177,D,B,97.87518286671344,0,86.60082751847412,4,A,D,1,27.091805242229338,B,C,0.3032997850605068,Нет
1,60.89288702629685,4,B,A,1,91.0423954428366,D,B,15.978309126563628,1,86.38857138898874,4,C,D,4,28.690192876129082,A,D,32.35059244286067,Нет
1,21.84239872194109,2,B,C,3,8.46707818948379,A,A,76.79652723494621,0,35.54074135175808,1,C,C,3,73.59247316664434,A,D,79.33081481612079,Нет
0,39.96843867855079,4,C,C,1,25.572756786047524,A,A,23.36399619905415,0,55.82414603121193,3,C,C,3,3.616038343450101,B,D,31.613900473925572,Нет
1,53.266308488651205,1,B,A,3,70.8633541606988,D,C,90.00360249814247,0,60.977458123062654,4,B,A,3,56.75096136261873,C,C,83.7649748104781,Нет
1,47.422123099455824,5,D,C,2,89.46459912063933,A,B,84.94449440859341,1,4.261828428190029,3,D,A,4,40.06315130294305,C,B,79.63488154112368,Нет
1,63.54322281521977,1,B,A,5,84.22075187710779,B,C,62.086637184268966,1,55.33310125818256,2,B,A,4,73.51780368330759,D,A,31.688132799280478,Нет
0,64.67406089191687,2,C,C,1,23.537322717882624,B,A,73.931705972768,1,63.3720968622654,2,D,D,5,61.0840115832123,D,D,31.97062616674978,Нет
0,73.45872785344349,2,A,A,4,73.48579675359662,A,B,48.13893344828982,1,63.16828469248368,2,C,D,4,60.648093405222305,C,C,24.76843383261035,Нет
1,42.426505462619616,3,B,C,3,41.779435235899356,D,A,13.224991854839308,1,97.47841409726874,3,C,B,4,91.68671986341825,B,D,96.89160515359805,Нет
0,34.27995438055854,4,B,B,1,49.65139998420482,D,A,80.06802754358546,1,80.71622679362042,3,A,B,1,58.82456456370687,B,C,49.870956806339976,Нет
1,72.90827779396817,5,B,B,3,83.0986806095753,B,B,72.36134092866826,0,52.62241381435799,1,D,B,5,98.8101214801737,A,C,84.0225036888967,Нет
1,69.5470170852707,2,A,A,5,46.0917793181606,C,C,43.26946836505316,1,83.15360362595341,2,A,C,5,29.773260582984197,B,A,82.15419521794706,Нет
0,20.96714028550595,4,A,A,4,20.253766584065268,C,A,95.80343721347762,0,9.62397940076637,3,D,A,4,59.05805030189752,C,D,59.59089196677391,Нет
0,46.69173973902413,1,B,B,5,40.554229626805,D,A,22.93673825479582,1,75.47601281661207,2,C,D,2,37.01335523745174,A,A,84.0175174172008,Нет
1,76.10923276774649,4,C,D,2,94.95894376610988,B,D,9.192939783587594,0,63.654544440156535,1,D,D,1,23.887604558576857,A,B,23.034572896587935,Нет
0,47.155600731333244,2,D,A,4,92.65269469311644,B,A,9.652139987249765,1,96.63516271761549,4,A,A,5,65.39937283068653,A,D,64.52008802656017,Нет
1,52.50514696547016,1,C,C,4,18.596905696714362,B,B,53.53477392282713,1,4.875849697722268,4,C,C,5,92.23668033399588,C,A,12.449594122442676,Нет
0,87.17085004653022,1,D,A,2,79.8443849413964,C,C,61.46308375270074,1,57.42932077223008,5,B,C,3,27.33284203931715,C,A,69.13196580142981,Нет
1,33.41558880507941,5,A,C,3,33.34385770175907,C,C,51.00690611680141,1,85.76906194945396,2,B,C,2,55.495758803456184,D,C,76.37844346436995,Нет
1,28.152958272223984,5,B,B,3,73.04612473504312,A,B,95.02764951552243,1,5.381066951065505,3,B,C,1,63.207312450081254,A,D,69.91237169673845,Нет
0,92.28065035433075,3,A,A,3,34.0120452643954,B,B,67.3638114854322,0,34.745816382195635,3,A,D,1,10.320686168688443,D,D,24.230759918473442,Нет
0,72.33822839263505,2,D,C,2,44.11721281457858,C,C,12.257195641991137,0,90.981065099439,3,D,B,1,65.4254328386441,C,A,45.65125989650925,Нет
1,75.05349952076259,1,B,D,2,76.23486610082163,B,A,95.60268430624745,1,70.01756988344547,4,B,D,4,84.01376678474422,B,C,35.75602127157125,Нет
0,12.103771097441241,3,B,B,1,24.676270113106124,A,D,36.82188246369393,0,79.86989079400225,2,A,C,2,72.6281776700101,B,D,15.14060198012669,Нет
1,55.24039317495858,5,B,D,4,50.35187196441547,A,C,75.038361619764,1,61.95429064802339,2,C,A,3,9.824888583075332,C,B,57.851120621352145,Нет
1,32.62799579687109,1,C,B,5,18.553240465654685,D,C,79.54828951467475,0,31.949833104133152,2,B,A,4,7.543516432901631,C,D,62.611582718386,Нет
0,18.96068891943926,3,D,D,3,10.510599617072359,A,B,78.16619096731702,1,6.717241434906618,1,A,C,3,56.248970509963804,D,C,95.80196355561628,Нет
1,85.1119217495752,3,D,B,5,83.40056477451682,C,D,7.295049243444729,1,93.41932167038178,2,D,B,2,36.05876890717591,D,D,56.96988755634631,Нет
0,46.511131703831964,3,B,D,2,33.172324073776096,A,A,65.0513807400751,0,88.93551841492967,4,B,A,1,76.21603254343144,A,C,48.14470947502303,Нет
1,40.15994865820582,2,C,A,3,9.676166427654598,B,D,89.45793871674003,1,30.294780669515454,5,A,B,1,3.441917694694585,B,C,4.733603864612679,Нет
1,16.713744085587233,2,D,A,2,58.42439691862018,C,A,81.12602164543,0,88.99798174144587,3,C,D,5,29.56035711044359,C,A,86.09438964030258,Нет
0,79.19827681644362,3,D,C,4,10.286822740287093,A,D,44.672426098015464,0,42.28397038898039,2,D,A,2,89.76790985411694,C,C,57.84536097280609,Нет
1,23.963051322153827,3,C,A,2,56.72294111543125,B,D,79.63498313101101,0,90.67967447591755,5,D,A,2,99.84352352411146,B,A,40.07002262620099,Нет
1,59.13795043596144,1,B,D,2,66.04970461432748,A,B,0.36479676229048685,0,46.162573793498176,4,C,C,2,70.95812496553371,A,C,80.01222980067925,Нет
0,99.09371075824514,5,C,C,2,87.40300829276778,A,C,42.434600565079116,1,35.72015789991493,4,B,A,2,38.620131853906884,D,D,65.88384270956475,Нет
1,53.915194176356785,1,A,D,4,58.05864867518006,B,A,1.366039391348206,0,4.09982907644173,3,B,C,1,63.45654357860947,A,B,79.69611756425155,Нет
0,35.37641520268869,4,D,A,2,16.041476434929937,B,A,25.896343003045132,0,32.42005295438732,2,B,B,2,28.622128641095777,B,C,2.0113783252105,Нет
0,74.52866575522614,4,A,B,3,54.931040307584055,B,A,61.93536063040372,0,44.85696867805208,4,D,D,5,13.535341921819711,C,C,57.453689557030174,Нет
1,32.76188574880409,2,C,D,2,53.108813129432754,D,B,6.234811215310099,1,17.86010775359178,4,D,C,1,18.14939637291434,A,A,56.95992723188924,Нет
0,87.19167747968282,3,A,B,5,15.110077018498524,A,B,91.07439075781491,0,53.10691037418578,4,A,C,2,8.081639571873245,B,C,31.3833807091192,Нет
0,17.09443878567066,1,C,A,2,41.3475663020509,B,D,1.4787943078531596,0,65.36799549703434,4,B,B,3,90.79979775522112,D,A,62.81127128304931,Нет
1,47.71227886170585,4,A,C,4,28.53337885837647,D,D,54.987895382948004,0,68.96074298957826,2,B,C,2,7.819039783252613,A,A,36.698051336037196,Нет
1,18.611083246689887,1,B,C,2,74.92814977193638,D,D,92.35633275186318,1,70.80106274135939,5,B,B,2,69.61842288972385,D,A,31.501579509637857,Нет
0,1.3296260030730256,3,A,B,4,64.47484402948915,D,B,85.71368510943095,0,21.068281657085887,5,B,B,4,7.160749198518824,A,A,82.00930286164909,Нет
0,14.852348908544787,2,C,C,5,39.78477653992256,A,A,77.0031694722332,1,77.44002653789337,5,C,C,5,75.69414322071685,A,B,47.9679232420581,Нет
0,11.277197891852342,4,A,A,2,82.84758778610428,C,D,69.55362562862275,1,45.911063085276226,4,B,C,4,60.68245913292055,A,D,63.059432499514166,Нет
0,8.221371810084577,1,B,A,3,65.98778103341834,C,A,12.72362456238979,0,90.07588733218148,5,B,B,3,73.22112113383633,B,D,10.502498952822126,Нет
1,60.070699068503664,2,A,B,4,11.330556503897405,D,B,82.45229686723884,0,37.23088099175392,4,C,A,2,92.25022524611164,A,A,89.291236375023,Нет
1,81.16810032074352,3,B,B,2,31.805485364849673,B,B,28.128021176364026,1,41.89452996019604,1,B,D,3,95.28914378751386,D,B,18.4656999286975,Нет
1,32.83297455445332,1,D,C,2,51.648033707085595,C,A,84.57083554621275,1,70.69031036032204,2,D,A,1,44.31825964599309,B,B,67.00635745482876,Нет
0,95.08585880337351,1,A,C,2,21.969195079961633,D,A,83.72130594270963,1,72.84325820951402,4,C,B,1,77.19814545560996,B,C,30.50732050409024,Нет
0,48.09705106322889,4,C,B,1,92.80195965519258,B,D,17.935120549105697,0,5.7400520051976045,4,C,B,3,58.71834498582241,B,B,64.2696304841017,Да
1,93.85674707227965,1,C,C,2,31.39358050959393,A,D,62.0735627076336,0,89.55265139720574,2,D,D,3,99.31334919931514,C,C,63.495387382221566,Нет
1,65.7572507335191,3,B,B,4,45.41162756154876,B,D,0.15219546044550336,0,27.78932837124056,4,A,B,1,75.1904607179074,D,B,88.00355586860144,Нет
1,78.2274095694051,1,B,B,1,77.68376056274204,A,B,39.11099043862826,1,65.66224142813775,2,C,B,2,87.43793606349973,D,B,95.20605639910494,Нет
0,7.492678028804434,3,D,C,4,62.84084947500447,A,B,20.539798862729707,1,84.2560799225635,4,C,D,3,38.866779385374805,A,D,57.57156533744995,Нет
1,64.96577965516198,2,C,B,5,61.190443447187384,A,D,93.40459032575487,0,36.73199130701544,2,B,A,5,39.23110253954057,B,A,7.524473718741342,Нет
1,91.74476647641558,3,A,B,4,71.91339037446157,B,D,70.2189679653417,1,57.760893476073846,2,D,B,2,33.0431556623585,D,D,69.6234118888853,Нет
0,44.26775481113844,4,A,B,4,26.562891060341332,C,A,0.696713884709188,1,23.625157779090344,3,B,D,1,7.90867149197555,B,D,18.45606920737125,Нет
0,61.71400597223603,2,A,D,2,75.50368574856304,D,A,9.027039898176204,1,44.182881109270525,1,C,A,2,84.07420492055772,D,D,61.7344269279577,Нет
0,5.432472745272121,3,D,A,4,99.97692709744469,C,A,69.63896036620436,1,50.36589412109179,4,D,D,3,16.03151882147722,A,A,80.4210072764191,Нет
0,22.959742171833874,4,C,A,4,85.15088464345594,A,A,32.78208083710459,1,37.465217668225215,1,D,D,3,16.938108461324774,A,C,70.26444330002286,Нет
1,30.660487281814586,2,C,D,5,68.84837730725904,C,C,91.46454608648972,0,62.98359594768812,5,B,A,5,41.13798942959064,B,C,60.94460862960639,Нет
0,47.61154437688867,5,D,A,4,93.11942999547418,A,C,61.85834850466215,1,93.56612650809926,5,A,A,4,35.78968518367394,B,A,64.95371313423487,Нет
1,5.053229361399925,3,B,B,5,47.92570796013984,C,C,79.47921355945631,1,90.73142856642518,4,A,A,4,45.63918964247424,C,A,73.45308397137616,Нет
1,58.73174947671186,3,D,B,5,59.3968090126956,A,D,5.175526294176668,0,91.75076139576692,5,D,C,3,13.587241480165503,A,C,33.783457503490155,Нет
0,12.044800332735662,4,C,A,2,39.232442436860836,C,A,96.51725262070934,0,57.43526887219957,4,B,B,1,14.732550780991815,C,C,1.4492445804507592,Нет
0,95.13489495963736,5,C,D,5,79.42938941786359,C,C,82.28682829966037,0,80.96848152357593,1,C,C,1,84.15596132558798,C,A,30.22884109313806,Нет
1,25.477213780336115,5,C,D,4,44.57562670149908,B,C,64.52712066182099,1,12.002031911887245,3,C,C,4,11.981566815513833,B,D,87.82520169466888,Нет
0,51.92323407366485,3,A,C,5,45.02277096426378,A,C,73.00298429124543,0,29.25498275724766,3,B,C,1,34.023298855021025,B,B,14.655513994665503,Нет
1,2.8983282667319865,2,D,B,2,11.537089206398665,B,A,22.570504285926585,1,16.420913649987913,1,C,B,2,14.276746475506696,B,A,90.00565522176177,Да
1,54.87014690060692,5,B,D,3,33.75420614915603,B,C,40.59218089176658,1,57.48771843651818,3,C,A,1,97.08880614376217,D,C,36.09579980548144,Нет
1,10.496845864723314,4,C,D,2,1.9799582714932873,A,D,75.3518908524193,1,7.337861475921892,2,A,A,4,8.218623061777741,B,B,46.25737717598295,Нет
0,18.292424709966358,3,B,A,5,84.43417210721925,D,D,11.392140626189807,1,79.26319237382334,5,A,B,1,16.330396231598556,A,B,32.964484658116476,Нет
0,80.8628621690405,3,D,B,3,48.160753409320634,C,A,16.740805312073558,0,21.0151980403539,1,A,D,5,26.973151763230874,C,A,23.509603022489568,Нет
0,92.17979602728644,4,D,D,4,27.013953124256417,A,C,87.30148064321723,0,58.8943441335438,4,A,C,5,68.07185242276653,A,C,75.56862034638664,Нет
1,84.88361473141882,4,D,C,1,32.136706590115814,C,C,70.84345599901101,1,53.15465828205578,1,A,A,5,85.20328363086735,B,B,22.511413658057442,Нет
0,91.40846864170562,4,D,C,5,85.01162428470495,C,A,18.8286999770672,1,97.30960231083581,4,A,A,3,75.11227196206728,D,B,74.9982611104485,Нет
1,87.29037569826144,2,D,A,1,64.57763862326935,C,B,48.27567861843299,1,2.507314523241899,2,D,C,4,50.942904781494356,D,C,78.09303535285909,Нет
1,78.05116165669827,1,C,B,1,13.635836563799252,C,B,3.40320659815051,1,94.18976163186322,1,A,D,2,31.929061019418004,C,B,26.459543450704892,Нет
0,2.763448673647151,2,D,D,4,66.77995224108076,B,B,61.545202422237026,1,53.14506743941953,5,C,D,1,95.58871243123565,C,B,12.462307332122169,Нет
0,90.09171850547149,4,D,B,1,92.41058171349779,D,B,30.917865489566353,1,10.816999319407971,2,B,A,4,72.95098070066399,D,D,33.862678634152,Нет
1,85.56080756646745,4,B,C,5,10.476889010000379,B,B,97.8581579209397,1,34.88114378292341,2,A,B,3,63.82290724698515,D,B,45.09488857430484,Нет
0,24.665774999100332,4,D,D,3,64.5659390045055,C,C,15.297914259753377,0,7.752361531021579,4,B,C,3,69.55513119020141,B,D,29.883768572956658,Нет
1,96.60752548996672,1,D,C,4,60.512239407544314,B,D,31.70831947308985,0,46.728761740199374,1,B,C,1,78.33542344429307,B,D,43.00670829248995,Нет
0,87.04098399880282,2,A,B,1,2.5209372770654825,B,A,90.59575072277208,0,66.65332706979497,2,B,C,1,33.19185955588144,B,C,21.46164698233779,Нет
1,19.19865698260377,5,A,A,4,25.654344206991276,D,B,89.1088823431718,1,32.59668977574297,2,C,C,4,31.088393464507302,B,C,61.93464905377253,Нет
1,31.990596139696414,5,D,D,1,28.653502221340844,A,B,28.969709756752206,1,77.29061113696532,4,C,C,3,47.41515167923396,D,A,69.3278270039922,Нет
1,46.14290963414138,5,D,C,2,66.82154382391553,B,C,17.03238943934243,1,54.416212953884965,5,A,D,4,60.54687793611095,B,B,27.497688965484535,Нет
1,21.98667885623289,1,A,C,2,56.1137086437823,A,B,57.48656537520903,0,80.89461409638442,1,A,D,1,71.96874609180969,A,C,93.34470079931683,Нет
1,18.61203122327759,1,C,B,2,64.06663334854808,B,A,49.28147567069661,0,53.31939086598854,5,C,C,1,94.18584668049932,C,B,76.12941631166423,Нет
0,84.0637293410316,3,A,D,5,2.4660403178558887,A,C,63.66825110394218,1,7.839253552150749,3,D,D,1,3.0060407492969787,B,D,49.16256873365469,Нет
0,24.965614837253657,3,A,A,5,86.23629229224865,D,B,57.474436356175026,0,13.824177336360577,5,D,A,5,4.03082628942717,B,D,28.574050302238174,Нет
1,66.7133769182732,5,A,B,3,58.82002017967673,A,C,64.8310705301273,1,17.287023912236187,2,B,B,4,90.66533815398427,B,D,69.44430259102455,Нет
0,13.858085229470628,1,A,B,4,2.0088551454256476,C,D,98.87480836660447,1,53.057275579556205,5,A,D,2,54.740008680119715,D,D,43.811488730915585,Нет
1,19.540232340828688,2,C,B,3,29.071154606963432,C,D,89.7713937437742,0,95.4331797926542,3,C,A,3,9.247673311184801,D,B,77.44329963115267,Нет
1,75.7405449907417,4,C,B,3,55.6285042930701,D,A,21.131248032524464,1,97.29395123188196,5,A,B,3,6.857320903986642,B,B,45.042021993754965,Нет
0,83.77425845994287,4,A,C,4,46.5523077581659,B,A,77.73356562161977,0,70.32958554272165,3,C,A,4,62.78624161505607,D,A,69.91848136550597,Нет
0,62.59157913004293,2,A,D,4,17.043191992210694,B,D,24.18244645299478,1,15.763276626740907,1,A,D,4,56.79077371723066,C,C,40.00230668129586,Нет
0,40.99761818952754,2,B,A,3,3.5163369988281956,A,B,57.13104820138317,0,71.278852278851,3,D,B,2,18.297945706873698,A,A,42.60930313112109,Нет
0,13.70431618803597,5,B,A,4,98.54173846777253,D,B,71.62500786285707,1,1.674699523471268,5,C,B,3,13.826562774347796,C,D,49.80738052172741,Нет
1,5.911056908290369,5,C,B,2,61.312142381971235,C,B,93.91421682120877,0,65.52800530735603,1,C,C,5,1.7771972920900825,D,C,40.45323154167295,Нет
1,42.30427958633359,2,B,A,4,23.531154564739644,A,C,54.24212222142023,1,91.70684570312922,3,A,B,5,1.8694417844036693,C,B,69.96400681761989,Нет
0,11.774348947879854,4,D,D,5,94.99170669607086,C,D,57.336201867943295,0,65.56764903296369,5,A,A,4,71.49628057070746,D,C,51.89293990177235,Нет
1,97.9054729243434,4,C,A,1,58.41058821297074,A,C,83.75782150353919,1,25.713026879115553,1,C,D,2,63.667210431523294,A,D,4.716807673860224,Нет
0,36.92566504886721,5,A,A,3,25.8968657991291,B,A,8.687529439173458,1,22.02118813805115,3,B,B,3,72.00312820377826,D,A,52.219531620966585,Нет
0,74.09049385147026,1,D,C,3,58.29361898027161,A,A,61.41518372509639,0,7.665578171243325,1,C,D,4,31.66626834460149,D,B,36.465660964277525,Нет
0,27.903271987563027,2,D,B,1,68.80010571178927,C,D,38.38479357714151,1,41.09955756106635,2,C,C,2,52.73797489485552,A,D,16.678158169860357,Нет
0,86.6973001667995,4,D,A,5,26.38219201076929,C,D,38.55062265739251,0,26.069976610246172,5,B,C,2,93.55085429297478,D,A,66.22149672680932,Нет
0,81.97357560924098,4,C,B,4,83.15162261018271,A,C,40.049297066693576,1,63.078944720140754,2,B,D,1,29.405495095394173,A,D,31.697512437002917,Нет
0,78.54268924427626,2,C,C,4,6.7838867871886315,B,B,55.75147313767004,0,69.68826382489694,2,C,C,1,2.427047726350906,A,B,73.35875548555009,Да
0,29.07368539977233,1,A,C,5,48.33352574119198,D,B,91.7142986212027,0,21.39115380412735,5,B,B,1,68.9399207680819,D,A,79.12069358275052,Нет
0,65.03085206011735,5,C,D,4,1.9099886392892729,B,A,93.44386297862482,0,72.43976264794988,1,B,B,4,2.496342038061683,C,B,52.071953426814844,Нет
0,75.6774153799177,4,C,C,3,31.276063187460103,B,B,0.09899429279207617,1,22.441289595845337,5,C,D,2,0.44459178768975205,D,A,94.59188337482175,Нет
1,15.49693835985202,4,C,C,3,31.641501001858053,C,D,8.001907998054737,0,25.0596136393347,5,D,B,5,79.21597424547898,A,A,99.44837909243662,Нет
0,6.565691941186502,2,D,D,5,9.758685102913645,D,D,23.377363104677983,0,56.70437333706862,2,A,D,5,15.100593968159748,D,A,92.93962630968228,Да
0,54.81867846649623,2,C,D,1,11.51017004907946,C,A,50.89610378866761,0,88.10946931509125,5,C,A,2,80.56061374642135,D,C,36.80948265028643,Нет
0,41.702540318076785,5,D,C,1,51.561060984338056,D,D,16.323954304807685,1,2.995486910471634,2,A,A,4,57.35535054246338,C,B,30.621347156693957,Нет
1,27.017811008778313,1,A,D,3,92.3445922468115,A,B,27.80386521251128,1,81.89077592268377,3,D,C,4,28.235796940781988,A,D,72.2484485180121,Нет
1,68.00358030581546,5,B,A,5,87.66995305992957,D,B,99.95377743023002,0,78.49123620546105,3,A,C,2,99.70374113654987,A,A,12.216243962494222,Нет
1,37.383192506715176,5,C,C,3,63.84451599704286,A,C,80.87139319371875,1,99.29122444418937,4,A,C,5,53.41679863259445,A,A,1.9743918259313653,Нет
0,97.61499607548161,4,C,D,4,64.40448820585706,D,B,63.21220486027358,1,42.55727240404886,2,D,C,4,24.77048959540995,A,B,33.95640949649521,Нет
1,32.05267177048962,3,C,C,4,45.742061336485264,D,C,68.68051755284743,1,93.97315555951103,1,D,D,3,89.22971546689745,B,B,88.65834505947855,Нет
1,93.3069163548585,2,D,D,2,64.19953131136317,A,C,44.881375136146104,0,28.44182904267839,2,A,C,4,22.040353007735504,C,C,69.22837346182705,Нет
0,5.205971184716063,5,A,A,3,76.44016731809789,B,A,32.95183189496633,1,83.83101942821808,4,C,D,4,74.63512087949339,C,A,19.80381306030703,Нет
1,58.16676911606269,2,C,D,3,36.95213969241505,A,A,96.37049776603591,1,46.017762425790174,1,C,D,2,6.0843483732910375,B,C,5.802788005177062,Нет
0,49.751941871770796,5,B,C,1,61.46367299371165,D,B,43.26096264199592,0,96.37680944706788,3,C,A,5,5.494234495859551,D,D,88.97367572911655,Нет
0,39.75619633302016,2,A,B,1,23.146268965480566,C,A,96.8271035679996,1,42.77200681208626,5,D,D,2,49.042815888021174,B,C,8.72169707853515,Нет
1,67.78168313063696,3,A,C,3,20.564164842913023,B,B,84.35954283379704,1,93.04632402084285,4,A,B,2,65.67778369480327,A,B,11.323300217443022,Нет
0,82.92419208153933,5,A,D,2,56.45477007159414,B,A,94.48230949366052,1,14.40761853564345,3,A,D,5,14.683131465784438,B,C,99.377428109618,Нет
0,20.188185860395645,2,D,D,4,29.835221037665292,C,A,73.3831694867706,1,88.89345870165299,3,B,C,1,68.95206783457799,A,C,95.57450155190655,Нет
1,30.757046029433134,3,D,B,4,21.187045335747246,A,C,64.66456863828512,0,93.58688141446193,2,A,A,1,71.15827896980232,D,B,59.42958813486962,Нет
1,15.620340163207736,1,D,A,3,4.938941255523154,D,B,21.881459237879476,0,87.50692779346521,5,C,D,1,8.527814707873006,B,D,41.882579670734884,Нет
0,28.291879133610298,3,B,B,1,79.23746946860697,D,A,63.216120857081705,1,17.323630745023454,2,C,C,5,75.02040451084291,B,A,72.31265677763673,Нет
0,6.16367301345222,4,C,C,2,41.9381665327538,C,B,47.70131901356818,0,14.402947235304897,1,D,C,4,26.500931872049104,D,B,43.629652888588474,Нет
1,74.61089941265435,3,B,C,3,83.87810109148444,D,B,15.844024130183143,0,57.42306807524516,2,B,D,4,27.23601550100493,C,B,5.118260261931784,Нет
1,17.469349990346096,5,A,B,5,17.02992576528817,C,B,22.351374412608283,1,0.9658913689037041,1,D,D,4,26.181998330372735,A,D,85.72633914509527,Нет
1,59.23649857500213,5,B,B,2,19.82357596492179,B,D,70.42450465802439,1,62.868567232259466,4,C,B,5,97.59781914854145,C,C,13.862832143167525,Нет
0,15.984470324922862,4,D,B,4,38.489828883401536,C,D,0.7575024561171428,1,33.2269551810923,1,A,C,3,56.085518541022864,C,B,93.57383668980846,Нет
0,88.32335751350075,5,B,D,3,36.802249725982726,C,D,26.133938986637407,1,82.59367813277194,3,A,D,2,62.98202155486631,D,B,43.75006273939947,Нет
0,50.397925248899625,4,B,C,4,71.67567899365568,B,D,51.58242673958654,1,70.3728875165606,2,B,C,2,77.76134805823142,A,A,1.7006827440531946,Нет
0,62.246030294128914,5,A,B,1,67.0192885782979,D,A,5.411086318391423,0,47.07764235171907,4,D,A,1,36.43239723211883,C,B,97.45847211967197,Нет
1,75.3852529934026,1,B,A,1,69.01731678483137,D,D,37.47445403894157,0,20.606663497897138,1,A,D,3,47.956169911361016,D,A,52.22522821033443,Нет
0,87.23305944963413,4,A,A,2,90.27357911013544,B,B,34.83639938895945,0,58.367978340903,4,D,C,2,78.5128572039952,D,D,23.13412824477371,Нет
1,48.121596488399334,1,B,B,4,15.670477514774772,A,D,81.36791475872288,1,57.27661802431601,3,A,B,2,35.67651126267474,A,B,69.9758739828053,Нет
1,1.5000580422252163,3,A,C,2,62.665001910416784,A,B,95.29439692984268,1,1.0720036455365567,2,A,C,2,77.34200887086669,C,B,39.13023473320252,Да
0,89.90588676275854,2,A,C,4,95.48617693940758,D,B,76.86115557981834,1,59.3437085963063,5,C,D,4,74.1440838060055,B,D,43.164951961754994,Нет
1,94.59718921878961,1,A,C,3,16.241173769826077,D,D,33.897503081894754,0,55.90141837967791,2,A,A,4,64.89161200942176,C,C,23.207899860791937,Нет
1,93.96542471065476,4,B,B,1,15.823817950078823,A,C,77.94841197472662,0,32.248979370974354,1,C,A,4,60.58399562532079,A,D,26.30965887793869,Нет
1,53.55374464270694,3,B,B,5,42.62344796041909,D,B,76.40554917450247,0,73.75890226801101,5,D,C,2,39.03136658025539,C,C,81.24135622004069,Нет
0,84.13693025968828,5,C,A,2,11.207449112649137,C,B,13.285431140043947,0,63.02050891696326,5,C,D,1,31.21860139017588,A,B,37.83067426312361,Нет
1,48.55830765793024,1,D,B,4,67.21753874062306,A,C,2.899940874111473,0,52.29480941744281,1,B,A,3,51.09392927228519,D,B,86.06757435140318,Нет
1,40.884557647175825,1,B,C,4,40.51253201794835,D,B,12.929344156213386,1,81.67325872813512,2,A,D,4,56.28769302825113,C,B,64.60298443949846,Нет
0,74.10507555009153,3,A,D,4,38.936492616207865,B,D,24.697270555459426,1,95.34598799992699,5,D,A,3,20.160089488447607,A,D,84.58301858202937,Нет
1,19.30908700570605,3,A,C,4,81.1482125780108,C,C,59.088453126450865,0,9.539557810308919,4,A,B,5,27.698994607253347,A,C,8.922068882502632,Нет
