Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Collision
0,93.85519939080373,58.6071595514081,1,0,1,3,D,C,D,1,1,70.12241407005669,82.30958085078143,1,1,0,2,D,B,A,0,Нет
0,76.82365978477567,47.80296914011692,1,0,1,2,C,A,A,0,0,22.58981852461963,24.490494670832874,0,0,0,5,B,A,B,1,Нет
0,55.85892380244787,63.29174576654424,0,0,1,3,C,A,A,0,1,90.34325196003262,5.200178589673521,1,1,1,4,C,D,A,1,Нет
1,86.70881824849323,86.09908097797782,1,1,1,1,B,A,C,1,1,6.96244648418658,28.146150532202995,1,1,1,1,C,C,D,1,Да
0,61.81424615898211,68.60954951044317,1,1,0,3,A,B,C,1,0,27.45394943790852,16.965689786602645,0,1,0,4,A,D,D,1,Да
0,0.21948651438957745,87.97219465608636,1,0,0,1,A,A,C,1,0,64.48127390394424,51.43120311936147,1,0,1,4,A,B,A,1,Да
0,91.41185709240956,77.09128790336597,0,1,0,5,C,B,B,1,0,14.045146626378568,61.72003191239751,0,0,0,4,C,B,B,1,Да
0,98.96722961037821,20.10012739118805,1,1,1,3,C,A,A,0,1,14.806044564267285,79.8061328446535,0,1,0,1,A,B,C,0,Нет
1,93.18668345723395,75.09963655663279,0,1,1,2,A,C,C,1,0,89.25195614892466,72.50604868838893,1,0,1,1,C,A,B,1,Нет
0,63.49848625888339,95.46732099646444,1,1,1,3,B,D,A,1,0,28.577487014295187,47.234734616582095,0,1,1,5,B,B,B,1,Да
1,97.22605272914146,26.369052389344695,1,0,0,2,B,D,D,1,1,97.85588388093008,44.85450808790878,0,0,0,2,A,A,B,0,Нет
0,45.91153382549156,48.53317064062773,0,0,1,5,C,B,D,0,0,27.87241326625307,12.058186853861585,1,0,0,2,A,D,A,0,Нет
0,42.66278776385113,50.574415795236895,1,1,0,5,B,B,C,0,0,93.8844753057354,18.233203121092533,0,0,1,5,C,C,D,0,Нет
1,94.18369211630821,75.00981949194022,1,1,1,2,A,C,A,0,0,30.15751801440041,33.65805915517487,1,0,0,2,D,B,B,1,Нет
0,22.03029805099641,63.791630587302706,0,1,1,1,D,A,C,1,0,90.06808363536237,90.81662013158703,1,1,1,5,D,B,B,1,Да
1,6.84338818775212,63.69547184872958,0,0,0,3,B,C,B,0,0,29.231729637797986,57.79063163469145,0,1,0,4,C,C,A,1,Нет
1,45.83567820109975,90.13730069690722,0,0,1,3,C,B,B,1,0,15.108942562423621,71.97070364674018,1,0,0,2,B,B,C,0,Нет
1,1.6112515905099767,52.385412892433656,1,0,1,1,D,B,B,1,1,82.79788661034482,86.04536254966482,0,0,0,1,C,D,D,0,Нет
0,16.94015269050467,6.002441214153864,0,1,0,4,D,C,A,0,0,41.15685146169659,59.69876881140741,0,1,1,5,C,A,A,1,Нет
0,7.704899148269906,51.80349090782849,0,0,1,2,D,D,A,1,0,73.41823450342044,91.31400483036512,0,1,0,4,D,C,A,0,Нет
1,91.61655229155416,78.80647737539009,0,0,0,3,C,D,A,0,1,52.213234741200985,40.468636026110175,0,0,0,4,B,A,B,1,Нет
0,56.402888220248784,75.1422197590808,0,0,0,1,B,C,A,0,0,71.0007083623684,60.99743562006117,1,1,1,1,C,D,A,1,Нет
1,71.87069251222925,72.4476067137995,1,0,0,5,B,C,A,0,1,73.46823793132408,64.40736173163634,1,0,1,5,C,A,D,1,Нет
0,65.92377678946195,1.1709595687982244,0,1,0,1,C,D,A,0,0,79.87065661440352,42.64684804570136,0,1,0,3,A,B,C,1,Нет
0,95.52120100002892,81.07600178360468,1,1,1,1,C,D,D,0,1,63.75075578968077,48.65827298472956,1,1,0,3,C,C,A,1,Нет
0,70.33812096573071,68.30927967876886,0,0,0,3,A,B,D,1,1,51.88146696192791,38.739998619973726,1,0,0,4,A,D,B,1,Нет
0,22.34310106441484,11.315140642024668,0,0,0,3,D,A,D,0,0,22.6972511171879,82.37683733343245,1,0,0,4,A,A,B,0,Да
1,98.74192858294319,40.380183110353876,1,0,1,1,B,B,C,0,0,76.66343727029978,12.471552247302476,0,0,0,1,A,C,A,0,Нет
0,87.06925255326469,97.45903385297042,0,1,1,1,C,D,D,1,0,59.09487575894746,96.1395274924628,1,0,1,3,A,D,A,1,Нет
1,78.92012114289273,39.81566682099981,0,1,0,2,A,C,C,0,0,79.10771992780148,98.05675352323149,1,1,0,2,C,D,C,1,Нет
0,23.635072381530897,48.455557364861804,1,0,0,5,C,C,C,0,0,72.59100648343129,56.041357060473516,0,0,1,1,D,C,B,1,Нет
0,46.67796661423424,28.432855104608457,1,0,0,1,B,C,B,0,1,46.45507058084919,92.43736557138885,1,0,0,3,C,D,D,0,Нет
0,48.95359063866104,50.266293461279396,0,1,1,5,B,D,D,1,1,73.72119080221037,73.78763298210166,0,1,0,4,C,A,C,1,Нет
0,7.165862856959837,13.657020802351505,1,1,0,4,A,C,B,0,1,25.28541205743825,1.6343370969607585,0,1,1,3,B,A,C,0,Нет
0,39.78631779827276,75.0222885838334,1,1,0,4,B,B,C,0,0,95.98923783542699,16.213922266130698,0,0,0,4,B,B,C,1,Да
1,70.3480532275268,8.114141488685112,0,0,1,2,A,A,C,1,1,89.9166802895931,56.59784535693838,1,0,0,3,B,A,C,1,Да
0,81.62846393103791,55.86660043188743,0,1,1,2,C,D,D,0,0,37.65701323006617,7.729836042939664,0,1,0,1,D,C,A,0,Нет
0,28.08974875166116,82.17842044264943,0,1,0,5,B,D,B,0,0,54.4017322084553,35.987486944061686,1,0,0,5,D,A,A,0,Нет
0,23.758812475880408,77.98062593691716,0,0,0,5,B,A,D,0,1,39.41110178574206,65.17414828325533,0,0,1,2,A,C,C,1,Нет
1,32.15383120038183,56.37960340099719,0,0,1,4,D,D,A,1,1,79.43899824773605,2.2577310546580076,1,1,1,2,D,C,A,1,Да
0,70.91172304612317,54.5471203925532,0,0,1,5,B,A,D,0,1,81.01146575438123,66.96616042149147,0,0,0,2,D,D,A,1,Нет
1,27.47785019074801,18.511583157956522,0,0,0,4,D,A,D,1,0,79.14936004223432,56.172820060767094,0,0,0,5,C,C,D,1,Да
0,77.59204942986182,90.2533948150824,0,0,0,5,C,A,A,1,1,23.57355697574983,94.23939326490253,0,0,0,4,C,A,B,1,Да
0,14.970437611246535,47.3203079504993,0,0,0,5,A,D,D,1,0,80.63235301257849,27.227703667696744,1,0,1,2,B,B,B,1,Нет
0,47.83350704182373,82.86597607551425,0,1,0,3,B,C,C,0,0,26.84496864779581,11.136952864300188,0,1,1,3,A,C,A,1,Да
1,76.70182210562928,51.74331803672111,0,1,0,3,B,B,B,1,1,49.40243519593206,44.00618692900367,1,0,1,2,B,D,A,1,Нет
1,14.19712755087098,51.528841867288754,1,0,1,2,A,C,B,1,1,44.78052934510367,98.39775959375756,1,0,0,1,C,B,D,1,Нет
1,57.469587382924416,97.74963010000533,0,0,1,1,D,C,C,0,1,66.97525512224108,64.23897781003079,0,0,1,4,D,A,B,0,Да
1,67.6103353286054,26.977039980723372,0,1,1,1,A,B,C,0,1,10.849994008453123,57.71325587595978,1,1,1,2,D,D,B,1,Нет
0,94.07842597108834,87.5258352139445,1,0,0,1,A,B,C,1,1,11.121197550323048,92.31900629593221,0,0,0,5,C,D,A,0,Нет
1,97.63803151804673,58.2064983332114,0,1,0,2,B,B,B,0,0,92.666320984929,48.55235593985894,1,0,0,5,C,D,C,0,Нет
0,55.68852120391291,97.12314386643638,1,1,1,3,B,A,C,1,0,11.093299825584635,99.01097956176353,0,1,0,3,C,D,A,1,Нет
0,62.324873852539895,51.28747529500731,0,1,0,5,A,D,C,0,1,44.60258836127241,33.272854884146284,1,1,1,3,B,B,A,0,Нет
0,36.582649812273345,24.91192991325606,1,0,0,1,D,B,C,0,1,18.133752475547894,68.1459556805907,1,0,0,3,C,B,B,1,Нет
1,66.26928330090979,59.391789136912756,1,0,0,2,C,A,A,0,1,96.16021650740889,6.419750582479821,0,0,0,4,C,B,A,1,Да
0,71.96823486532155,2.8602947195651596,0,1,0,5,C,C,D,1,0,63.78574320435382,10.042880768729113,1,1,1,4,D,C,C,1,Нет
1,52.246607206803105,61.728600099621126,0,1,0,1,A,D,C,1,1,80.16173363537092,45.39816918014159,0,0,1,1,D,D,D,1,Да
1,65.60314188122078,25.111138389477617,0,0,0,3,D,B,D,0,0,75.12476060399416,26.845864454495704,0,0,1,4,C,B,C,1,Нет
1,1.2897362937824286,28.671666485748858,0,1,1,2,A,A,B,1,1,45.77179150201868,99.36820017169678,0,1,1,1,C,C,C,1,Да
1,98.11130704802181,68.38738640541445,0,0,1,4,C,D,D,1,0,56.482149713980625,6.056103763560971,0,1,0,1,B,D,A,0,Нет
1,36.27310313456129,4.533463569291952,0,1,0,4,B,A,C,0,1,5.80472899569342,57.85632803251818,1,1,0,1,A,B,C,1,Нет
0,75.5182820996085,98.77854854593184,1,0,0,1,D,B,B,0,1,44.74996348880692,68.52228518448871,0,1,1,3,D,D,A,0,Нет
0,28.200493721629616,76.4113650764815,1,0,1,5,D,D,D,1,0,30.696775191096147,3.3335816543497154,0,1,1,5,B,A,C,0,Нет
1,42.8591646026974,3.1869912155586655,0,1,1,2,A,D,D,0,0,49.03054706105713,27.458467731769588,1,0,1,4,A,A,C,0,Нет
1,22.36328414428399,36.22448108781726,0,0,0,2,B,D,C,0,0,53.1004121319818,6.2618729187692175,1,0,1,2,C,B,A,0,Нет
0,83.28843775650535,92.52762239803191,0,1,1,5,C,A,B,0,1,94.25128848867426,66.86815525964211,0,1,0,1,D,A,A,0,Нет
0,96.41741538873767,92.26312776758715,1,0,1,4,D,B,D,1,0,88.56740593270744,9.298823649030519,0,1,1,5,B,C,D,1,Нет
0,48.809656858195474,13.767578567940541,0,0,0,5,A,C,B,0,1,63.904179131587156,41.95332397532363,0,0,0,4,C,B,A,0,Нет
0,64.08866324202039,55.760487346979694,1,0,0,1,A,C,B,1,0,27.216046210977897,52.41119331703066,1,0,0,4,D,A,C,0,Нет
0,51.99351163754865,81.72070484166176,1,0,0,4,B,A,D,0,0,52.06332819684698,23.312911436507722,0,0,0,5,A,C,C,0,Нет
1,93.57724269513334,28.75871154067895,1,0,0,3,B,A,D,1,0,56.512143929043056,77.78602263996058,0,0,0,4,C,A,A,1,Нет
0,43.1637020459231,44.90273115872107,1,1,0,2,D,A,D,1,0,84.58278579221961,75.6251746991145,0,0,1,5,C,B,A,1,Нет
0,9.37267143767756,22.04975973627147,0,1,1,4,D,D,B,1,0,35.77750590621543,92.02222591632508,0,1,1,2,B,B,A,0,Нет
0,0.07858393143540532,73.42127118616546,0,1,1,3,B,A,C,1,0,83.51311699732814,58.628602602456645,1,1,1,5,A,A,B,1,Да
1,44.214180366833546,22.714449271321293,0,0,1,3,B,B,C,1,0,54.066283168196826,66.48030551013449,0,0,1,5,C,C,D,0,Нет
1,46.94425025998239,46.59122933476747,0,1,1,1,D,A,D,1,1,32.47948450329303,1.6714321851867608,1,0,1,2,B,C,A,1,Нет
1,81.88326746851594,53.997221781662674,0,1,1,3,B,A,D,1,1,56.41052910710515,89.23607846698842,1,1,0,2,C,A,A,1,Нет
1,12.87007626381328,82.6366307783677,0,0,1,4,C,D,B,1,1,53.794428623198144,23.85834192208508,0,0,1,1,A,B,C,0,Нет
0,29.736923735869258,33.27096009088321,1,0,0,4,D,D,D,0,0,62.22241955893754,90.35228488880051,1,1,0,4,A,C,D,0,Да
1,49.83110405542212,67.03685829394293,1,0,0,4,A,D,A,1,1,78.71829594116883,58.655764454523265,1,1,1,2,D,D,D,1,Нет
1,53.64444597011996,35.654255069918975,1,1,1,3,A,D,A,1,0,1.7363120249020314,6.934297744633044,1,1,1,1,C,A,B,1,Нет
1,47.750952538250694,73.04928786881933,1,0,1,5,B,C,B,0,1,48.607921181682286,2.3751831030699777,0,1,1,5,A,B,D,1,Нет
0,75.06678838721926,10.462773807181037,0,0,0,2,C,C,D,0,1,26.44674950440181,49.152102302139554,0,1,1,5,D,D,A,1,Нет
1,65.68842866540139,68.06766317601767,0,0,0,5,B,D,B,1,0,38.24108509579545,26.186217201212557,1,0,1,4,D,A,A,1,Нет
1,5.7957194187466365,82.3991949770455,1,1,0,3,D,A,D,0,0,50.936734737630395,43.505658224072185,0,1,1,1,B,B,B,0,Нет
1,10.4959841008762,63.98810305907953,1,0,1,1,D,C,C,1,0,89.40532302780588,8.787370510767046,1,0,0,5,B,B,C,0,Нет
0,10.2299115692837,66.12484963764129,1,0,0,1,B,C,D,0,1,30.69072152308837,0.0011487020267542114,0,1,1,1,D,D,A,0,Нет
0,4.695534506416699,38.32654980327952,0,1,1,2,A,B,A,1,1,30.805130447055873,84.81748639209535,0,0,1,3,B,C,C,1,Нет
0,83.50530541130964,67.73343326546204,0,0,0,3,C,C,C,1,1,3.471729812247193,38.26437595351659,1,0,1,3,C,B,D,0,Нет
0,68.73145566780867,69.3622937857404,1,1,0,5,D,C,C,0,1,60.23375251253217,66.38031494833268,0,0,0,5,A,B,C,0,Нет
1,68.76262181434264,83.39119554188677,0,0,0,3,B,D,D,0,0,50.750387897319825,38.76087980753042,1,0,1,4,D,B,D,1,Нет
0,64.13344206085428,19.002985610238955,0,1,0,5,D,D,A,1,1,47.18822415148215,50.48519796824149,1,1,0,3,D,C,A,0,Нет
0,89.44311384906315,55.667925474013536,0,0,0,1,B,C,C,1,0,89.3243994475964,59.692914007881136,1,0,0,3,C,B,A,0,Нет
1,48.574537167452526,46.70678879205007,1,0,1,4,C,D,B,1,1,16.159739929405138,9.412003694672755,1,0,1,5,A,D,B,1,Да
0,52.01077873001868,65.97111922996466,1,1,1,5,C,D,D,1,0,52.4200816736252,10.752967117770694,0,1,0,1,B,A,C,1,Нет
0,12.909910180943406,55.168090560465885,1,0,1,4,C,B,A,0,0,99.38165624373421,54.62748205793806,0,0,1,2,B,C,B,1,Нет
0,56.30935131031912,39.71964126230455,0,1,1,4,A,C,C,1,0,24.21086640238086,35.67135173103053,1,0,1,4,B,B,D,0,Нет
1,62.96943854798861,48.57888568044891,0,1,0,2,B,A,C,1,1,11.609898900551075,34.058011782837994,0,1,0,4,A,D,A,0,Нет
0,53.12683268551278,48.488192320273306,0,1,1,3,D,A,A,0,0,85.70364360846561,56.28316827463104,1,0,0,5,D,B,B,1,Нет
1,40.705868962391875,65.29969797855162,0,1,0,1,B,C,A,1,1,61.62628183811525,23.843682771240392,1,0,0,4,D,B,D,1,Нет
1,98.40641392620523,79.59107928157897,1,0,0,5,C,C,B,1,1,38.119052762450835,33.43474891591083,1,0,1,5,D,A,C,0,Нет
1,33.94892694316837,34.724391415314834,0,0,0,4,A,A,B,1,0,20.858530008656818,13.299999128229768,0,1,0,1,B,D,A,1,Нет
0,26.86297741929964,28.619402816173533,1,1,0,5,D,C,B,1,1,74.5966103323839,25.793197863423334,1,1,0,3,A,B,B,0,Нет
1,55.40040605935971,54.13553701532343,0,0,0,2,A,C,C,0,1,16.974923282600017,49.32795577318812,0,1,1,3,C,D,B,1,Нет
1,47.78831779340826,17.409863023186688,0,0,0,5,C,B,B,1,0,28.045630869714444,94.47385537543057,0,0,0,3,C,D,B,0,Да
0,3.6121580184823254,41.1042535794667,0,1,0,4,D,C,B,1,0,10.511677214086069,23.113650998670977,1,1,0,5,B,D,C,0,Нет
0,81.07016606341898,52.42879861622286,1,0,0,4,A,A,C,1,0,52.60546915452225,17.562090794435015,0,0,1,2,B,B,D,0,Нет
1,50.40116989697133,67.54648341854329,1,1,0,4,B,C,A,0,0,45.760395351957264,12.989208581182421,1,0,1,4,B,B,C,0,Нет
0,34.05610106681806,64.32877053649496,1,0,1,4,B,B,A,1,0,6.125127035543554,85.26602968250698,0,1,1,1,D,D,D,1,Нет
1,63.47900875953254,71.9442619322185,0,1,1,1,C,D,D,0,1,33.819971068402,42.068417492735044,1,1,0,5,C,C,B,1,Нет
1,28.770699281415745,44.953512693465356,1,1,0,3,B,D,B,1,0,89.34540321939099,87.19009694419569,1,1,1,3,B,C,D,0,Нет
0,43.713213081032144,12.628694149912413,0,0,1,5,C,A,C,1,1,28.18130957485775,19.198552339710282,1,1,1,5,A,C,D,0,Нет
0,74.16602382134143,41.21308861663743,0,0,1,1,C,D,C,1,0,57.584659328565834,12.260057719014261,0,1,1,3,B,A,A,1,Нет
0,21.98060156564001,59.809369921600045,1,0,1,1,B,B,D,1,1,54.55187733062754,73.69432817419384,1,1,0,5,D,B,C,0,Нет
1,28.11312909910817,60.779621992951384,0,1,1,4,B,D,B,0,0,46.623665142985416,42.79421219727719,0,0,1,3,D,A,B,0,Нет
0,9.259168814562546,23.694794350025973,0,1,1,2,C,B,C,0,1,76.83646247941407,58.24094332004584,0,1,1,4,B,D,B,1,Нет
1,87.50527613220807,79.35432738479902,1,1,1,5,C,B,A,1,0,69.53495878003845,63.61072908731109,1,1,0,2,D,B,B,0,Нет
0,52.92647039659549,89.85267827978505,1,1,1,2,A,A,B,0,1,84.78979112848526,98.52748895261973,1,1,0,1,D,D,B,1,Нет
1,12.633964816185639,42.51333118776872,0,1,1,2,C,B,B,0,1,33.047840530809424,85.92788677166425,1,1,1,4,D,C,A,1,Нет
0,2.9355213051148965,41.77207740986749,0,1,0,3,D,A,D,0,0,76.95087707601695,68.48701927340228,1,0,0,4,D,C,C,1,Нет
0,16.063110452099917,47.70955876652888,1,0,1,5,B,A,B,1,0,50.28816656956756,79.71083978429193,0,0,1,3,D,D,D,0,Нет
1,58.62214286395816,63.92900173341856,1,0,0,2,C,C,B,0,0,84.58183878573733,32.53324999251439,1,0,1,2,D,A,A,0,Нет
1,83.5868677445959,26.069835595430668,0,1,1,4,C,A,B,0,0,72.61334023976977,39.073642443560594,1,1,0,1,A,B,D,0,Нет
0,66.55714200022207,11.225848980390897,0,1,1,3,C,A,A,1,1,96.49649925528111,94.00802720627621,1,1,1,3,A,B,D,1,Нет
0,93.29127857678832,99.25213456577892,1,0,1,4,D,A,B,0,1,68.13211202565257,58.533767876783884,0,0,0,2,C,C,C,1,Нет
1,41.90490405541839,9.987406805900257,1,0,1,4,C,A,B,1,1,74.91666310661923,78.93673365240512,0,0,0,5,C,A,C,0,Нет
0,52.7607171715664,33.39089582844464,0,0,0,2,B,C,C,1,0,41.67092309511712,35.45163544699243,1,0,1,4,D,A,A,0,Нет
0,21.17446418046218,48.054082014883356,1,0,0,5,A,C,D,0,1,2.9772530190921187,52.30720075075924,1,1,0,1,A,B,B,1,Нет
0,55.6518343830406,49.50080934529824,1,0,1,3,C,B,C,0,0,73.21041550669976,58.54476634182363,0,0,1,4,C,A,C,1,Да
0,59.425867626388076,89.22984037114813,1,1,0,2,B,D,D,0,0,35.20356297872181,67.76257273331866,0,1,1,5,B,C,C,1,Нет
1,72.20822872361518,25.83086745992167,1,0,1,4,A,D,D,0,1,13.791132208018153,50.41090828969739,1,0,0,1,D,D,D,1,Да
1,35.568279180185726,9.839915360179152,1,0,0,2,C,A,B,0,1,44.26985706411807,59.753132003571395,1,0,1,1,B,B,B,0,Да
1,76.56974086284872,84.12646971891665,1,0,1,5,D,B,D,1,1,40.877993897026656,31.238585056024625,0,0,1,5,D,D,C,0,Да
1,26.84198889821977,66.72739432970567,0,0,0,4,A,D,A,1,1,81.94675690608359,83.61608495359914,0,1,0,2,D,A,D,0,Нет
1,49.59091339177619,3.776834093968817,1,1,0,4,A,C,A,1,0,59.628738125937005,84.00206034646158,0,1,0,2,B,B,D,1,Нет
0,82.43877196199037,2.4257682341789377,1,0,1,1,A,B,D,1,0,73.82911923854728,33.62813704823563,1,0,0,1,C,A,D,1,Да
0,8.422927931774293,13.788513719199614,1,0,0,4,B,D,B,1,1,18.430992889098107,79.58917626832147,0,0,0,2,B,C,D,1,Нет
1,76.87798690721502,91.41822097636546,0,0,1,3,A,B,D,0,1,62.38988315560764,54.34165323708743,0,0,1,1,A,B,C,1,Да
1,89.03081111888554,82.2402016519166,1,0,1,3,D,B,D,1,0,80.44522677786617,21.848240703800627,1,1,1,4,C,B,C,0,Нет
0,89.02579839850397,35.66246265601296,0,0,0,5,C,B,A,1,1,44.30756896125694,52.40944943287121,0,0,1,4,D,B,A,0,Нет
1,81.03984526350474,76.9748208681653,0,0,0,2,A,D,B,0,1,62.099235021635046,95.88752712630017,1,1,0,3,A,C,C,1,Нет
1,84.96968604750491,55.546376988275355,1,0,1,1,C,A,C,0,1,75.03713928151623,32.53766315616636,0,0,0,1,C,B,B,0,Да
0,71.71420584594502,34.013558960274935,0,0,1,1,C,B,D,1,1,69.95470475158497,38.57011573362292,0,0,1,1,D,D,C,1,Да
1,90.47718046873557,20.521348647669633,1,0,0,1,A,A,C,1,0,14.999916740120401,63.158990310297284,0,1,0,2,D,B,D,1,Нет
0,56.50896561854207,21.16807373543601,1,1,1,3,B,C,D,0,1,18.157558235080973,97.55095554140392,0,1,1,1,A,C,B,1,Нет
0,66.36677402975769,58.8646655321439,1,0,0,4,A,D,C,0,1,3.584585774612903,66.68681770405776,0,1,1,2,A,D,A,1,Нет
1,26.153740940428015,10.855753945084734,1,1,1,2,A,B,A,1,1,38.05168730264471,46.35226497553212,0,0,1,3,B,C,C,1,Нет
1,3.0317093376788895,60.22584427974643,0,1,1,5,C,C,A,1,1,87.81091569505409,96.47889454663958,1,0,1,2,B,B,C,1,Нет
0,57.4517724289378,11.540166133299623,0,1,1,4,B,D,B,0,0,82.15667041201172,90.35608220107193,1,0,0,3,A,B,C,1,Нет
1,44.76642767376543,52.63345010838597,0,0,0,4,A,A,C,1,0,86.46265349193204,95.31080512894677,1,1,1,1,A,B,C,1,Нет
0,89.29352454043166,15.062126881231663,1,1,1,4,B,D,A,1,0,29.19022736609702,79.84647701008261,1,1,0,2,A,C,B,0,Нет
0,62.95153161763402,95.57770132652934,1,1,1,2,B,D,D,1,1,3.4089490991422777,31.714669817792096,0,0,1,1,B,B,D,0,Нет
1,51.64801842621305,38.21467632469877,0,1,0,5,B,C,B,1,0,27.911789514430218,68.28612427550271,1,1,0,4,D,D,A,0,Нет
0,60.94711992139005,58.04293564168326,1,0,0,1,A,D,A,0,0,9.59585994416331,41.053907458076466,0,0,0,2,B,A,C,0,Нет
1,3.436936163433535,20.01620875953829,1,1,0,1,A,C,C,0,0,40.27340189386066,61.274193208108876,1,0,0,2,B,A,A,1,Нет
1,65.10736335492332,7.089340108255193,1,0,0,2,C,C,C,0,0,4.544407091654934,1.7940672195156826,1,0,1,3,D,D,A,1,Нет
1,59.119722164095265,52.89052869608683,0,1,1,4,A,C,A,0,0,40.83747689789933,66.36482806152044,1,1,0,1,B,C,B,0,Нет
0,48.93640971586435,70.56963802496547,0,0,1,2,D,C,D,1,0,4.065346956450067,73.33009789441095,0,0,0,4,A,D,C,1,Нет
1,44.49358024335989,59.009841545037474,1,0,0,4,C,A,A,0,1,61.91160222853473,51.64032643607727,0,0,0,2,D,C,A,0,Да
1,88.00322639065915,30.10205802270729,0,0,0,3,C,B,D,1,0,44.08317504235051,78.64228325020605,0,0,1,1,D,D,B,0,Нет
0,92.50491787536319,79.29461919588178,0,1,0,2,B,D,A,0,0,38.108347110048825,84.14897309491982,0,0,0,2,C,A,C,1,Нет
1,85.8596556418914,6.294013275385913,0,1,0,2,D,A,B,0,1,93.02973176113595,10.860418876232536,0,0,1,4,D,B,D,1,Нет
0,5.619913081354877,16.993441980458545,1,0,1,4,D,D,C,0,0,62.790056674485854,71.27046973056392,1,1,1,4,A,D,B,0,Да
1,14.14040034989994,54.246395057449135,1,1,1,1,C,B,B,1,1,72.96842774435027,56.35820923023531,1,0,1,2,D,D,D,0,Нет
1,86.46188796288914,42.548039309515495,1,0,1,5,D,D,A,1,1,80.56648647049627,27.086845869897015,1,1,1,3,B,D,C,1,Да
1,4.522714634156366,58.856234879970536,0,1,0,3,D,A,D,0,1,55.531672194382466,17.978604176370684,0,1,1,4,B,C,A,0,Нет
0,78.42982260717845,89.06686690650903,1,1,0,3,A,C,C,1,1,47.71950340621758,33.94872587052925,0,0,1,4,B,B,B,1,Нет
0,85.74182025227253,95.01609101735087,1,1,1,2,D,D,B,1,0,61.29561170005422,95.59989990048766,1,1,1,5,B,B,B,1,Да
1,73.50736205250503,52.487798205753876,1,1,1,2,B,D,B,1,0,81.76886761860546,86.4946211697057,1,0,1,1,D,B,B,1,Нет
0,36.23760469009074,32.6572606827397,0,1,1,1,C,D,C,0,1,15.137264546653084,45.68859668121581,1,0,0,3,A,A,C,0,Нет
0,18.91929760806731,78.68579789407669,0,0,0,3,C,A,C,1,0,86.81451608144218,82.5381613420868,1,1,1,4,A,C,C,1,Нет
0,63.43653210632171,24.07837093127633,1,0,0,4,B,C,B,1,1,6.495486343969958,4.448409116375263,1,1,1,5,A,A,B,1,Нет
1,28.649905057572067,55.45168830994817,1,1,1,5,D,D,B,0,0,4.102757613005781,61.6409406059861,0,0,0,4,D,C,D,0,Нет
0,30.425511931294402,90.99042623321021,1,1,0,5,C,A,A,1,0,31.02860102849634,26.041816414316443,0,1,0,4,C,C,B,0,Нет
0,34.7574653799522,30.106092540464957,1,1,0,2,A,A,D,0,1,96.88928518311867,52.40990535238845,0,1,1,5,D,D,D,0,Нет
0,40.78476307101791,8.445348800705188,1,0,1,4,A,C,D,1,1,61.65401965457951,88.02236773959854,0,0,1,4,C,D,A,1,Нет
0,40.8711035013918,35.5543024071064,1,1,1,3,D,A,C,0,0,99.25873529087148,99.05394368105081,0,0,1,5,B,B,B,1,Нет
1,79.65078715053092,83.57300974767413,0,0,0,4,C,D,D,0,1,95.98790163486963,42.740712741529904,1,0,1,1,A,B,B,1,Нет
1,58.20187560344677,67.67751732274287,0,0,1,4,D,A,D,0,0,79.07618176277433,66.33344302853334,1,1,0,5,D,B,A,0,Нет
0,98.90133124916363,8.714106777586805,1,1,1,1,C,D,D,1,1,15.325315546643248,81.71538105565513,0,1,1,5,B,B,D,1,Нет
0,53.92993824636613,94.94851589113772,0,0,0,4,C,C,D,1,0,43.55660255289593,74.64235036682307,0,0,0,1,A,B,B,1,Да
0,76.7616089503774,90.10930543312696,1,1,1,4,B,C,C,0,1,56.14527326864261,76.18090042316655,1,0,1,1,B,D,B,0,Нет
1,12.477157275981076,44.257905673489084,0,0,1,2,B,B,B,1,0,78.45886589389201,27.402600141828348,0,0,0,4,A,A,B,1,Нет
1,16.713525323373602,66.45978431199855,1,0,0,4,A,D,C,1,0,44.554803365679604,30.95874943392537,1,0,1,5,C,C,C,1,Нет
0,88.26723101677774,64.00125297748811,1,0,0,2,A,C,D,0,1,93.33183158325873,48.210376190827866,0,1,0,4,B,C,A,0,Нет
1,12.039570990698278,62.3578875725933,1,0,0,4,A,D,D,0,0,55.64260343737683,26.98767303123253,0,1,0,4,D,B,B,0,Нет
1,95.93446726304478,33.69971423227135,0,1,0,1,D,A,C,1,0,39.00640042293475,5.391278935814004,1,0,0,4,C,C,C,1,Нет
0,68.17389088259166,33.66853078418672,0,0,1,2,B,D,B,0,0,2.847993493529233,45.68994838211849,1,1,1,3,A,C,B,0,Нет
1,65.15103762519442,97.09617338138035,0,1,0,4,B,D,A,0,0,56.65807952298066,64.22655149360654,0,0,0,2,D,B,D,0,Нет
1,80.80112557239573,29.85683118718786,1,0,1,5,D,C,A,1,0,9.690789734104966,44.73741190603686,0,1,0,2,C,B,D,1,Нет
0,73.25297125635115,89.25360851699487,1,1,0,2,A,C,A,0,1,26.330849549449887,89.82147774500473,1,0,1,4,D,B,C,1,Нет
