Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Collision
2,41.15939869420661,3,C,0,4,79.89812844001712,1,C,0,Да
5,5.3132236912466375,2,C,1,5,14.22592977667091,3,D,1,Да
3,67.76920203901234,1,B,1,5,4.708552008523769,4,D,0,Нет
1,47.30308125594876,1,B,0,1,34.83561533794452,4,C,0,Да
2,3.309696333333989,4,C,1,4,92.35583236192927,4,D,0,Нет
1,9.221246517159354,2,A,0,2,10.490554598218605,2,A,1,Да
5,96.76897300261464,5,D,0,5,34.675366544846554,2,D,1,Да
3,93.37777215558933,5,D,1,1,18.27278628577438,1,C,1,Нет
3,42.00120043026485,3,C,0,5,20.842815000587077,4,C,0,Да
3,98.15722814367433,2,B,1,5,62.888701757813834,5,D,1,Нет
2,83.410748081705,1,C,0,5,10.971045615489972,2,A,1,Нет
1,14.427421493789227,2,A,0,1,57.73751719925338,5,D,1,Нет
2,90.73814984484942,3,A,0,2,59.5167130796039,1,D,0,Да
3,18.698665410800107,3,B,0,3,94.16237507782373,5,C,1,Нет
4,0.43825235564197706,2,B,1,1,21.8848260532886,2,C,1,Да
1,0.629155074641552,4,B,1,5,82.39834939552627,2,B,1,Да
1,43.780564624646644,2,D,0,2,44.782156778032636,3,A,1,Нет
3,6.766702162558058,3,D,0,5,65.8103878166884,2,B,1,Нет
5,5.231378821332688,4,A,1,1,15.380689738942843,3,D,1,Нет
2,13.601354882133199,3,D,1,3,95.23326580610109,2,C,1,Нет
4,92.40458628346721,4,C,0,3,32.4225824452858,4,A,1,Нет
2,17.662276554889367,4,D,1,1,0.4932163102867593,2,C,0,Нет
3,60.61899059487109,1,A,1,5,98.57462898656784,3,A,1,Да
3,62.54795720336792,2,D,1,4,89.95529933088925,5,B,0,Нет
4,58.84808859871552,4,A,0,4,18.916979342910455,1,B,0,Да
2,40.22633224581874,4,B,0,1,36.98724891481396,1,A,0,Нет
3,58.52707598705077,2,A,0,3,16.185432272284928,5,A,0,Да
5,75.29666864446665,2,D,1,4,8.90702712733803,1,D,1,Да
5,3.6646494781331196,2,A,1,3,87.83946517286512,2,D,1,Да
2,11.062292726165545,4,A,0,1,50.77318060138102,1,D,1,Нет
4,54.218332439688666,2,D,0,2,35.22797085667497,4,A,0,Нет
3,40.75967795082159,3,B,0,1,69.02805335699233,5,D,0,Нет
4,54.85214198152014,3,B,0,2,10.346040545517365,4,C,0,Нет
1,36.998686010795964,5,B,0,1,87.71039131803808,5,C,0,Да
3,62.14701852426588,2,D,0,5,62.95869030063594,4,A,0,Нет
3,62.10829553704868,1,C,0,1,87.28953832763435,1,D,0,Да
3,57.401991084837825,3,C,1,4,41.2022910779617,3,D,1,Да
3,18.311539728453717,1,B,1,2,69.84856147600448,2,C,1,Нет
3,91.5874280360506,2,D,0,1,12.753735699164926,5,B,0,Нет
3,41.78923204842127,5,B,1,5,31.37993294639083,5,B,1,Да
1,95.68393892726111,2,B,0,3,97.68549343582069,1,A,0,Нет
4,96.44407332422989,1,C,1,5,29.137283002084725,5,B,1,Нет
1,15.555302280836013,1,A,1,3,1.3250732456549619,2,B,1,Нет
3,7.143873649811338,5,D,1,5,17.207358189476686,5,B,1,Да
2,83.91165648094649,5,C,0,5,86.77635235762128,3,B,1,Нет
5,81.55930550996413,2,A,1,2,25.934417372677487,4,A,0,Нет
1,31.567539947936652,5,A,1,1,56.78379454173085,2,B,0,Нет
3,25.757893394451838,2,C,0,3,69.25384624077272,3,D,1,Нет
5,84.10002903995701,1,D,1,1,14.66592890092887,1,B,0,Нет
5,74.02881189224067,3,B,0,5,90.54490058291876,1,D,1,Нет
1,18.65208634446578,4,D,0,1,33.12596792108637,3,D,0,Да
1,93.14013663050048,2,C,0,4,17.42784594522423,2,A,0,Да
4,38.471875629546545,4,A,1,5,68.26488188385369,3,C,0,Нет
3,12.814554744455432,1,D,0,1,23.537102085437734,2,B,0,Нет
4,59.590584326933715,3,C,0,2,36.93674189065761,2,C,1,Нет
2,23.131054235492034,2,B,0,3,27.38237538268803,3,C,0,Нет
3,73.2690683151124,4,C,1,4,38.145143023456654,4,C,0,Да
4,6.403457835268345,4,B,1,4,96.40014949013079,3,D,1,Да
1,57.78454872821367,3,D,0,2,6.9347491912732595,1,C,1,Нет
1,31.95471460719814,4,C,1,2,34.68867960025145,4,C,1,Да
1,52.44887381919222,4,D,0,4,28.548328044686166,5,B,1,Нет
5,40.24866430816941,3,D,1,4,49.62815753846519,1,D,1,Да
4,81.85693226123828,5,A,1,4,49.98520507340656,1,D,0,Нет
3,45.87836322045844,4,B,0,1,68.92485091738017,1,A,0,Нет
4,89.91136019419943,3,D,1,3,22.54056276686778,4,D,1,Да
1,30.033870630137237,1,C,1,2,3.814485399203238,4,B,0,Нет
3,86.85192068409333,5,A,0,4,39.87739911199348,2,D,0,Нет
4,9.992960103470194,4,D,0,2,31.873950974078213,3,D,1,Нет
4,81.24050338361815,1,C,1,3,3.337713141736276,4,B,1,Нет
3,39.350265801182736,4,A,0,5,65.15293736588092,5,D,1,Нет
3,25.69858726121418,4,D,1,3,82.75524420965384,4,C,1,Да
4,15.227962042544362,3,A,1,4,20.72848028533435,1,C,0,Нет
2,80.70700348267785,1,C,0,2,3.919557072203883,3,D,1,Нет
4,39.2422003635516,3,C,1,1,9.69461842230065,2,B,0,Нет
5,93.81863384713243,3,B,0,4,62.79746214906656,4,D,0,Нет
4,3.429251763693375,2,C,0,5,2.0819005721534944,4,A,0,Нет
2,3.1775200340861454,2,B,1,2,96.31169492584026,1,D,1,Да
3,93.21265004923595,4,B,0,4,97.58985031615534,4,D,1,Нет
4,22.133398469703515,2,D,0,3,78.39749165441208,3,B,0,Нет
2,68.24041245559502,2,C,0,4,69.32923358658608,1,B,1,Нет
5,18.173729140746342,1,D,1,3,30.35046402486715,4,A,1,Нет
3,0.9025623687943685,1,C,1,4,56.5404936086129,4,D,1,Нет
2,62.0900545094302,5,A,0,1,84.65021950235396,5,C,1,Нет
5,33.48785257955995,2,D,1,3,4.267809614343343,4,D,0,Нет
4,69.07117553059412,2,A,1,4,85.1712520082076,1,C,0,Нет
3,3.1440148475253116,5,D,1,1,26.440056235932786,2,A,0,Нет
4,41.09441800884363,4,C,1,3,44.20916606236817,2,A,0,Нет
4,75.14468642483789,1,A,1,4,11.833026477136489,5,B,1,Да
3,41.07458598612285,4,D,0,5,52.511571208630635,4,C,1,Нет
2,17.026716808660137,5,C,0,3,86.76636980107641,3,B,1,Нет
1,0.679537134091146,5,C,0,5,71.62588217200833,1,A,0,Нет
1,3.8906383827994717,2,D,0,5,53.12983730019194,5,A,0,Нет
3,61.02885871691554,4,D,0,3,55.81435683822773,3,B,0,Да
2,7.3479092201816805,3,C,1,5,82.16975284557125,2,D,1,Нет
3,23.546136583819678,3,D,1,3,52.3540865637066,5,C,1,Да
1,14.556395219996176,2,D,0,3,52.96331220381977,4,A,1,Нет
1,58.29976705607226,4,B,1,1,24.11353004113578,3,B,0,Да
5,96.23263073343493,1,A,1,2,85.54751596065844,4,B,0,Нет
1,35.370111538624386,2,B,1,1,92.62461625048957,5,A,1,Да
5,78.38722474077791,1,C,0,3,6.1156452081583375,2,C,0,Да
2,19.971516440309177,2,B,1,4,9.906653297429791,5,A,1,Нет
2,50.488328216231956,5,A,1,5,85.82018362471973,2,D,0,Нет
5,80.8941292863328,1,B,0,2,97.89173203840743,4,A,0,Нет
4,28.705449707830365,3,D,0,1,11.938145358272678,3,B,0,Да
2,92.12884155222989,5,C,1,3,48.834435951728075,5,B,1,Да
1,65.86331187476883,2,D,0,5,15.750513074990502,2,D,0,Да
3,41.53489129933744,4,B,0,3,86.40656418793506,2,D,1,Нет
2,89.33285584491604,4,A,1,3,41.501892161268515,2,A,0,Нет
4,48.54932618375951,1,D,1,1,17.334165210108353,5,D,1,Да
1,37.914786600158145,4,C,1,2,54.01836830886179,2,D,0,Нет
2,62.52672735896023,2,A,0,2,15.275498037644375,3,B,1,Нет
4,51.982384215155044,3,D,1,3,35.72451344313522,3,C,1,Да
1,33.52775306793407,1,D,1,2,6.307157401355667,3,D,1,Да
1,31.7612457445131,1,B,1,2,62.70096295088634,5,D,1,Нет
3,4.741715519486345,2,D,0,1,15.073280128226973,5,C,0,Нет
4,15.661757440668556,2,D,1,4,63.227769553843515,3,D,1,Да
1,37.09758972763926,4,C,0,1,59.17308160554436,4,B,0,Да
4,31.589321802655345,4,C,0,4,9.56184343352845,2,D,1,Нет
3,94.66898082865228,2,A,1,2,96.59968454371071,2,B,0,Нет
4,37.94499469420259,4,C,1,2,96.73816751831603,2,A,0,Нет
3,93.85799137604988,4,B,1,5,31.612441785719746,4,D,0,Нет
5,74.7335126348937,3,C,1,4,34.88432803579698,1,D,0,Нет
2,12.073109872216591,3,C,1,2,60.186667713062334,5,D,0,Нет
2,58.18465116887387,4,A,1,2,16.949946152268502,4,C,1,Да
1,10.13835752803044,1,A,0,1,18.016907128864933,4,A,1,Да
5,50.58278251384688,2,C,0,2,86.04786520089239,5,D,0,Нет
4,95.86825313591699,5,A,1,4,45.86975194498353,4,A,1,Да
5,4.391173849261454,5,B,0,1,46.035797488263796,5,B,1,Да
2,67.19745903085355,1,A,0,5,63.35622100310203,5,D,1,Нет
3,85.6058556105574,4,C,0,3,75.53732583198033,4,B,0,Да
1,38.36816697553178,1,D,1,5,25.63128591371102,4,A,1,Нет
3,98.95863116573372,3,B,1,1,26.17481043745705,3,B,1,Да
1,31.354712855362855,4,B,0,4,79.70402818608233,3,B,0,Да
2,48.67236170429333,3,C,1,2,77.99848501152759,4,A,1,Да
1,49.849830258900454,1,A,1,1,5.155555387436028,5,B,1,Да
1,22.36293753707088,2,A,0,1,5.821089224080822,3,B,0,Да
2,53.62813012819905,1,D,1,4,70.66648631239548,5,C,1,Нет
2,20.023749525571745,4,B,1,1,15.7042052331972,1,D,0,Нет
3,3.4713602850600878,1,D,0,2,43.787315220896105,2,C,0,Нет
5,68.26945474763711,3,A,0,1,17.865410251221025,1,D,0,Нет
3,53.67953336537163,5,A,1,3,77.6645430248414,4,C,1,Да
2,18.839641335852907,2,B,1,5,10.826624195334055,2,B,1,Да
2,68.94345953748181,1,A,0,5,70.39730951572616,5,B,0,Нет
4,69.13687482062605,5,D,1,5,48.61960742183968,1,B,1,Нет
3,34.42528187448097,4,A,0,1,61.61320001958109,2,A,1,Нет
2,40.575846738511146,5,D,0,1,35.699688870106904,1,C,0,Нет
4,83.78782532332995,2,C,1,3,96.54257596673705,2,C,0,Да
1,75.75598152959454,4,C,1,4,27.17620865414875,1,D,1,Нет
1,21.37713264242319,4,D,0,4,74.25916421632344,1,B,0,Нет
2,58.7485067891975,5,C,0,5,8.912492941270965,3,B,0,Нет
5,80.64011821301543,2,D,1,5,59.473066991819366,4,C,0,Нет
5,28.05283495507449,4,C,0,2,80.77166200428307,3,A,0,Нет
5,81.55870539729179,5,C,0,1,24.870915651128776,2,B,0,Нет
3,65.09276629531774,4,C,1,3,75.42304574714588,3,B,0,Нет
3,11.830715813402692,3,B,0,2,61.84457774091816,2,D,0,Нет
5,36.33033402989333,2,C,1,4,14.454397968419908,4,C,1,Да
4,17.969599919706692,3,B,0,2,0.6413490718098269,1,C,0,Нет
5,89.48414759262843,1,B,0,3,58.830520557392106,4,B,0,Да
4,96.91960794079644,5,C,1,4,91.2176827322965,4,D,1,Да
4,98.17513394065762,4,A,1,2,43.139849331468795,3,C,0,Нет
5,59.85588999776187,3,C,1,5,38.423164270846414,1,C,1,Да
2,27.33401189532094,4,A,0,2,2.850861468486643,3,B,0,Да
3,52.747345204912,5,C,1,5,64.99920477999892,4,B,1,Нет
5,53.12225856892703,4,A,1,2,69.07022962277293,4,B,0,Нет
4,41.2901604474319,2,C,0,5,59.03549653493714,1,C,0,Да
5,21.40617849709241,1,D,1,3,13.915414789918312,4,C,1,Нет
5,95.99638043635441,2,B,1,2,65.65112085967739,2,D,1,Да
4,91.09192589150412,3,B,0,3,91.98765061507467,4,B,1,Нет
3,48.99352550431731,1,D,0,3,68.58108930331632,1,D,1,Да
5,56.10141623434147,5,C,1,3,39.86458943972351,1,B,1,Нет
5,39.88562102106128,5,A,1,5,47.25180439973427,3,C,0,Нет
2,44.18672030752428,2,B,0,2,75.80779569682382,4,C,0,Да
5,55.23301366515807,3,A,1,5,32.62611565037572,3,D,0,Да
1,9.054646390503029,1,A,1,5,96.26602590516399,3,C,0,Нет
1,16.27785682109276,1,B,1,3,91.87537937819627,2,A,0,Нет
4,49.38763330713798,5,A,1,2,5.220107283675035,3,D,0,Нет
2,99.71303508364957,3,D,0,5,42.861419977257896,5,D,0,Да
1,68.44122950953067,5,A,1,1,74.82014493348015,3,C,1,Да
3,7.4468115371234544,4,B,1,3,33.96064959455545,2,D,0,Нет
2,81.21832172889016,4,A,0,4,0.893196783693484,1,A,0,Да
3,14.693349273337574,4,A,0,2,29.35440479699446,3,A,0,Да
4,73.38380631512462,3,B,0,3,57.38258772465159,4,A,1,Нет
3,73.72069784269638,3,A,1,3,20.28746977857544,3,C,0,Да
5,68.06440218127723,3,A,0,5,86.43812299989813,5,B,0,Да
1,0.5915680339313334,5,C,1,3,45.1789057221653,1,D,1,Нет
4,33.134509443358,4,C,0,2,71.089596985843,5,B,1,Нет
3,72.33415928959236,4,D,1,2,6.757360010310132,1,C,1,Нет
3,88.08723445351734,1,D,0,2,54.65742057410016,4,D,1,Нет
5,77.79830231154867,3,C,1,5,49.19732031783987,3,D,1,Да
1,71.74791089241535,2,A,1,3,52.340286106755606,4,C,1,Нет
1,14.538957846854995,3,B,0,3,24.145539279234086,5,A,0,Нет
1,83.48406540583933,5,D,0,1,75.29468004919147,2,D,1,Да
