Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj1_Feat13,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Obj2_Feat13,Collision
D,D,D,D,D,3,2,40.8275195015825,89.49319324345464,97.0312717108953,0,48.63497213860529,A,C,B,D,D,A,4,4,48.47965197951824,45.83021793828278,47.5054506000292,0,24.703257285132587,B,Нет
B,D,B,D,B,1,5,29.115322393683883,86.62887914147484,92.52999143531405,1,24.631420090949252,C,C,C,C,B,A,1,3,19.448258641265447,92.72882887059237,81.35651806508055,0,45.83951953776209,B,Нет
B,B,C,B,A,1,3,28.13631871311265,71.68178067197151,60.891862496035706,1,47.60689678886854,D,C,C,D,B,B,5,2,51.81142162211129,70.26783344278869,85.04974579745127,0,56.3549375463551,D,Нет
D,C,A,A,B,4,4,16.17326708434116,25.495359708871323,3.8421755898960797,1,57.81018975222418,B,D,D,A,C,C,5,5,83.98406770625483,72.5399264323399,92.29367539464504,0,61.89134908313172,A,Нет
D,B,A,A,D,3,4,3.516970000336006,50.395064274861504,0.6004949942185367,1,40.06714164902291,C,B,B,A,B,B,2,5,41.41192251288972,44.167425032388564,84.57126731281828,1,83.30070550677465,B,Нет
C,B,D,D,C,5,2,0.7315912464125218,84.94643581770103,60.48163184103734,1,58.59945629542652,D,C,D,A,B,D,2,5,67.63775813763327,2.4227578973402664,75.56841240197592,1,6.83005296390875,B,Нет
A,B,B,D,D,1,1,93.95122494456581,71.81832932443486,71.70090623153756,0,3.3958023461387987,D,C,B,C,B,B,4,4,38.324861092770526,34.366662306487136,29.912497497795453,0,88.58725234824124,C,Нет
D,B,D,D,C,3,4,34.76027692834456,33.84346329235136,98.70801811263983,1,14.074910133995012,D,A,A,A,D,B,1,4,80.55915888260881,14.497230647021686,67.16817155944726,0,27.268465215213155,C,Нет
D,D,C,A,D,5,2,37.13116807666662,75.87620830043917,60.09389097370133,1,1.2727452011375706,C,A,B,B,D,C,2,3,20.39507206656338,69.5193484376339,76.68590244505681,0,34.953242205496196,A,Нет
D,B,D,A,B,5,5,30.917098323539538,56.61087719315028,22.140435622311514,0,16.689933662940426,A,D,C,D,D,C,2,1,6.568592304749432,40.30449708494186,19.29282381193903,1,82.82858453779696,A,Нет
A,B,B,D,A,3,5,74.7230433782475,75.18137348163516,59.23482890951236,0,98.92757913816949,B,A,B,B,A,B,4,5,64.92499081377652,55.856928280997664,49.42099828325058,1,57.31217723909745,C,Нет
B,A,C,B,B,4,4,14.473307137798963,41.93644550914809,93.50374204781586,0,73.51504143553808,C,B,D,C,B,D,2,1,54.84101468788458,33.60790009308212,5.5653905526053205,0,88.93178217832272,C,Нет
B,D,A,A,D,1,3,68.0494103998639,55.360959131509176,81.51202000464127,1,44.31067665251829,A,D,D,C,C,C,1,5,71.39094855818196,95.35811601693524,0.474729663544593,0,54.67740363345932,D,Нет
C,B,D,B,B,3,2,94.82751808642796,63.78708530118408,48.18972087747062,0,7.852774251285711,D,D,A,B,C,C,5,1,6.2683316177547415,32.42903817269421,40.0455816596258,1,73.97789444160506,C,Нет
D,A,D,C,A,5,5,11.822674511243193,26.513093840799428,68.6404663492642,1,68.53924328361742,B,B,D,D,B,D,2,1,50.894135855656266,64.35830562511141,7.760046794101417,0,99.34808826949363,B,Нет
B,D,D,D,A,3,4,15.24129105496137,51.062776776265075,8.52115580058509,0,55.56562936182159,A,C,D,C,A,A,2,1,57.72197330325436,31.618030039534894,3.087337577106364,0,4.67211909007993,D,Нет
B,A,C,C,D,3,5,37.623343083985226,43.88457975185472,45.81448610138887,1,96.08316400388807,C,C,D,C,B,D,4,3,13.470007857381106,49.1210951449359,39.60602187583688,1,95.9381205658304,C,Нет
C,C,C,C,D,5,2,64.35390869254633,81.71071831513426,34.121483713535426,0,11.558618150379097,D,B,A,D,B,D,3,3,14.631025088321048,82.29180745750784,5.096127452087018,1,50.98603189383092,B,Нет
B,C,D,A,A,4,4,38.8072122920457,54.56274921082775,0.7992940199393339,0,97.8877875349721,B,C,B,B,D,D,4,5,68.23799353848212,85.5622998706425,52.60420310893574,0,42.653661294103706,C,Нет
B,C,B,C,B,1,2,57.338686468852174,79.36840367766074,43.01499063589357,0,0.05773909447391867,C,B,B,C,C,B,4,2,84.13188557045675,70.05774047352341,51.81292583023323,0,43.86469289052592,C,Да
C,B,D,D,A,3,5,67.53013898515825,85.1113177512429,61.56023874150638,1,58.7965834014906,D,A,D,A,C,A,1,5,65.48129347630352,77.61752274074331,3.578800914552105,1,1.1858521696791802,C,Нет
C,A,B,C,A,2,2,88.84712373448914,42.80868025227389,50.09568926159753,0,73.60094078392677,C,C,C,B,A,A,4,2,73.37088615489681,71.572998537111,51.13526938180281,1,26.29162472608597,A,Нет
D,A,B,C,D,4,4,1.4861838811229267,46.11147887903021,86.63318716953131,0,81.6234523118944,D,D,D,A,C,D,3,5,13.975215008809627,96.71586229746444,78.02394453230576,1,10.167994636746213,A,Нет
D,A,B,C,D,3,2,32.23169371754723,28.926683673832787,16.872614124362673,1,94.60002590427555,C,A,A,B,C,B,5,2,26.474388232736757,1.5562303351524642,63.74857119942975,1,80.53543051785877,D,Нет
B,B,B,A,B,2,1,48.55836948788611,34.29958144279347,34.492300523562605,0,10.62766830531321,A,B,C,A,A,D,3,5,34.74668107755245,24.726519020985293,4.30672287181888,0,14.09184157436143,D,Нет
D,A,C,C,D,1,4,70.29990731187989,49.37629162995811,11.93553386727595,1,5.496292541978887,C,A,B,D,B,C,3,4,45.50985610698536,74.84650634693423,27.496849494282404,0,2.7204106191370703,B,Нет
D,D,D,B,D,2,5,10.435885511716448,26.155912350246734,3.925834233418213,1,77.24654802981868,B,B,A,D,D,C,3,2,20.445903949503997,41.95034090806826,14.140898784747534,1,34.71334988966351,A,Нет
B,C,A,A,B,1,3,56.84663530064979,19.19546165699655,33.37985732286087,0,2.2075213101237834,B,A,D,A,C,D,2,2,95.02691609823088,39.51841487804207,45.15011213444103,1,69.61404339387147,C,Нет
B,B,C,A,A,2,1,34.06988807859668,93.72598564935673,96.45354409474803,1,96.34987606779855,C,D,A,C,C,C,5,5,83.7022371138783,33.17079738961727,65.85406963082954,0,50.89104408384289,B,Нет
C,B,C,B,B,4,5,78.22999723880903,83.19444241816676,19.48848668003116,1,40.77933188001377,A,C,B,D,D,D,3,5,86.72636221644765,34.76364862800001,98.19016980605554,0,99.71694188506169,C,Нет
B,A,C,A,D,3,5,96.46601476269893,24.328681115748807,41.06716125635097,0,38.42326454419758,C,C,D,D,C,D,3,5,14.052841066373578,51.42026269301052,2.2019150005324506,0,50.44512517992409,C,Нет
A,D,C,D,D,4,1,80.44842415255899,14.236659756787695,11.291009745768022,0,94.9003175866364,B,A,B,B,C,C,5,4,73.96097199880721,32.80966109482832,95.23205343641602,0,22.423705832665107,B,Нет
D,C,A,B,C,4,5,14.066551540834238,48.513971593793585,72.22047599150957,0,22.23099285267891,B,B,C,D,A,D,1,5,51.90105257031249,57.5738798977311,29.040548879821536,1,88.04854941291464,D,Нет
A,B,C,C,B,3,4,1.8319717986053696,22.897795306900182,41.47428504086034,1,23.437873651376616,C,A,B,C,A,B,2,1,27.125916701919007,64.1484836733201,36.570255501785596,1,7.232691977913519,C,Да
B,A,A,C,A,5,3,54.30694682747613,66.56430407693634,17.973821991141627,1,40.34969134977337,B,C,D,B,B,A,1,5,36.78276618595001,51.056718741662856,90.65586559200577,0,69.83050504645254,D,Нет
B,C,C,D,C,5,1,96.0678466812677,82.143212150077,47.74357190055275,0,10.65582593873884,D,D,A,C,A,C,3,5,72.38330016404818,57.01292993948985,48.431401690695175,1,12.010005585870498,A,Нет
B,C,B,A,B,1,1,61.397957408073665,12.655945323507368,31.48855539562695,1,45.28042621786985,B,C,A,B,D,D,5,4,88.16143484548387,26.135083939219406,15.873310854038769,1,98.84705637297701,D,Нет
A,A,A,B,D,5,3,23.24873519098243,42.02567247184498,9.584956817637025,1,5.348829844581903,C,A,C,B,A,C,3,4,41.74928631896555,69.35457308619057,67.02626335025131,1,90.97706694238285,C,Нет
C,C,B,B,B,1,3,63.52101584679688,85.94859546959344,60.17142968731719,1,11.482234803707335,D,C,A,D,D,A,3,2,75.98866312935161,16.086702088558592,54.661002279773264,1,94.65996282247482,C,Нет
B,D,C,C,B,4,3,56.819522217228084,56.88851932465485,18.93153810762159,0,16.96909769346828,D,C,C,B,D,A,4,5,30.47784036742457,63.86722680987618,0.38643030709549775,1,22.778262784947746,D,Нет
B,C,A,A,D,5,4,17.971589457566118,14.738205456985941,71.535801838445,0,85.13604475909165,A,D,C,B,D,D,5,3,32.682302844515455,57.01488529413182,97.84080690273085,0,2.3289440521592764,B,Нет
B,A,B,C,C,3,4,86.5424259813611,19.098795625666888,56.936880501294226,0,34.39603742625172,D,D,A,A,D,B,1,1,62.90084344754724,47.46882536728217,92.18843213650322,0,32.64378536197145,B,Нет
C,C,D,B,B,1,3,25.76492758238188,8.525135813154494,76.18164953493786,1,91.70372463896929,A,B,A,C,B,C,3,2,68.3072298100383,31.363273742138986,4.174128553832879,0,40.15414986027209,A,Нет
C,B,A,A,D,5,2,92.92449461454777,0.8039949922155287,32.92034161433677,1,15.235777930824856,D,B,D,B,A,B,2,2,48.9769852362114,89.3399556496168,72.11188277094006,1,93.19852781642538,A,Нет
A,C,C,A,D,4,4,40.64859349797312,6.255412508854485,37.41521322988221,0,41.696260900825,B,C,B,D,B,A,1,4,90.29161481961187,25.68090916840472,12.796070635144785,1,87.77710870939772,A,Нет
B,D,B,A,B,2,3,22.639427351299567,99.54264226545428,79.18916694360485,0,47.6938445105456,C,A,D,B,D,B,2,1,73.99697590887018,81.19553029819673,30.74720365238761,1,29.826368081477927,B,Нет
A,A,C,C,D,4,4,53.32503369047106,89.83240311512529,17.24076843896334,1,91.02883942742643,B,B,A,C,A,A,3,4,9.316025374077286,9.789315985815916,89.036986728085,0,90.97103421172598,B,Нет
C,A,A,B,A,4,3,51.95076729907724,75.4544611091136,25.50875935350915,0,53.46474267372871,B,B,C,C,C,C,4,3,38.95208213502891,23.08906861821507,97.03281528132945,0,65.38683987525398,A,Нет
B,B,A,D,A,3,1,98.18260699218543,24.404494499512165,86.95914264237636,0,45.8629564254435,A,A,B,B,C,B,5,5,68.42440944150255,1.0998823223560383,82.99615965166521,1,61.74359441745566,C,Нет
C,A,B,B,C,1,5,20.910805258750685,45.97513395995081,7.350024585895898,1,87.29664166686358,D,D,B,A,A,D,5,3,82.49905093396151,12.093882726679228,56.33460495513831,1,13.330699057559048,C,Нет
C,D,D,D,B,5,2,74.65116306112695,91.66157474912639,38.2900130877844,0,19.791735930602417,A,C,C,C,D,B,3,3,51.12968546345276,9.458079686258591,41.66897932787512,0,45.259164730951,A,Нет
D,B,D,D,B,1,3,83.56913669475554,77.88766942954607,57.60171255764423,1,95.97864853671697,A,C,B,A,D,C,4,1,51.37931512905883,82.19003826231113,93.927841814654,0,78.78571390157413,C,Нет
D,A,D,B,A,5,2,75.88780155851023,17.949155738743727,98.59537332370586,0,33.18867999213558,A,D,A,D,B,D,1,1,76.16902072989,91.58429966853944,7.74615972705851,1,19.78189040658004,B,Нет
C,A,B,B,C,4,2,29.80137457901437,79.93834266201269,38.65278365243165,0,95.08146680362216,D,B,B,C,B,D,1,5,75.82628701067318,77.40606450450319,87.32617134309496,1,88.81724757038837,B,Нет
A,D,C,A,A,2,4,20.660236236042863,24.965669304328863,59.49775303559942,0,16.855125742999842,A,C,A,B,B,B,5,2,63.59721593642554,4.923786052505363,24.920552207069633,1,79.87335009748139,C,Нет
D,A,B,A,D,2,5,12.352919486429116,68.93457933211663,52.05545880237993,1,76.2092965404218,B,C,B,C,C,A,1,1,40.84569797373868,31.566017626691554,6.257085188355848,1,66.40982455665745,B,Нет
C,A,D,D,B,4,5,25.480370680003674,35.134086663239515,6.399263367713914,1,93.02826702238346,D,A,A,C,D,D,5,5,79.40856005305629,0.2765431046623079,43.51020854791074,0,92.85589515130374,A,Нет
B,D,D,B,D,5,5,24.698949942775805,59.1260684920374,56.623370162301576,1,27.17287095490072,A,A,A,C,B,C,2,4,70.19172314339801,98.33309103908309,0.20866059727934205,1,42.595103345730024,B,Нет
B,B,C,D,A,5,2,39.10508914034354,4.780737125156865,5.019446719181464,0,8.275580666793447,B,A,A,C,A,B,3,3,58.49050135877256,98.19475883890937,31.58522863525417,1,60.24364457436354,A,Нет
B,C,D,A,D,5,1,16.131971648672337,19.826505391233486,7.8411130202196695,1,66.96825567413289,C,A,A,C,D,A,2,1,25.482393912857493,95.47405324847551,98.89140828852327,1,87.73758509448363,C,Нет
A,C,C,D,C,1,2,6.596380280259462,73.86423621050443,79.89548256533601,0,87.56808532600955,B,B,C,B,C,D,2,5,30.417189320467163,26.69882565319628,70.87648217384942,1,5.231536942264492,B,Нет
C,A,D,A,C,4,4,43.67613806305415,72.66897374967871,58.463441150227844,0,13.422391866148441,D,B,B,D,A,C,4,3,80.12883877697968,42.166848680445604,9.261449105653618,0,39.0856726319198,C,Нет
A,B,B,D,A,5,4,97.5514443675062,93.82517094742143,84.63323283563439,1,66.4798827549392,B,C,B,B,A,A,3,4,47.760711776062124,42.14456349447323,99.5861099019157,0,83.32798186425886,D,Нет
C,D,C,C,A,1,4,42.83052024269711,95.48188574183035,22.54676201807746,1,14.18241250790816,A,D,A,D,D,D,1,3,21.132691068168562,53.826182409514004,39.22658909350032,0,77.0508964292237,A,Нет
A,D,C,A,C,3,5,27.102614473829046,71.67093006715292,80.5133927354809,1,79.89322534281965,D,D,B,D,C,B,3,4,63.30574440299323,75.28206092988442,91.0625829165066,1,54.859415029066774,A,Нет
C,C,A,B,D,3,4,68.60717302805556,15.160095362067771,55.33812167441159,1,69.96970176829387,C,A,C,A,A,A,4,4,48.780856144726194,92.13545215971588,41.982630875438886,1,27.884993992196637,A,Нет
A,A,D,D,D,2,1,61.30427100691095,77.53836262273434,25.286568139632916,0,25.8355653248201,D,C,D,A,B,A,3,1,25.6736445581495,52.73190894899599,89.11083751526574,0,12.84283342266347,A,Нет
C,A,A,C,A,2,4,30.085653829097147,44.84760431546718,53.6907629346805,0,99.90418522385724,C,A,C,A,C,D,3,1,48.573882580577234,76.03701465519848,98.90607147965947,1,15.597848094845823,D,Нет
D,D,D,B,D,4,2,58.56388782030254,47.557573053356236,96.85203290296643,0,37.151304839370404,C,A,B,B,A,D,1,4,72.24650524584601,36.0052494639565,15.290322967956438,0,52.836992388201885,C,Нет
B,D,C,B,D,2,3,54.76373176054115,14.647328743643007,40.224307307568594,0,40.537750015356764,D,C,B,B,C,C,3,3,89.73159369283917,17.13267929751655,83.75388258672861,0,23.842137929794347,D,Нет
C,C,C,C,A,4,1,0.5947497431523119,92.3946722633198,98.30743544852245,1,14.935634604680025,A,B,B,D,B,D,2,2,58.640387233904335,9.80182356873186,52.63390710619147,1,78.93970853771832,D,Нет
A,A,A,B,A,1,3,69.15703997537399,44.500457193600425,78.56024854640138,1,23.614544700732566,A,A,B,B,B,C,4,1,29.544631724362112,72.44753498470021,13.841814053199608,0,40.78138793712088,A,Нет
C,B,C,A,C,5,2,47.062533965414765,82.46704525233767,66.9818615682916,0,71.62322055320838,C,B,D,B,C,C,4,4,98.18184834370233,16.48639979861619,13.759275874410381,0,87.75739235223031,B,Нет
D,B,D,A,B,2,5,28.569354833612547,76.14664488457227,23.105388552595908,1,49.79305508210312,B,D,B,C,C,C,2,4,89.25331328288334,53.754126558861245,76.372330017233,0,3.092308454903503,B,Нет
D,B,B,A,D,1,4,4.769100842289609,67.58936255262839,18.63177621064547,1,14.112618099676322,D,D,D,C,B,A,1,2,7.184093974775263,73.44494848140052,57.17255150456818,1,23.112171994782436,D,Нет
A,B,B,B,D,3,5,52.969141020734234,96.005521913413,20.301582370556805,1,25.955474555904967,B,C,C,B,A,D,4,4,64.68418775343291,39.33545773664453,48.24652998661787,1,49.09840214450507,C,Нет
D,D,D,C,C,4,2,80.03414924693185,8.94154530948298,60.443731135356096,0,40.76235022159034,B,C,A,B,B,C,1,4,71.77709570798174,49.09298027145955,47.76966389102216,1,82.34334812145546,A,Нет
B,B,D,A,B,1,1,10.551580808644845,81.72631025149118,71.06870326081997,0,34.133269705324786,A,B,B,B,A,A,2,3,99.91465077146215,23.17921336652945,2.2519631758428305,0,14.04538873868325,C,Нет
C,D,B,B,D,4,5,23.319404025748437,46.22966145024986,24.549871854093997,1,8.332093259517459,A,C,B,B,C,C,5,3,21.238757252938033,61.50614157104817,89.12834164189812,0,42.48476240629997,A,Нет
D,B,D,B,C,3,2,37.132620409129714,69.44963262058891,96.75678440979539,0,83.75841868758617,B,B,B,D,B,B,2,5,24.687816785968273,88.34371866857869,63.752439686191956,1,21.492544222426467,D,Нет
A,B,D,C,B,4,5,11.070763728162348,59.93161048117101,11.041004241630326,0,56.14980103339904,D,D,D,B,D,D,1,1,52.51105373883694,73.93399531193019,47.29266560400027,1,52.670084471061294,A,Нет
D,D,A,B,A,1,1,54.01961880688661,61.8911719789049,85.23823691669807,1,34.433478846828656,B,A,B,A,A,C,2,2,92.46630388309764,78.55856981372634,97.55334756056253,0,60.108940338538886,A,Нет
B,B,C,B,B,4,2,73.95316487111273,57.82657514455738,52.30192694914524,0,21.627861463737485,A,D,B,B,B,A,2,4,50.554462564569526,89.81697743734568,12.011624089325757,0,3.0850782025153123,A,Нет
B,D,D,C,D,2,5,2.8824858086964333,55.91062931199479,23.378894049674383,1,89.90573778801767,B,D,D,A,B,C,5,3,16.892170243193515,32.47518680993491,91.2075791436202,1,16.465696811846943,A,Нет
C,D,D,D,B,3,5,46.01724543786718,4.860425554108161,10.940724971266501,0,4.13754100260435,A,C,D,D,D,A,3,1,77.90111612947588,39.096069067012095,96.13027592752277,1,86.21821443163394,B,Нет
D,D,B,D,A,2,4,37.3445107040801,50.298349965303046,40.04734419165554,1,20.765621612822184,C,B,D,B,A,B,5,2,36.83556627878921,43.96525965511467,25.7051745885315,1,59.44000043227865,C,Нет
C,B,B,D,D,2,5,91.33540315454363,42.68165779967516,68.07529947873427,0,90.70262148284216,A,A,C,D,A,A,2,5,88.74002337163405,51.36011794293576,67.94849503410565,0,79.301485648149,A,Нет
A,B,C,A,A,1,1,43.09463083284418,56.2700745695693,19.794877656831144,0,21.416311906230856,A,D,B,B,A,A,1,4,17.652959365060138,74.29647498813426,80.3824696889251,0,41.19398920357737,A,Да
C,A,A,D,C,4,5,95.04158577905471,94.96682865293519,20.080647880529234,1,46.10627440171411,B,C,D,A,A,D,3,3,25.72248847398385,29.136148460025836,73.61800963728821,0,39.18509238808312,B,Нет
C,B,D,A,C,2,4,77.10338675980294,63.41447761143487,6.809563246347505,0,51.4844470255935,D,B,C,D,A,A,5,3,98.25293129180274,90.96006786727916,79.892266318958,1,18.094428523789553,B,Нет
A,D,C,C,C,5,5,35.95727017127698,33.08908352418014,22.081705320449185,0,29.779672896152796,A,B,D,A,C,C,3,3,76.5885764799734,74.96378000822767,71.4058250491961,1,47.8024565734532,A,Нет
B,D,C,D,A,2,2,39.81847547915197,67.56113810777961,80.38986751388198,1,11.600544402208923,C,A,C,D,C,B,4,2,52.63978190620031,71.63717026756196,25.107036513630675,1,22.945995868790746,B,Нет
A,B,D,D,C,3,5,46.16795738630264,10.700814483602738,12.47953974244611,1,34.35664670414547,D,C,C,A,C,C,1,1,41.82705457101689,43.509461551789144,75.73770473386918,1,25.28404027346982,C,Нет
B,D,A,C,D,1,3,82.75342843138245,25.135333243552836,69.90737306469387,0,79.44106348361724,B,A,A,B,C,A,5,2,18.034168444922283,41.80919557994196,50.5726559561619,1,96.36803330318395,A,Нет
B,A,C,B,C,4,1,42.993745045913826,42.87542497965931,80.15154495735271,1,29.177641589093263,C,B,D,D,D,B,3,2,80.09484449749571,29.989765747302854,66.20405969551338,0,77.84614015475545,D,Нет
D,C,A,B,B,3,1,80.35575971535724,18.23077058758794,26.566824958570233,1,14.982975218200478,D,B,B,A,D,A,2,1,4.887211368835153,25.38647694278121,55.49296987353386,0,88.0617770825049,C,Нет
C,B,C,A,B,5,3,13.170663308151841,34.54205649549132,73.59633818702156,0,90.87683411160057,A,B,B,D,D,A,4,3,98.79029582476349,43.05076865234439,96.70704133553328,0,1.1531309960356229,A,Нет
A,D,A,C,D,1,5,68.0367487061116,8.577832662066776,34.92499843547979,1,76.42564060279749,A,B,B,C,D,C,4,1,53.83189221491972,55.648760879360616,7.321305449301541,0,14.214450497856134,A,Нет
B,C,C,D,D,5,5,17.99437044475204,85.44983834261834,1.5068658012317493,0,32.71959443624234,A,D,A,A,B,C,1,5,71.75838586253414,67.65323124283132,55.019956843618125,0,36.690290299301964,A,Нет
A,C,C,C,C,1,1,24.073575677279667,43.78430756065418,50.597952423274705,0,78.87243535503345,A,B,B,D,C,A,5,2,91.72139643754542,86.51334331417904,42.53634955173238,0,30.274139849517113,C,Нет
B,A,D,A,A,5,4,62.38072825139736,17.789408980145183,68.6368208783996,1,67.00459292458774,A,A,B,B,D,B,5,2,12.734458341992772,65.74853153623992,3.949636639922516,1,10.390907424352969,B,Нет
C,D,A,A,A,3,3,76.6616808992806,78.10007832505818,4.90283666314868,1,3.387383406274991,B,D,D,D,C,D,3,1,33.6508498349135,82.28426368806414,93.98350018847277,1,27.004022966773345,A,Нет
A,C,B,C,A,3,4,87.45081854258105,97.29792381721562,88.91658877294795,1,91.56542114068931,A,A,B,B,B,B,1,3,9.712872677033523,25.317904136434365,64.90149901414739,1,8.695041895322797,D,Нет
B,C,B,B,C,4,3,95.04383948969874,12.16405736331655,9.847929266987943,1,11.879687930497562,C,A,B,D,D,B,2,1,53.610412043928726,36.151206297481295,55.6139459618681,1,83.8891155343232,C,Нет
C,C,B,C,A,1,2,41.441506965730724,20.61176792339228,32.262973948490526,1,51.367135135958655,C,D,A,D,B,B,5,1,91.76198903972517,83.36055511796935,44.14758058439787,1,83.7192782839335,B,Нет
A,B,D,A,A,4,5,72.8347645564002,66.56965165262531,42.35500196971954,1,24.324070943629817,C,C,D,D,C,D,2,1,95.17327432515347,38.04072436457613,84.78784611258105,1,19.6020439296395,D,Нет
A,D,B,D,A,3,1,98.89027344802888,23.415408216935052,72.60877091112864,0,25.644847859133858,C,A,B,D,C,C,2,2,79.11161821184815,35.52229594370835,46.35296237287686,1,18.08593208163782,B,Нет
A,D,A,C,B,4,4,88.80154902572725,14.13792369882917,96.57812895339998,1,40.93729073226358,D,C,C,B,C,A,2,2,50.383022323695435,17.716284650284354,21.33391968506989,1,64.34454386326358,C,Нет
C,B,D,D,A,2,1,27.120343896344956,40.05729544170011,64.15301862621062,1,43.514595514574836,C,A,A,C,C,B,2,4,53.50731127127586,78.15837159546528,51.55917445243369,1,84.62829452538116,D,Нет
A,D,B,D,D,1,1,80.29069614379024,0.3578863819847067,13.174222280798986,0,61.67572967416799,D,D,A,A,C,A,4,1,61.491850100501686,97.86880379883036,53.21855989000689,0,87.80824368130256,D,Нет
C,B,B,A,C,5,1,33.3926747510379,39.03424094772874,96.2751725815318,1,63.2673146066275,C,D,C,C,A,C,2,2,45.67463438175425,71.52053200013209,65.87169534989138,1,49.26316254384241,B,Нет
B,D,A,C,C,3,1,43.607564700042,55.45335709726813,80.90246795717078,0,85.8635959278637,B,D,B,A,B,B,1,2,98.47747366117602,24.98012007869993,96.03770821169975,0,84.13943931949467,B,Нет
B,C,B,D,C,3,2,89.48811189941222,7.764435475598952,15.078688277409736,0,66.29797116205019,D,C,A,A,C,A,3,1,68.16850839718909,31.177752297829432,99.94254116517676,1,78.47999408149875,D,Нет
D,D,A,A,B,2,5,17.29249176504991,1.6968282792699796,67.88811243118128,1,45.86745838753178,D,C,B,B,B,A,4,4,92.43294026419659,70.76335259627788,89.73191302243872,0,50.74628083728088,D,Нет
A,A,B,B,D,3,3,19.50601362195701,37.59343253221432,18.70433387108539,0,26.401110512589334,B,A,D,C,B,A,2,3,88.43763126686471,76.25843230923648,18.47493823212204,0,25.216778081093636,A,Нет
B,D,A,B,B,4,5,44.64822124055797,92.04266413518273,91.8623012641581,1,60.82724410882587,D,A,B,C,C,D,1,3,22.61133793555137,64.74468745377474,60.21366114446075,1,33.08763880955172,A,Нет
D,D,A,D,A,5,1,35.49986601452245,81.50001651267532,7.845515083157862,1,81.90188105020171,D,B,A,C,A,B,4,4,23.721708088776605,40.92862203004477,58.49528386703905,0,68.63182508276718,A,Нет
D,B,A,D,B,3,1,12.35743425953294,80.96431825815631,85.61051417995807,1,75.0950819547388,D,C,B,D,D,B,2,5,18.052684210872705,1.2674328736399176,45.697617207540944,1,67.57940833792422,B,Нет
D,C,C,B,D,4,2,10.889337452302783,64.71265055545658,67.27878104656286,1,10.905038512418175,C,B,D,A,B,A,2,1,32.83869959746736,82.39467411202092,53.528980538517814,0,55.999286912617855,D,Нет
D,B,C,B,C,3,3,81.52406927562062,64.94457337394029,40.07172837712171,0,12.923132973617967,A,A,A,B,D,B,1,1,84.06332323420969,12.049538446243858,22.357426135572254,1,26.13827468511537,A,Нет
D,B,B,C,A,3,4,61.2687725506784,12.531100247276283,15.912095704824324,0,56.99498485622371,A,B,B,A,A,B,2,1,94.76660311192289,26.13640196707182,15.395131525528715,1,36.62759258677978,C,Нет
C,D,B,B,A,1,3,18.510150340391984,15.200723618954203,96.58833804608665,0,45.60305385700849,D,A,D,D,A,D,2,4,85.07869524522587,49.772351549124714,4.4211196094696925,1,5.783416149343235,A,Нет
A,A,C,C,D,3,1,84.33962121292002,43.529348147345516,92.55004035167127,0,92.40760646595658,D,C,B,B,B,D,4,5,39.68465329948061,41.36932526963564,6.565255569739725,0,56.11428180598491,B,Нет
A,D,C,D,D,1,2,18.241974106020376,41.60103471763874,84.00511606054786,0,42.077086312664015,D,C,A,A,C,A,2,3,90.6419830986652,93.17063061609491,53.83640146431551,0,91.51280925121262,D,Нет
B,C,C,B,B,1,5,64.27822470787274,82.99901806270515,45.73982666966212,0,25.918595567711755,D,A,B,C,C,B,4,2,71.34239464658806,37.524136068603816,10.836567574439526,1,10.103506063941726,C,Нет
B,B,D,A,A,3,5,68.73559159578755,15.06502718533833,78.5052199673603,1,48.35663423568272,C,A,B,D,D,D,1,2,41.42027530380008,84.81167677262951,98.85328430159248,1,99.18849331605017,D,Нет
C,B,D,D,B,3,4,40.20836440922563,1.757566660500609,14.823577884694517,1,76.70464518134537,D,C,B,A,A,C,1,2,5.899402072617876,52.55328697072931,40.42704025984498,0,41.7805907514399,C,Нет
D,B,C,D,C,4,2,90.79641788987045,21.538235675815308,77.43525871419918,0,43.98516873952288,D,C,D,B,A,A,5,2,2.3896473896589,5.9110452124869095,7.35492253600526,0,14.673807642378645,C,Нет
A,A,C,B,B,3,1,8.022974365597712,48.91247415702355,98.90174705891312,1,34.69476094933165,B,D,C,D,D,C,2,4,15.837782125458656,29.889693732344323,95.61185377055146,0,30.563159342589397,D,Нет
B,C,A,A,D,5,1,53.69689798430747,90.69260300838117,42.69032009135486,0,20.477384248630404,D,D,C,A,A,C,1,2,63.269988951368525,9.91803220849371,12.383130128792374,0,46.60427080959455,B,Нет
A,D,D,D,C,1,1,2.5924656157552795,99.72349257076583,49.40496983745529,1,5.497541122711736,D,A,B,D,D,C,3,2,25.01373193428782,54.36502888663279,21.400542636497345,0,57.854329047466244,D,Нет
