Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj1_Feat13,Obj1_Feat14,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Obj2_Feat13,Obj2_Feat14,Collision
0,15.405596893190875,20.583745225395845,5,2,1,91.35793477521675,D,2,1,73.40338373029479,0,1,1,1,37.38485094538269,85.23351473942527,4,5,0,14.85041835540799,A,1,0,79.69501031386658,0,4,3,Нет
0,3.438294527854713,63.34228696398798,2,3,0,34.189299442194596,B,4,1,46.64725717763878,0,5,3,0,26.704907962275183,60.6247196482922,2,2,0,65.59375780885361,D,1,1,17.164681722417086,1,3,4,Нет
1,56.6292818508063,47.42250586401979,2,2,0,49.68903815135881,A,1,0,42.070455935812454,1,5,1,1,81.54196312707262,53.947535294225034,1,1,1,68.37480337524569,A,1,1,10.85685834349941,1,1,2,Нет
0,52.8874575049621,51.89356520071915,2,3,1,39.250406552656294,B,5,0,21.03395742461305,0,4,4,0,52.010922575587756,66.54792070211938,2,5,0,78.63842221072659,A,5,0,74.36871748098672,1,3,5,Нет
1,77.20661563941538,99.57409715625309,2,5,1,65.35764135804489,B,2,1,93.41655425580704,1,2,3,1,76.51458093734622,69.83107250763342,4,4,1,9.018998091794794,A,1,1,43.81768175012931,1,4,1,Нет
1,49.43461589251885,63.97028648073074,5,1,0,84.75005513733879,B,3,0,42.20876582198263,1,1,3,1,51.64101837166645,3.646605671638581,5,1,0,79.11370321910441,C,1,0,54.81335749195959,1,5,5,Нет
0,70.87638314974839,65.95893157603425,2,1,0,31.159804526218316,D,1,0,31.744940700994494,0,3,2,0,75.60068262528188,61.07744048349254,4,2,1,82.05928663729088,C,2,1,14.27467311297409,1,4,4,Нет
0,8.678590895683335,66.44012596192657,5,4,0,70.63115218255136,A,1,0,41.56249115307904,1,5,5,1,23.559233166233405,0.015582405893754814,1,3,0,48.05864460201268,D,4,0,56.007604779093825,0,3,2,Нет
1,53.14100108038237,77.89264160174238,3,4,1,73.47965706249327,B,1,1,17.573179352847855,1,3,5,1,94.85025304611808,69.06208668354792,3,5,1,9.171314581057121,A,3,0,61.539797193033465,0,2,2,Нет
1,31.928143547011267,41.587637650301915,4,1,0,94.28636050554688,A,4,0,97.7481649414354,1,1,3,0,56.56396705327539,9.236421813183993,3,1,0,12.014394691525276,B,2,0,90.75553091756372,1,1,3,Нет
0,57.85385071555604,60.79219352312588,5,4,0,27.292740157613792,D,1,1,22.035476974303904,0,4,3,1,94.17329243224842,85.70497091645082,1,3,1,77.4626730453442,C,1,1,31.198649264859355,1,1,4,Нет
1,84.62441031448587,82.51949489445838,5,3,1,68.88827256490856,C,1,1,90.73256194211467,1,2,2,0,36.2039142451294,30.20611104896538,5,5,0,64.2021716919795,A,4,0,78.3854035214642,0,3,2,Нет
1,99.19603682303955,70.83895070196526,4,3,1,55.249542372339654,B,1,0,23.99114465901716,0,2,5,0,87.31723834813721,83.65308554063544,1,3,1,49.45683167505071,B,4,1,11.9689006611575,0,2,5,Нет
1,27.641159292999685,91.88785561705924,5,3,0,77.35014494216664,D,2,1,49.37078675881318,1,5,5,0,54.79652559644603,46.555965023380494,3,1,1,15.000211922219108,B,4,1,85.50017908140417,0,5,5,Нет
1,5.207310460002013,88.28862073504884,2,1,1,42.26713367612464,D,4,1,10.34258114346982,0,5,2,1,45.77539431225387,6.941780290735833,4,2,0,18.24808670059316,A,2,1,52.20080184648831,1,3,1,Нет
1,31.090092013133706,85.72917720986892,3,1,0,12.645559264931949,C,2,1,73.65882380856318,0,1,3,1,48.03515197012474,80.50564913046271,5,4,0,97.51779983321384,C,5,0,80.5222391775517,0,4,1,Нет
0,46.97120067461417,86.46217752795657,4,2,0,47.786280303205544,B,2,0,65.45202104545484,0,2,3,0,39.86452555866499,66.07225063712822,3,4,0,4.907873782553452,C,5,0,46.816073526263104,1,4,5,Нет
0,40.71651072230576,28.847060804223744,2,5,1,14.976695811923246,A,5,1,3.086816082661159,0,5,4,1,66.72013820527455,24.03260995129848,3,2,0,76.99914387074178,D,4,0,9.482611915849459,0,1,4,Нет
0,9.761679953334468,66.88553929681535,5,5,0,12.789894906526978,A,2,1,80.86479353000288,1,2,4,0,13.337330503923084,29.10526919704326,4,5,1,18.52839961641046,B,3,1,67.92153403611097,1,5,2,Нет
1,37.92572911218216,39.36543826210933,4,4,1,28.33551758941524,C,5,1,73.96236284064838,0,2,3,1,28.02943974105113,55.85303869532431,3,4,1,42.30089053879005,C,3,1,42.27843457982221,1,4,3,Нет
0,96.56275261164312,38.574569885438216,3,1,1,89.68720277057554,A,1,0,73.98347242247843,0,1,3,1,85.84871432389227,77.29877597378994,4,3,1,25.923789869785207,B,4,0,93.11518811564564,1,1,4,Нет
0,69.78224078039018,72.10983161441644,1,5,1,76.0260812573552,A,1,0,29.723249084231075,0,2,5,1,85.77576229424835,20.723906487235254,4,1,1,99.77620035783585,D,2,1,60.17811419537688,0,2,3,Нет
0,49.78650141990375,80.45227755663493,4,1,1,14.847015310875289,C,2,0,86.48532059778339,1,2,2,0,78.5424329953522,79.07595928742171,3,5,0,18.68632988672325,D,4,0,14.404823869060401,0,3,2,Нет
0,18.505703916472584,70.29223648656789,2,3,1,8.129453470117443,A,2,1,47.7640326547525,0,4,3,0,74.23469964707301,61.31339018173191,3,1,1,33.85475883467257,C,5,0,85.49074246854357,1,4,4,Нет
1,41.09541682679262,91.96347030104262,1,5,1,67.0566379141467,C,1,1,93.812825169262,0,2,1,1,94.09472293544968,93.80071990239126,3,5,1,56.370250402905484,D,5,0,53.25735951370957,1,4,3,Нет
0,72.14827842802084,97.59587459234996,4,3,1,28.165075359341117,A,2,1,35.76887483581971,0,2,3,0,4.102070249700029,19.928285344498807,3,3,1,25.452840783789455,D,1,0,30.08108548352233,1,1,2,Нет
1,33.35587531021583,93.95351964049968,5,4,1,72.5150052499035,C,4,1,84.28075012697369,1,3,4,0,51.918777768274005,20.65186751598166,5,4,0,19.449072652983812,C,3,0,86.38075748335751,1,1,4,Нет
1,25.087888110443934,71.34421384036091,3,5,0,66.85766453351147,C,2,0,34.95689941341957,0,4,5,1,86.94560630357631,58.375575203395904,4,2,1,78.65443498793539,B,1,1,87.94621968432949,1,4,2,Нет
1,56.77127242871784,15.673523018605929,4,5,1,58.32806905107536,D,1,1,79.64862236727838,0,5,2,1,8.58060307688444,27.671870229997698,2,3,1,26.465975146493314,B,2,0,95.09228276469574,0,4,3,Нет
0,59.23516707649461,81.67199591569529,3,4,1,17.91257336473858,B,3,0,8.099633558159914,1,3,5,0,1.4446046937236834,41.56467296293307,5,4,0,27.418420687383747,B,1,0,33.05074498513717,1,3,1,Нет
0,13.189631713797855,6.217136193851347,2,3,0,42.142199345947276,A,2,0,96.10674916098874,0,2,2,0,25.893613266402717,15.94942569538922,1,5,1,46.96577254080656,D,4,0,85.80792653558201,0,5,2,Нет
0,81.73612021705374,19.022602476759264,1,3,1,46.16442068164033,B,5,1,63.420151019290635,1,1,1,1,26.973321924591087,5.772672537899037,3,4,1,14.48406556863182,A,2,0,30.78119525669688,0,1,3,Нет
0,43.451558020852524,35.308224533274725,1,1,0,97.10898898236732,B,2,1,95.11940640412324,1,5,3,1,86.89294640654781,3.3759088126563697,3,2,0,34.174356081437374,C,2,1,75.24276346808821,1,3,2,Нет
0,4.158377459211204,60.12124706048757,1,2,0,56.15410684517976,B,5,0,48.7130118053935,0,1,5,1,78.58452353839253,19.000522808407194,4,4,1,98.71718952182707,C,3,0,4.490871701114507,1,4,3,Нет
0,25.616982773611053,27.86264565381029,2,4,0,69.62103655745044,D,3,0,76.82191829542134,0,5,2,0,39.24792705142149,95.463247301029,4,5,0,95.64695613459034,B,1,1,22.435678463877583,0,1,2,Нет
0,41.12054902281026,73.13571192583449,5,4,1,96.22650647019199,C,4,0,62.81707114462797,0,1,5,0,10.607167624800496,61.450242272744994,2,4,1,2.784351016234776,A,3,1,33.38222755068653,0,3,2,Нет
0,80.5129640740952,89.44220479172736,1,2,0,20.509038183015193,D,5,1,59.52972705338093,1,4,2,0,26.72249644539384,68.57387070142222,4,1,0,46.406232369887434,B,4,0,99.90078028752588,0,3,3,Нет
1,93.53110137839217,5.744449926445161,2,4,0,3.1123017382133966,C,5,1,58.340372414919,1,4,2,0,83.2297519946868,72.54064812309794,2,5,1,41.52933960561575,D,3,1,63.37032179517082,1,5,5,Нет
0,78.50060393392121,24.689046730611697,2,2,0,20.182396694182593,C,1,1,64.79729735820729,1,5,5,1,47.359026696851735,66.35050939307386,3,3,1,86.5006034901468,C,2,0,28.19428603474262,1,1,2,Нет
0,75.52877787671332,8.56777430573058,2,2,1,99.42042132046305,C,2,0,90.20479970777816,1,2,2,1,23.493152336286784,87.57857226543591,3,1,1,23.10159202418346,B,4,1,37.28697704332067,1,5,1,Нет
0,22.59973357762526,6.175607926564252,2,4,0,18.47801208998864,A,3,1,38.71639847238182,0,3,4,1,49.2693971849691,22.289686200845672,5,2,0,72.07950211663322,C,3,0,75.86430970496313,1,3,1,Нет
1,97.4051695271873,8.30144814977154,3,1,1,34.36845184777677,A,2,0,44.955561609274575,1,4,1,1,94.34610484195257,42.83349260215425,4,5,0,76.0925722117791,B,1,0,98.39819810276246,1,4,1,Нет
