Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Collision
A,B,1,26.16657788910728,93.88487242182839,B,67.3723953854992,1,B,B,D,0,12.579168992550926,8.950933784396376,C,35.57893285749838,4,D,Нет
D,D,1,41.244100697304646,74.38870606137749,C,7.513577882488631,5,C,C,D,1,16.349601978762294,77.9362629545112,A,55.30166745164345,1,B,Нет
C,C,1,75.63784606762962,78.90553911399662,D,34.60246129129034,1,D,A,C,0,60.77128860662281,99.76790000626681,B,50.20971531767131,5,A,Нет
B,B,1,30.264394076771516,35.494339631503394,A,86.75437801240771,3,D,A,A,1,78.19681243058872,11.548053475683872,B,68.53317590201927,3,A,Нет
B,A,0,17.88884723417756,53.71139329997104,B,80.97530868176769,4,A,B,B,0,85.27892321133453,1.2330917081232684,A,36.729026517010396,4,A,Да
C,A,1,68.12428514624763,20.423715533926547,C,31.19332067797599,5,A,C,C,0,1.398675565502272,58.12534091764887,C,75.84367026144963,1,D,Нет
C,B,0,17.59959498255158,18.561086550597228,A,89.8711558336616,4,A,D,A,1,81.0031085647801,50.877845541567915,C,62.58293558490507,4,D,Нет
A,B,0,98.34898697371393,1.5954558733608182,C,74.04346102570652,1,B,C,D,1,94.14432031359436,78.44782608464382,A,82.70626951198966,2,B,Нет
B,D,1,35.300244360104585,39.89380402571787,D,73.61786406503555,4,B,A,D,0,7.26685176622921,49.05450649502255,D,70.69350911539787,4,A,Нет
B,A,1,42.149638652819654,0.7706494360714355,A,11.103723260273757,1,C,A,B,1,16.419069449949532,15.917558525113396,D,8.793794940073363,2,D,Нет
B,C,0,39.59457509974258,8.312288115414601,A,28.553971892962117,3,A,A,B,1,87.76649581156687,72.60843949754316,A,67.51711450892101,4,A,Нет
C,B,0,55.38142981787968,76.10418926968767,D,74.38103617424449,1,B,B,C,1,14.174077702831623,57.44471682342207,D,54.65281207102226,1,C,Нет
D,D,0,43.4726001920364,72.88312652032998,D,97.72058822441367,1,D,C,C,1,76.70297839342261,54.57768961054232,D,12.964467776223664,1,A,Нет
A,C,1,21.152684268696852,72.1970755007946,C,62.15558266861008,4,C,A,A,1,22.912231351907874,6.552967264321641,C,26.284299618534025,1,D,Нет
D,D,1,63.047176864445966,92.75584409261988,B,86.88313180348476,4,C,C,C,1,1.7756892822816783,22.076716081935544,D,85.5448826924286,5,A,Нет
B,B,1,19.12727231607351,83.95506934720365,D,55.617741710898336,3,B,C,C,1,40.70230234100729,65.06890276295411,A,56.11930795747235,3,C,Нет
C,B,0,83.91295603769406,87.73510520226397,B,63.14525126836978,5,D,A,B,0,19.47500240662817,61.80185044088154,C,6.250040204849972,5,B,Нет
D,A,1,0.7166137121812688,46.54703275127369,A,15.053807824986333,3,A,A,D,0,8.060468982879065,49.301904479677795,D,42.42334247009708,1,D,Нет
A,A,1,28.711534545296445,79.99345677159647,D,20.73433761039758,2,D,C,D,0,55.329664988500795,45.15736925651809,C,48.80646457549979,1,A,Нет
B,B,0,73.75448070387233,2.875863645736154,A,31.467998710208235,1,A,A,B,0,10.973431970037971,15.903598812102182,C,25.29749077832496,2,C,Нет
D,A,0,66.93648320262618,37.16166503486229,A,51.460847129672615,2,B,A,B,0,91.77983300664737,39.75348526996944,A,35.02482139621318,5,D,Нет
C,D,0,61.443388126518364,96.44489919668015,A,51.46674984577364,1,C,A,A,1,30.9657191626736,38.5217328726821,C,0.24656781954747187,4,C,Нет
A,C,0,92.58045599682409,3.46999335062389,C,71.87153490541827,5,D,A,B,1,99.77698669129815,79.37585343033004,D,91.60238298433411,4,B,Нет
C,A,1,51.04683736289161,45.561022884944144,B,58.51115784657242,1,B,A,B,0,47.80657159828991,2.795421318854263,D,52.45107408462631,4,A,Нет
C,C,0,15.15569048271821,81.03679088313085,C,56.96032128652963,3,A,A,B,1,26.216954873413435,22.174251906662324,A,41.400583408602586,3,B,Нет
B,C,1,2.5806246265208665,56.335032218119494,B,44.740384634960606,1,D,C,A,0,69.34487130883143,62.400739639993354,A,16.731827166182878,4,C,Нет
C,A,0,0.360779966284841,27.33539191741897,B,56.20129945780988,4,B,D,B,0,91.49114965372343,88.62719292654721,D,99.25040121775747,2,B,Нет
A,B,1,73.83826536880107,91.28205569021104,B,7.495042130570118,2,B,D,C,1,36.33011607814293,39.46002501386104,C,52.220716198447846,5,B,Нет
C,C,1,76.69142636715502,64.50472298061196,C,28.786304359526437,4,D,A,C,1,92.66699647640641,27.07758800989527,C,21.065940894383097,1,D,Да
C,C,0,48.89523620034496,51.507144288134775,D,65.67955731537072,5,B,C,B,0,22.896708037326764,67.75890695345906,C,21.22503443826236,1,B,Нет
D,C,1,65.80242388206237,32.506240837255184,A,14.065088344245503,2,A,B,B,1,52.86898204071455,49.53319658209397,C,99.24975859151407,3,B,Нет
A,B,1,6.376793345150622,8.587675729643285,B,60.041045077671576,1,C,A,D,0,88.65728822843296,43.1574643316135,C,48.77640892289664,2,D,Нет
A,B,0,23.77636652117302,62.87226375192344,B,57.06143475378996,2,A,A,C,0,19.1838121259873,87.77817593442919,C,35.482000140732254,1,D,Нет
C,D,0,85.37629577011789,67.57196923547565,C,46.78877822799652,5,C,A,C,1,52.32785147326023,9.856897895506966,C,74.67903901106669,1,D,Нет
C,C,0,52.55169954510445,39.97787721908209,D,14.211383653220288,4,B,B,A,1,40.60064238686284,66.38401035938313,A,68.71027136301674,2,A,Нет
B,B,1,90.68298510064436,30.554547065000136,C,20.823786935720157,3,B,D,B,0,75.51982249537554,99.05575117902909,B,5.923100384242241,1,C,Нет
B,B,1,57.65136805617125,16.01305069761142,A,61.497505231130376,3,B,D,C,0,2.1918949095051765,29.291980397467242,A,84.52022639894275,1,A,Нет
D,D,1,8.60335629345762,76.71155874744751,D,76.63917290616996,5,C,A,A,1,20.30462308342016,78.00874131322945,B,39.9039342828014,2,A,Нет
B,A,0,61.03566863730432,57.49236541573255,B,97.716096682961,4,B,D,C,1,85.8939005048186,22.22817203136066,B,28.31238714863058,5,A,Нет
C,A,1,61.536764489328164,10.537679989182191,D,72.68382633627836,1,B,C,B,0,73.02087887390113,45.0993226774936,B,48.744437060747046,2,A,Нет
D,B,1,9.137196922921254,77.43106676385122,B,0.5873375348165122,4,C,D,B,1,40.53401629349827,63.764036849503945,A,49.51599973082128,5,A,Нет
B,A,0,73.13145059293045,90.18620166384733,A,7.8900153486798015,3,A,A,C,1,79.43080239511512,1.7158009073434344,B,28.537204443344923,1,B,Нет
B,D,1,86.04797783780671,22.6365770909974,C,50.93064150014407,3,B,A,A,0,46.1566500510177,59.16227504688468,A,0.5415887081790416,1,D,Нет
A,C,0,85.22267831444991,88.0718739739399,D,3.1095895348416502,1,A,B,A,0,97.18273768052437,5.066609143404676,B,4.624541413253203,3,C,Нет
A,C,0,78.87676669259136,27.552693595655807,D,71.58676394921542,4,B,D,A,0,86.76803993086563,35.04771664341353,B,77.66588123361521,4,B,Нет
C,C,1,75.07166498671432,81.93482529057768,D,6.985177210241922,5,A,D,A,0,66.82439779988148,12.769256875517765,A,1.145579497372795,5,B,Нет
A,A,1,33.55350451669747,14.77501002013356,C,6.069265763254061,3,B,C,A,0,84.74626808792978,20.919626932970047,B,38.89529969392122,3,C,Нет
B,C,1,7.3825832420211235,35.81956653317144,A,56.34778733303675,5,A,C,B,0,8.881032486521267,71.6554729726279,A,28.816979699049828,2,D,Нет
B,B,1,10.398780594939828,0.11236915548312743,B,56.47235655641675,5,C,D,D,1,8.462589477024707,27.465701347978133,C,68.94599887859131,1,D,Нет
B,C,0,31.948685377695952,8.64573346851676,A,28.791021955742067,2,C,C,A,1,54.71327009952387,38.7769323247493,D,41.148467172072436,4,C,Нет
A,B,0,6.728034823705931,17.535059516852204,A,26.914496250668186,3,B,B,C,1,84.01406804376488,8.080913192599947,B,54.74183098792117,4,B,Нет
C,D,0,18.092817247178328,55.80896564179437,B,45.87744907539467,2,C,A,D,1,69.11813274447049,79.41735760205903,D,6.820289072996156,3,D,Нет
B,C,0,1.1931185021778146,31.742150436774473,A,32.51688312478518,4,C,A,A,1,0.7800073255509021,50.69329830218289,D,21.152691904019672,4,B,Нет
D,A,0,23.909678380160994,23.972562625925708,C,7.613358967719385,4,B,A,C,1,63.74595080852378,19.757937221038702,D,63.209733472844654,3,B,Нет
D,B,1,96.40766577344264,20.636809617022934,A,57.876318643979616,3,D,A,D,1,38.77911561538349,73.45002453449439,B,46.949032615524025,1,C,Нет
D,D,0,5.701764090672635,56.710501452513476,A,73.9554935737015,1,A,A,B,1,59.54661256810295,53.495540642358165,D,68.1538871891189,4,C,Нет
C,A,1,77.6689480285968,8.87602086529482,B,2.748301799349273,5,D,A,A,1,90.48410182092117,86.16073304278528,D,77.46800181435017,1,B,Нет
A,A,0,36.300852689556315,24.3726403727358,C,51.71820898314841,2,D,B,D,1,59.98065575609637,98.35341847744854,D,20.36329006827602,4,C,Нет
B,C,0,50.163223976695626,88.6614863654059,A,62.00240744573783,3,C,C,A,0,50.80685283097732,19.448326529558756,B,23.201094278056,3,D,Нет
A,B,0,33.33902105751283,70.49021790024088,A,50.20923060706759,4,C,B,C,1,18.808064449942986,69.97792987579423,D,4.034618699586923,5,A,Нет
D,D,1,67.66985919148499,76.06832085743662,A,58.1992985976025,4,B,A,A,0,61.52405169303841,9.872796760998625,C,71.2562714143919,2,B,Нет
C,B,0,13.32596858129136,75.83124662250327,B,45.37343577096446,3,D,A,B,1,11.581008368813583,89.96311118035575,A,50.49655851886199,5,B,Нет
A,A,1,41.9492091801239,1.9143964134180957,A,68.24757306965871,3,D,C,D,0,10.693842028480049,81.76850129868346,A,35.04643839507309,1,A,Нет
D,C,0,23.353837322765592,41.403091849299486,B,47.63116514411124,4,C,A,C,1,78.01631699184097,98.86522365639465,D,40.62917370677126,1,B,Нет
B,D,0,0.5621864572019408,13.204687066137,A,15.70556832597212,1,D,A,B,0,10.478082661276101,96.49158544273759,D,67.6221849735315,2,D,Нет
B,D,1,33.890316885012574,94.58923810844463,D,3.8356342248584974,4,B,B,A,1,75.80776746778226,98.46269163254671,A,10.55751361993127,3,D,Нет
B,A,1,23.309072995747727,61.36538689869641,C,24.738003130135098,4,A,C,B,1,13.283460240837142,32.39148444788565,D,95.95958995038482,3,C,Нет
C,A,1,66.80514221186814,15.23871258073658,C,77.12357184770711,1,D,D,D,0,51.22623787262462,53.13647907824832,C,93.34003182891773,4,C,Нет
D,C,1,89.25432892895459,16.55766381652746,B,37.80437255085122,3,D,C,D,0,51.90767876353672,3.134458344056823,C,67.45592415048797,5,B,Нет
B,B,0,56.99354367471384,41.15333259000875,B,64.33546075644962,1,B,B,C,0,80.38053430342582,90.32268774741571,B,28.70196053411084,4,D,Нет
A,A,1,9.420990802591799,67.87752993434339,D,59.545306922485416,5,D,D,A,0,36.85641463756851,94.99978697987802,D,72.7648291604366,3,C,Нет
C,B,0,80.09363581655225,43.40110337086946,B,51.83499316000309,4,B,D,C,0,6.103048805641098,77.33561103997243,A,10.602683442422588,2,A,Нет
A,D,1,44.207743974132654,36.375141500346864,C,23.973637988924512,5,B,B,C,0,71.45334099866952,5.4808665127666245,B,25.842864315972037,2,B,Нет
B,D,0,40.86471296907792,92.58074575462804,A,73.12643298446521,2,C,D,B,0,16.090932100186507,38.18484926406162,C,65.54260663000998,2,C,Нет
C,A,0,10.423481040929449,44.60147963533145,A,55.1655689711961,1,C,A,D,0,61.3310766193965,39.560147341745925,C,93.92130444628033,2,C,Нет
D,A,1,11.466434899877399,46.31831012394129,A,76.36378191565007,1,B,A,B,1,4.622932162136983,75.48653437230675,A,94.21913702339658,1,C,Нет
C,B,1,65.9250690074185,92.87673070037418,B,92.08903391189368,4,A,C,C,1,45.652592935530556,25.910451906637366,C,15.485383612431857,2,B,Нет
B,D,0,16.34441531557146,77.45458521708622,A,81.3521789691639,4,C,D,C,1,58.79732816039183,16.91053158880149,D,27.7634130352989,4,D,Нет
B,C,1,35.34956834238613,52.12109536162905,A,91.90930273509117,3,C,C,B,0,7.270917199524662,86.7641814267766,D,82.39280834918425,1,C,Нет
B,A,0,12.264837222572655,37.77004081235288,C,25.31107653081205,5,C,D,A,1,84.96635271381969,93.3323651055381,C,37.18428811487937,4,D,Нет
D,D,1,56.95722941045196,82.69329489213342,B,17.973927388851042,2,A,A,C,1,25.83367285645034,88.21426812311483,A,77.0067547101367,3,B,Нет
A,C,0,36.7695394648602,84.8517572860522,C,93.96912430314065,2,C,D,C,1,65.62456942391218,50.06375275340231,C,76.36639384258447,3,A,Нет
D,D,0,0.14546728603506143,54.592725918690235,A,93.99979827255358,1,B,C,B,0,29.344014464561454,54.831362140774985,A,13.219768013683497,2,D,Нет
C,B,1,35.48767383931137,67.64459939014598,B,12.962748409062087,4,C,D,B,0,86.50672764038173,80.02409800438143,C,61.778978269206654,5,D,Нет
D,A,1,15.332306042469613,19.181594563101388,B,17.242551471448596,5,B,C,B,1,66.84343833126376,90.12882342874776,A,62.57041141500921,3,B,Нет
D,A,1,78.23806108371518,21.803850049152363,C,52.77986213604985,3,C,D,A,0,88.50855173369091,46.983071430049364,D,30.407412830339318,1,D,Нет
C,C,0,25.69289358354864,46.59471130130331,B,79.18506357984553,2,B,A,D,0,97.92617622976327,45.40530525628306,B,72.41226678450975,2,C,Нет
B,A,0,27.638572770033175,66.78529686196063,D,99.25385342826523,3,D,B,D,0,58.04779944259187,80.88538912055188,A,96.44224569781468,4,D,Нет
D,B,0,6.419867838548021,18.187523461177534,C,29.48455706505988,2,B,B,B,0,85.42103855320823,32.985471023451126,A,51.447256219994074,3,B,Нет
D,D,0,11.895804253472242,7.724231760187827,C,59.77138326112431,2,C,C,A,1,23.132800923911468,24.358919047797613,B,46.00225590414948,3,D,Нет
A,D,1,99.19276456703065,34.949739729499896,B,97.32372173552777,5,D,B,B,1,39.660011992200886,11.392030830138268,A,85.8307590198766,5,D,Нет
D,B,1,5.577724822605445,10.933397674225798,D,93.9472640169446,4,A,C,D,1,43.383371045254606,18.389610014477718,C,91.95193372790939,3,D,Нет
D,B,0,63.5476740848554,48.64453740268297,D,61.906934917229805,5,B,C,C,1,15.009496032465874,86.39970195216742,B,70.91974480039993,2,D,Нет
B,A,1,27.780076538911512,86.64475997775645,A,10.123660249549637,4,B,C,C,1,97.19473122915139,58.506455109702685,B,45.37963232054215,2,A,Нет
A,A,0,61.95268196910979,18.60619303851828,B,63.01155667715393,1,B,D,D,1,98.2539526094866,19.456281165071086,A,47.183183511142204,3,A,Нет
D,A,0,31.889907861453004,26.763082830820483,D,50.15484187677912,2,D,B,D,0,38.96281726994385,82.56369115249352,D,14.763754891090276,1,D,Нет
D,C,0,63.71525095776172,54.39205853904614,B,20.155181979622615,1,C,C,B,0,4.137476184376188,33.010039981282816,B,32.684191172524535,3,D,Нет
B,C,0,91.84136634122308,74.0828150280845,D,45.5346886221866,3,B,A,D,0,81.78087622965504,36.168319383484594,B,57.39543170925692,5,B,Нет
D,D,0,9.70547931140191,22.253165845354207,A,48.73769496070931,2,A,C,B,0,26.723847072391305,24.26418309725178,D,36.35350501652849,5,D,Нет
C,D,0,42.27625412506306,67.74702245086745,C,72.29871695531634,3,B,A,D,0,3.088806721319648,21.200534882957445,B,20.83750034885038,3,A,Нет
A,A,1,89.67138125182595,41.675418920668946,D,68.24265705823447,2,B,C,B,1,4.153708852226245,16.495777431652392,D,34.110607301133754,2,C,Нет
B,B,0,16.857916287422004,39.17838154299296,D,71.21055385848528,3,D,B,C,1,85.8164807849057,66.36062463095706,A,96.18689419071454,5,A,Нет
B,B,1,86.03885038210366,43.053468997268304,C,76.85683178127286,4,C,A,C,1,69.56014927873836,2.6011915202404645,A,44.633098869995635,5,B,Нет
A,C,0,65.62932797982151,69.3037248039343,D,68.67508872209565,5,A,D,B,0,70.22241939379214,46.294958069752965,D,87.23644898443055,4,D,Нет
A,A,1,63.80049204662299,57.888901401711756,B,42.123646658883494,3,A,D,D,0,14.89307418354009,61.191905210898454,D,23.567794767753014,4,D,Нет
A,A,1,70.419669375057,83.56698605794466,A,75.37194393037457,1,A,A,D,0,89.00432589477455,46.14432226182994,B,86.81581000284476,4,D,Нет
D,D,0,48.92831179940052,11.364938654800149,C,69.40628974028338,2,A,B,D,0,49.68549657530983,61.183195619408025,D,89.16032673045558,4,B,Нет
C,B,1,16.003566143363347,99.31068331222694,C,37.84929570518525,2,A,D,A,1,90.24252063439837,37.488094660624746,B,85.98402296890764,2,C,Нет
B,B,0,1.8773031491396752,51.91616351346985,D,49.66017660311124,5,C,A,A,0,83.93110323728638,48.616035101805885,C,37.30438881751969,5,C,Нет
D,B,1,40.379750108997,88.00874418923189,A,81.21485040814964,3,A,D,B,1,87.43335003305144,80.11698721174521,D,19.15720325728475,3,B,Да
A,A,0,97.50232862293512,33.71677966607063,D,53.63524659908316,1,B,A,C,0,53.68012767075941,68.71948270715137,C,54.763047637251915,3,C,Нет
A,C,1,0.8255906737928531,31.642564375002436,C,24.61366134468491,4,D,D,C,1,57.29332719784799,46.80087529989002,B,80.67615040726,4,A,Нет
A,B,1,4.574961438006165,30.39674126265436,C,54.864259811022684,5,B,A,D,0,8.282997772235124,87.44018322962863,C,5.888269309782935,1,D,Нет
B,A,0,46.36207692834964,44.51900546083626,D,27.885790130805056,3,A,A,B,0,55.59078657815542,10.52916674959441,B,6.713363439089671,2,D,Нет
D,B,0,78.57447019442525,68.22679319716978,C,7.255274098756692,5,D,B,D,1,66.83312949190537,74.27454084915371,C,54.367386529132176,2,C,Нет
B,C,0,41.89325777149446,32.19779800241868,D,61.698894366802506,5,B,A,C,0,37.65805797707868,76.49303447573588,C,77.96515854331557,5,D,Нет
B,A,1,3.0040123827267173,51.759027178461636,A,62.264077662692074,2,D,B,B,1,69.01410644777194,51.54523471989235,C,88.61375268896563,2,A,Нет
A,D,1,86.88926916581022,67.94294864390231,A,91.93081827515692,5,B,A,A,1,99.50956550760058,63.00237691083821,D,71.80068732220461,4,D,Нет
C,D,0,29.654888757945063,38.7680284102503,D,25.77522435128008,2,C,A,D,0,42.98821696678113,28.737872732086544,B,2.862790925332115,5,B,Нет
B,C,0,71.58863897336228,81.61650352805675,B,93.20382369843674,2,C,D,B,0,35.262535319383204,76.59589441101716,C,47.713427726249215,5,B,Нет
A,D,1,48.68839856397332,24.202664098686565,D,26.425823082840118,2,D,B,D,1,69.40449754178137,23.092778192304774,A,44.50631145322114,2,A,Нет
B,B,0,62.1924583129395,84.74418497345624,B,31.91015757354133,1,D,A,C,1,24.705994713312705,21.281669748172007,D,41.393043433631526,2,B,Нет
C,A,0,23.303102405177977,9.913644779365882,D,67.86577714561871,4,A,C,D,0,0.3672875705988843,75.06500871866926,A,89.4518159016282,4,D,Нет
A,D,1,98.52371678461209,97.40215547272352,B,89.04506422155482,3,D,B,C,0,96.92587974857348,12.731992560030436,D,44.98817024629387,5,C,Нет
D,B,1,6.377564189678553,16.81456169140978,B,45.83825779722205,1,B,C,D,0,19.818032869250068,11.76444519215708,A,96.14496514418317,2,D,Нет
B,D,0,86.59003435173562,8.720749966875708,A,4.757299341616072,4,B,D,C,0,32.78550166639961,72.93702215529015,B,56.805277708905045,1,C,Нет
C,D,0,88.67078292279706,94.19119267535665,C,9.783236988732657,3,C,A,B,1,99.15304804835493,63.38709318954404,C,44.25431362082746,1,A,Нет
B,A,1,75.94447627811357,71.16312473963443,D,55.920312823597854,1,C,A,C,0,92.27052163282721,78.46401542582618,B,10.452833075259937,5,B,Нет
B,B,0,37.62398706083043,35.52614243007378,D,64.50895341047547,5,C,C,A,1,30.429417113770963,29.821181490024063,A,77.878530319996,1,D,Нет
D,A,1,0.2608144998798245,28.386181214690055,B,30.779746954132825,5,C,C,A,0,73.27933297112583,86.13023126363414,A,63.417228934672295,1,C,Нет
A,A,1,3.7260085945447052,74.99595938975693,B,25.1828061406127,1,B,D,D,1,68.35057838140995,27.379331900668358,D,11.126820496872636,3,C,Нет
D,B,1,76.67985906244867,69.31874393423094,A,26.60233275982542,2,B,D,C,0,40.29831330623965,36.03094612465041,B,40.116763821723445,1,D,Нет
C,B,1,50.00022236286734,74.6178245554415,A,41.27471301239184,2,C,C,D,1,58.0772796177821,30.670660899773004,A,31.84514395528598,2,B,Да
C,D,0,41.937921148853185,50.34282390609561,B,57.098125081289886,5,D,D,D,1,14.200559682803604,19.209640542184538,A,17.650750941534852,5,C,Нет
C,C,0,33.83508587020675,73.50700878385061,C,77.90900971532866,1,C,C,D,0,36.933963969627385,63.39526511705888,D,57.37850327562496,1,A,Нет
D,A,0,96.28594150687933,12.64784873518211,D,20.827266398473864,2,D,A,C,1,45.87879555506701,38.56786100759475,B,53.81563804153182,5,C,Нет
D,B,0,52.33764483244916,43.63362817979849,B,85.05544665015066,3,C,A,A,1,62.69704545207608,75.33053775573472,A,72.56330574351882,3,B,Нет
C,B,1,56.30502851046183,24.33324903723434,B,72.54658651706576,4,D,B,B,0,57.96675503059752,67.70540524516963,C,31.99651632348226,1,D,Нет
A,B,1,8.842874873556605,97.53472782886061,A,74.99137354501174,3,C,A,C,1,31.19017911863079,73.47343393790446,C,84.56028566878102,1,C,Нет
D,A,1,80.05102306367317,39.583313813067655,A,53.78693493345102,2,C,D,D,0,85.61199864681498,66.88154415213081,C,79.45090185205466,5,A,Нет
C,C,0,75.57513324408201,64.92000252252016,D,21.504539634841223,5,D,C,A,1,12.56090528198628,24.460547974919155,C,86.46579692068954,3,C,Нет
B,D,0,87.77908553870579,24.61599508584613,D,64.18094253611798,3,B,D,B,0,31.189603107925713,29.602424811126436,A,78.33058318862832,5,C,Нет
A,B,1,38.24890941194615,95.60194075627291,B,94.08059030930919,2,B,D,D,1,57.841592486163115,36.60259138448006,A,59.48139901537968,4,B,Нет
D,D,1,24.763928616892805,89.58526745521314,B,2.980726211715634,4,A,D,A,1,85.44030899997912,32.64181555409436,D,65.00368861887418,3,D,Нет
A,D,0,84.57533559529547,57.73153610610827,B,22.008406654457634,2,D,D,D,1,84.11240771166611,45.91695874188213,D,75.54750885561191,1,A,Нет
A,A,0,90.61878021074921,14.556013079610375,A,45.895925819334025,4,C,A,B,0,62.29527607175916,4.28852598720103,C,37.241493438417336,4,A,Нет
A,A,0,48.584296963266816,26.28656281730577,A,86.44079240422515,4,C,C,B,1,46.06289576023014,98.1740313003574,C,40.743920402562935,1,D,Нет
B,A,1,59.32847210859684,4.765935085298478,D,74.37402891503073,2,A,C,D,1,25.23520316102037,31.595463533016943,C,94.14709080575554,1,C,Нет
A,D,1,36.30477328496674,9.189904809387384,B,4.295073853169407,1,D,D,A,0,13.775609045005343,5.008700504751484,C,40.26241874398326,3,C,Нет
D,D,1,1.9686460398011807,44.02759631281526,D,41.13997754419054,3,D,C,D,0,93.26027873138753,75.81905659440366,A,18.09027177669128,5,B,Нет
D,A,1,74.84606118378566,92.18827542604043,B,32.735465942894784,3,D,A,D,1,4.74492994128105,72.96777771149145,D,14.744248538665861,5,D,Нет
A,A,0,53.85049982082164,63.26302363787059,C,31.986693851146384,2,C,B,D,0,3.732338183655559,28.65233709849193,C,40.90808313051385,1,A,Нет
A,A,1,77.86463745263103,71.742123541284,D,58.38946968228357,1,D,D,D,1,20.065074469577382,65.39265709851709,C,56.37368306758,2,C,Нет
A,A,0,29.010002469779728,75.6446885093968,B,55.63847277736108,1,A,D,A,0,15.831071557460131,18.8038520798253,C,36.17390042196703,2,D,Нет
C,A,1,13.654975411975133,78.70832424048598,C,89.87338065581754,5,A,C,C,1,25.22378701185407,4.913009524491652,D,37.95880028088491,3,A,Нет
D,A,0,75.07519085684483,50.04257602338357,C,69.07584482897393,3,C,B,C,0,2.850302176038677,58.877378034702296,C,24.171410170543272,2,D,Нет
B,C,1,42.778387990937276,21.556956287314765,D,20.590228437224468,1,B,A,C,0,25.60202160777164,55.76957596236186,B,26.43743718618459,2,A,Нет
C,C,0,92.51155560481007,87.99504589580172,C,37.9934836701476,2,A,C,A,1,66.28664940632497,41.62361999115408,B,69.41720862866417,5,C,Нет
A,C,0,60.228599160946985,47.964608683486055,D,10.176759695873905,2,A,C,A,0,91.48776732917446,99.98869792794082,A,72.48004667327287,2,A,Нет
D,B,1,39.45971490651791,39.08765302865535,C,46.50594306977065,1,A,C,C,1,13.150605596420117,19.10874663052231,D,39.83064826452508,1,A,Нет
B,A,0,20.093590187840537,58.79003875031836,B,86.38943841658741,4,C,A,A,0,86.73622343834899,1.3707182969018294,C,7.226069811902214,5,A,Нет
B,A,1,12.14668029025775,83.3277086675556,C,4.677101588932652,2,B,B,C,1,58.3907383015705,38.83183800843618,B,5.852623192469164,4,D,Нет
D,C,0,76.88936666993024,60.68275731980422,C,95.8904599207077,4,D,D,C,1,90.05969072671674,40.40449906124491,A,48.932317770864756,4,B,Нет
C,B,1,80.40407272785279,93.6697296807978,A,0.7314866054578983,2,D,A,A,1,70.54422715516453,20.04896081114651,B,41.38932063418085,1,D,Нет
A,C,1,1.5640152551268827,74.3714831906864,A,20.620917340723356,4,D,C,D,0,77.02851922551194,45.66568301782992,C,74.1324037975927,3,B,Нет
D,D,1,88.64999639239426,36.60743630570619,D,57.41579011096858,3,D,D,B,0,80.02272041775062,83.36743876431842,B,60.75541173156675,3,C,Нет
D,D,1,32.89376070595158,35.90355189230819,C,10.380132899119598,5,A,D,D,0,53.14319485673934,55.464421206248915,B,89.3733046270231,5,C,Нет
B,D,1,56.76616241164493,58.4688943215968,B,17.316954012296016,2,B,C,B,0,69.92018119815347,63.09679780959412,D,94.75772664811767,2,D,Нет
A,C,0,78.05452317659226,36.65236885848703,C,45.52284256641641,1,A,B,A,1,88.09563381902001,46.72634155765092,C,17.495006691624184,2,A,Нет
D,D,1,27.385369266114434,63.67158642750251,B,0.39609374592871616,4,D,C,B,1,74.10351780668714,90.02447401959704,D,51.19919391998473,5,D,Нет
B,B,1,89.95654117487683,45.8771836333375,A,67.31629340908943,2,C,C,D,0,92.79412964300317,58.23937365891041,D,68.98384907355438,2,B,Нет
D,A,0,52.84648028192341,67.50617846555834,B,76.38734374009464,5,D,C,B,0,28.041404215403286,96.55127232959558,A,29.4857620733764,5,D,Нет
A,A,0,85.86694723422094,91.42285049758814,A,57.79904917157348,1,C,A,A,1,60.21083071677303,83.2659519377758,C,73.24634297592249,1,C,Да
B,A,0,7.701418601647436,3.2690661410720523,D,87.28034765189,1,B,B,C,1,56.10671298556843,63.63838479458098,C,95.31708425664192,4,D,Нет
A,A,1,39.694816396303565,92.03949879561131,D,36.838309745645724,4,A,C,A,1,94.69097030865005,9.681544467448443,C,36.761149268871485,5,D,Нет
C,D,0,22.45818482595966,30.98755428861476,D,97.91264011694827,3,B,C,B,1,4.0536695732947265,72.86354651719567,B,60.230768592254556,2,A,Нет
D,A,1,56.57536712168384,61.352283246088014,C,5.656871297274946,5,C,D,C,0,54.86616890734953,4.101083900038594,B,65.35001472882169,2,B,Нет
A,C,0,51.75523208607268,23.383232522284548,A,22.672034957208176,1,A,C,C,0,95.0422428813924,38.29923108256451,A,50.79272097817681,2,B,Нет
C,A,1,48.429558119147764,8.02666130713867,D,46.559565383191725,3,D,B,C,0,17.46716187900472,19.693305326679035,A,61.531243811126934,2,C,Нет
D,C,1,28.27568279353375,92.51599717549215,B,23.423124804596885,2,B,C,A,1,62.17812411227425,23.467212828244733,B,47.045477210108466,1,A,Нет
D,D,1,91.45928660796127,49.12775636933794,D,19.437393219693977,5,D,B,C,0,43.528850047126554,87.94126203662823,B,29.4674962808512,3,A,Нет
