Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Collision
D,85.08510385067991,3,2,A,C,1,65.83442161243327,1,B,0,B,26.699936169569717,4,5,D,C,4,30.681594095478793,0,C,1,Нет
B,73.95673822781394,5,4,C,D,1,30.458043250926114,0,D,1,C,61.045682692794614,1,2,A,D,2,36.700593646654575,0,D,0,Нет
C,63.018437815824655,2,2,A,A,2,57.92290511004654,0,A,1,B,6.0466499736276935,5,5,D,B,1,40.77827509315192,1,A,1,Нет
A,54.035962689415726,1,4,D,A,4,9.981746824895122,0,C,0,A,45.23829690031974,5,5,C,C,2,1.395217009226446,0,D,1,Нет
C,12.716147013192746,5,1,C,A,5,99.57205050627978,1,A,1,D,27.172300837751383,3,4,C,B,2,13.781595841838923,0,B,0,Нет
D,27.61427924434615,1,3,B,C,5,25.76541337154785,0,B,1,A,78.56469931372607,1,4,C,C,3,36.15952576307296,1,B,0,Нет
B,62.6052126668461,1,2,C,A,3,1.8408631170513279,0,A,1,A,32.74199138748018,2,3,B,A,4,71.84432281331107,1,C,0,Нет
C,55.28376235993593,4,1,B,D,1,82.31405889301854,1,B,0,C,49.78053405676969,3,3,B,A,2,70.59032632458305,1,B,1,Нет
C,41.81656232802684,1,4,A,C,3,95.14856989547793,1,C,1,D,79.80840495627515,2,2,B,A,4,15.394681083011985,1,A,1,Нет
D,9.511284343008464,4,5,A,C,2,8.758508665891785,1,C,0,A,66.17587871577581,3,1,D,C,5,15.194275224123633,1,B,1,Нет
B,43.83651152643709,4,4,D,C,3,61.39549540510587,1,A,0,D,56.38209531526721,3,5,D,C,4,5.336116815448277,1,D,1,Нет
C,48.43720904832326,2,4,C,C,4,99.21588927409427,1,B,0,B,79.93530439895959,2,2,D,B,3,60.221025918183756,0,C,1,Нет
B,32.19363187385702,2,1,A,D,2,45.347040177845,0,B,1,C,46.965512879092564,2,4,A,D,4,41.95938150996662,0,B,0,Да
A,36.43535601509361,5,4,C,C,3,85.63088830576152,1,A,0,B,57.517080820478725,2,4,C,B,5,40.18344772168526,1,C,0,Нет
C,23.728141127556757,4,1,C,B,4,5.974113159205496,0,C,1,D,40.64822136987124,1,1,C,D,3,96.56185401835339,0,B,1,Нет
C,60.483442207676795,5,1,B,B,2,13.331229287231395,0,B,0,C,26.317988877887043,5,5,C,C,4,91.90432864823957,0,D,0,Нет
B,22.250230922849024,2,5,C,D,5,53.56912036810615,1,D,1,A,58.08443526664393,3,4,B,A,4,78.50252705524655,1,B,0,Нет
B,49.68466917223544,1,3,A,C,4,38.462386582144745,1,B,1,D,32.04707353184292,4,5,D,D,1,17.304441752640464,0,A,0,Нет
C,2.9619990708007027,5,1,D,A,2,5.197967924462055,1,C,0,C,78.81663372589776,2,1,D,A,1,63.69992749636775,0,A,1,Нет
D,60.91121633499672,5,3,D,C,5,81.27780213492355,1,C,1,B,82.93454920099406,3,3,C,D,3,20.777535280622704,1,C,1,Нет
D,50.49327978560828,1,1,A,B,5,83.13265613638136,0,D,0,C,84.9572907065485,4,1,A,D,5,59.16199536926106,0,C,0,Да
C,48.08348461068428,5,3,D,A,3,17.73962056150905,0,D,0,D,85.54076551959173,4,3,C,C,4,34.70700712936852,1,D,0,Нет
B,40.58949306829993,5,5,C,C,4,58.938707965506055,1,D,0,B,30.173612748809376,1,2,C,C,4,85.20130107716133,0,C,1,Нет
D,88.88606710192677,3,4,D,B,4,38.57481878637843,0,A,1,C,16.847463511283323,5,5,D,D,1,5.3807096484008055,0,D,1,Нет
C,31.262005895535093,2,4,D,A,4,93.41601560831252,0,D,1,B,76.36620238261574,5,4,D,A,4,69.86129456710424,0,D,1,Да
A,6.637337382525854,3,2,A,C,4,62.47367626476211,0,A,1,A,57.257547268845066,1,5,C,B,1,43.99282757040328,1,D,0,Нет
C,15.337180503829995,1,5,D,A,3,37.88273966492035,0,A,1,B,10.120945597866504,2,3,C,B,5,38.96288793619457,1,B,0,Нет
B,88.35468779635751,2,2,D,D,3,53.178454934498845,1,C,0,D,81.23115194222504,2,3,B,C,4,84.40067812953947,1,A,0,Нет
A,91.19445819589933,4,1,B,C,4,56.855813097802155,0,B,1,C,97.95429974289048,3,2,A,B,2,15.696805412325487,1,B,0,Нет
C,81.97769007710001,1,5,C,B,4,25.165393713049756,1,D,0,C,91.12476213122078,5,1,B,D,2,41.07204426352942,1,C,1,Нет
B,85.36272671177446,5,2,C,C,2,81.53703565854082,0,D,1,C,25.607832678770304,4,5,B,C,3,90.50200012398348,0,B,0,Нет
A,40.40091658688494,2,1,C,D,1,61.525523802141066,0,C,1,B,31.99919039778344,2,2,D,B,3,27.702715930788102,0,A,0,Нет
C,91.95017710096515,4,2,A,C,4,41.47019135685864,0,C,1,A,2.5499968240122906,5,2,B,B,3,43.0791374985251,0,B,0,Нет
D,72.28529377256922,3,2,C,B,3,7.779194525827848,0,C,1,C,81.32926637700389,3,2,A,A,4,96.42086618956864,1,D,0,Нет
A,10.084776863457856,3,4,C,D,1,78.51514397464,0,A,1,A,38.18674636960478,4,2,D,D,2,68.27221655056736,1,B,1,Нет
D,66.29920252455894,3,1,A,B,1,82.98293057457397,1,A,0,A,89.30075325823023,5,4,B,A,5,10.713986158356681,1,D,0,Нет
C,90.49620809225944,5,3,D,D,3,69.95961964673309,1,C,0,A,85.89926994020051,3,5,C,B,1,84.38486531667847,0,A,0,Нет
A,79.3158536808898,2,4,A,C,2,93.34053030496969,1,C,1,B,63.847690736087316,3,1,A,B,3,57.79414208425234,0,A,0,Нет
C,66.04271634062468,4,1,B,C,4,61.36393359400544,0,B,0,D,34.72249321141262,3,3,C,A,5,44.90478166404087,1,B,1,Нет
A,1.87319187083973,2,5,B,D,3,99.15690687565282,0,A,0,B,0.6821141785623541,5,5,B,D,4,65.12098493145207,1,B,0,Нет
C,25.06575780785739,3,5,D,C,4,67.72759196761523,0,B,0,C,0.6172479664644737,1,1,B,B,5,39.65459168304074,0,C,0,Нет
C,81.59431649652336,4,1,A,C,1,67.03522957626089,1,A,1,B,90.53980512297899,4,5,C,C,5,66.33189345988568,1,C,0,Нет
A,60.16361561845359,1,1,A,D,4,78.6921671885786,0,D,1,C,22.946652715787806,5,5,B,D,2,85.05093784364513,0,D,1,Нет
C,20.418038776051116,1,5,D,B,4,54.011746671173796,0,D,0,C,75.39327873692632,1,5,D,B,2,88.23168119431293,1,A,1,Да
D,50.41271538075859,2,2,C,B,5,0.33534834211136344,0,A,0,A,40.2617817537273,4,3,C,A,3,50.61898466073416,0,B,1,Нет
A,69.26515469343052,4,3,D,C,4,0.626408081514318,1,C,1,C,19.17350174525626,4,1,A,B,2,51.04393881565973,0,C,1,Нет
D,12.397520146514985,3,5,B,A,3,70.50258487676919,0,C,1,D,18.033759135596416,5,5,B,D,1,0.4027692949820416,1,B,0,Нет
B,66.58907043027041,3,3,D,D,1,29.09549693263559,0,C,0,D,27.908491562918726,2,4,A,D,2,77.80223913549256,1,A,1,Нет
B,75.20895684876572,5,1,A,C,4,89.46253600540139,0,C,1,B,50.50556202026899,4,1,A,B,3,78.85538275970961,1,D,0,Нет
D,24.658079566370517,3,4,C,B,5,79.29168876845168,0,C,0,A,83.4161819873509,1,3,B,D,3,60.16105825972928,0,D,1,Нет
C,47.91702309556183,1,2,B,B,2,23.26853752701512,0,B,0,A,36.87483754771842,1,2,A,C,3,80.45295944237171,1,A,1,Нет
C,57.990966714070645,3,1,D,C,3,26.384585370433456,0,B,0,B,42.7542325935648,3,3,A,B,4,23.30740507201401,0,A,0,Нет
D,1.4362551125399081,5,2,C,B,2,5.543533313367299,0,D,0,B,90.41424425945395,5,2,D,A,3,29.534070676389533,0,B,1,Нет
D,47.62580328091591,3,1,A,A,5,1.9401951310085819,1,A,0,D,52.2043817709344,3,2,B,D,4,36.3116640970273,0,C,1,Нет
D,32.96435194842632,4,3,C,A,2,55.42480117626629,1,A,1,B,66.9448211879128,1,3,D,B,5,81.47059642988494,1,B,0,Нет
C,43.5559317162672,4,1,C,C,4,94.59072437852316,0,D,1,C,5.774395697124602,4,3,C,A,5,96.85009766047796,0,C,1,Да
C,66.20257417910564,3,1,B,C,2,77.55996704637242,0,B,1,C,11.135535336801471,3,5,D,A,3,40.53524684342832,1,D,0,Нет
D,59.91801810570967,4,2,B,D,4,89.9642430979855,0,C,1,B,77.93123158044169,3,5,B,B,1,71.63418175381155,0,D,1,Нет
A,80.3873575703073,2,2,A,B,1,75.65545567406915,0,C,1,D,98.2218040042687,1,5,A,C,3,20.225020936127535,0,C,0,Нет
B,59.72000480905572,1,1,D,A,5,77.35716542602754,0,C,1,D,40.32304739196893,1,3,D,A,4,33.747856860639104,0,A,1,Да
C,38.2692418065394,2,2,C,D,2,44.59333967218861,1,A,1,C,86.08651629011234,4,2,C,B,4,6.935261286105976,1,A,1,Да
D,48.68983190439381,3,5,C,C,5,91.22665611276743,0,B,1,C,62.706864046967425,4,3,A,B,5,6.080394420339674,0,C,0,Нет
B,49.629045447125485,3,2,B,C,2,60.11534521631964,0,A,0,D,37.40385947700609,4,1,C,A,3,62.28223987064787,1,B,1,Нет
A,21.113720535381454,3,3,D,C,2,5.571536573114844,0,C,1,B,72.12511544760032,5,2,B,A,1,22.30088638720663,1,A,0,Нет
D,4.024802313956998,1,5,D,A,3,93.59639819439425,1,C,0,C,80.82022280816274,5,2,A,C,1,78.43915361259896,0,B,1,Нет
A,22.15970929725698,3,3,D,C,2,29.17267960740155,0,B,0,C,0.9405420710189127,4,4,A,A,2,27.194341938057686,1,B,0,Нет
D,32.771482513927644,1,1,B,C,2,81.02533530816106,1,B,1,B,64.31969117551877,4,4,D,B,5,14.33896366469709,1,A,0,Нет
C,3.5044317324310903,4,1,C,D,3,46.406183991935436,1,C,0,D,10.756970268215282,2,2,A,A,3,54.26431968447511,0,D,1,Нет
D,25.729439705074796,2,2,B,C,4,1.269398470946781,1,C,0,C,91.9108903069511,4,5,D,A,1,47.41738126392675,1,C,0,Нет
C,41.102492824406525,2,1,B,C,1,84.0250975949704,0,C,1,B,3.249225172289072,4,3,D,C,5,70.38720180210267,1,C,0,Нет
A,97.1022826080657,4,4,B,B,4,38.95844160634119,0,B,0,B,91.3036440504843,4,1,D,B,5,50.730132151355534,1,B,0,Нет
C,51.7954845673669,5,5,D,A,3,40.40112729919391,0,C,0,D,76.52751799056759,1,2,A,C,1,32.66371255190267,1,A,0,Нет
B,92.89741411326926,5,1,A,A,2,61.56801084822915,1,A,1,C,17.461041539034316,2,4,B,D,2,97.65364775395688,1,A,0,Нет
C,87.66176806180161,2,5,D,D,2,50.321313610338066,1,C,1,C,96.74776520570616,5,3,A,D,5,75.38300635359062,1,C,0,Нет
B,97.62591633674434,2,3,D,C,3,26.353268459218448,0,C,1,D,74.53123422540195,1,4,D,B,2,65.06076296695088,1,C,1,Нет
B,7.279615719194544,2,5,A,C,5,26.41769308841012,0,D,0,B,70.12630864270292,1,4,D,C,1,53.75482394660843,1,A,1,Нет
A,74.3885842859529,2,2,D,A,4,46.847587486177865,1,A,0,A,67.49371535480606,1,2,A,D,5,66.92546869044065,0,B,1,Нет
C,56.79184927590618,1,1,A,B,2,47.80742066870717,1,C,0,A,21.822692717542047,3,3,A,D,1,40.65009084859543,1,B,0,Нет
D,42.17080202124323,2,3,D,A,1,58.361155341773305,0,B,1,B,97.40296880642072,3,4,D,B,1,67.25887756428091,0,C,1,Нет
C,47.643978329725286,1,1,A,C,2,72.3266953518156,1,C,0,A,81.67708640004957,5,4,C,C,5,93.76258101153151,0,A,0,Нет
B,82.1365634214117,4,3,D,C,5,80.03401325609012,1,D,1,A,54.42822306927876,1,2,B,C,1,35.763184553424296,0,B,1,Нет
C,72.87018778873893,5,2,A,A,4,72.24171944277626,1,A,1,B,61.85640748877065,1,4,B,B,3,23.88942414283387,1,A,1,Нет
D,95.31867023223415,2,2,A,D,1,94.67202922954851,1,B,0,A,36.17393275809376,3,4,C,B,5,2.9113214486594208,1,C,1,Нет
C,76.75886970431213,1,3,B,C,3,41.40511780284641,0,D,1,A,77.61829390979335,3,3,C,B,2,26.984733536245763,1,C,0,Нет
B,28.432034273435313,1,4,D,C,1,18.350004335523252,0,A,1,D,62.26408087475678,1,2,B,D,5,85.51311756079765,1,A,1,Нет
D,72.99819316387519,2,5,C,C,1,2.4706018324419876,1,C,1,A,33.490221303167445,2,5,B,B,2,19.672357944078122,0,A,0,Нет
D,9.29222623770184,4,4,C,A,5,53.650909533457934,1,B,1,A,94.70808902381262,2,5,D,A,5,9.513835068555531,0,A,0,Нет
A,8.440095576615402,1,3,B,A,2,62.14578793893006,1,C,1,D,36.16140686680303,1,3,C,B,2,24.553762558651947,1,B,1,Да
A,29.37748335850833,5,3,A,B,4,6.254440777308745,1,A,0,C,99.64882643372086,2,5,A,D,2,96.17123287496236,1,C,1,Нет
B,92.65232256582046,3,3,B,D,3,45.06173781408411,0,D,0,B,11.236663412642455,1,4,B,B,5,32.977277052095864,0,A,0,Нет
C,51.25722069251367,2,1,A,B,4,62.890838887431876,1,A,0,C,98.43818368349771,4,2,D,B,3,44.706279739857735,0,C,1,Нет
C,14.8409469411662,5,3,C,A,5,38.65460518914521,0,A,1,D,4.893858185045596,4,3,C,D,5,66.92135866887023,0,B,1,Да
C,64.36444621849742,2,4,C,A,3,77.56325278068749,1,D,0,C,23.45246186097135,1,1,A,D,3,70.55684622494867,0,A,0,Нет
C,35.86078780985267,5,2,C,B,3,77.63011692840035,0,D,1,D,70.19677781871364,4,3,D,A,3,2.157347313715896,1,A,0,Нет
A,70.16745718884337,1,2,C,B,1,87.96142769976406,0,B,1,B,68.80393862840516,4,5,C,B,2,72.61869336978828,0,C,0,Нет
A,92.00090122107511,3,1,D,C,3,38.50913189080776,0,D,1,B,51.506201671051244,4,3,C,C,1,72.75542696515276,1,D,1,Нет
C,76.20552962171405,4,2,A,B,4,18.23378894709031,0,D,0,C,30.354115552966555,1,1,C,A,5,91.96941797363071,0,B,1,Нет
C,27.243274010843454,4,3,C,D,5,44.19976755007061,0,B,0,C,80.8848720985493,5,5,D,A,5,20.113643071294142,0,A,0,Нет
B,43.99643542892662,1,5,C,D,1,60.36467924068604,0,C,0,A,93.93790517103506,1,3,C,D,3,54.10648916542819,1,C,0,Да
D,66.47493714911641,2,4,A,D,5,79.95630259212324,1,A,0,A,60.01159262871943,4,3,B,D,5,16.910281762503498,1,B,1,Нет
A,10.009156921359452,1,1,A,B,4,82.08932617427392,0,D,0,A,59.648193130188744,1,2,B,A,3,27.872684784469072,0,A,1,Нет
A,82.48032222721375,1,1,A,B,1,10.398785632461294,0,A,0,D,20.168064607127047,5,4,B,A,3,16.279390652412896,0,D,1,Нет
B,85.6538685217209,4,2,D,B,5,96.9571616516568,0,D,1,A,43.52180679085672,2,3,D,D,5,77.85074827111559,0,C,0,Нет
A,74.86041601669591,1,3,D,A,1,76.84476833177729,0,A,0,B,32.38299389290435,3,2,C,B,4,69.52196412924812,0,D,0,Нет
A,26.325389510621054,5,3,A,C,4,7.676172717391849,1,D,1,A,17.718651435091594,2,3,C,C,4,42.157801103162875,0,C,1,Да
D,41.77937338094109,3,3,C,C,5,77.27768555419111,0,D,1,D,32.89149716534886,4,1,A,D,5,83.81305527623282,1,D,0,Нет
A,24.287029308594466,3,3,C,C,1,72.71985782922197,1,C,1,B,50.853827339985756,1,3,A,A,1,41.590626649463445,0,A,0,Нет
C,29.640317916086712,5,4,D,D,1,19.113410731164006,0,B,0,A,88.91143783377642,1,5,B,B,3,47.962498484638786,0,D,1,Нет
B,20.0750704201332,4,1,B,D,2,55.313735580579696,0,A,1,D,82.00590973925854,5,5,B,B,5,88.82274884196907,1,C,1,Нет
D,78.66510168620273,5,1,C,D,4,28.13457872981263,1,D,1,C,82.0439692706448,3,4,C,A,4,65.74687841480694,1,B,0,Нет
A,15.773563102749467,2,3,C,B,3,95.72867621935072,1,C,1,C,44.92501347542214,1,4,A,B,4,15.554687637836228,1,A,0,Нет
D,46.96896166386569,3,5,A,C,2,13.195583644190368,0,A,1,D,51.10875067860847,1,1,D,D,4,25.12862189953575,1,B,0,Нет
A,80.03029758514964,2,5,C,A,3,93.88361251100964,1,C,0,A,52.95776919155922,5,2,B,D,4,39.781477169024114,0,B,1,Нет
C,17.814678724762512,2,2,D,A,5,28.01683499858145,0,B,1,C,7.522959963190656,1,5,B,B,2,13.541206928870576,1,B,1,Нет
A,11.01048298948365,4,5,D,A,2,54.22067508244454,0,B,0,D,23.793468088685067,4,5,D,D,4,16.19838398832002,1,D,1,Нет
C,33.58555508052531,3,5,D,B,2,67.17162994545322,0,D,0,A,12.146842937386992,4,1,D,D,1,35.71617507157988,0,B,1,Нет
C,45.264849175342206,4,4,A,A,4,10.142918032508664,0,D,1,C,47.542350510645406,2,5,B,B,4,11.670118632089032,1,A,1,Нет
C,43.27852419442198,4,5,A,A,3,55.783441911438004,0,D,1,B,18.32524446201794,3,1,B,B,1,98.89720369670525,0,A,0,Нет
B,76.02429956918263,3,5,C,B,5,67.09463077993398,0,C,1,B,22.53520936475466,3,2,D,A,3,50.38437329479566,0,A,0,Нет
C,3.2081717347509198,2,4,A,D,4,80.3892491665479,1,B,0,A,39.868030792750986,1,4,B,D,2,7.142966071605549,1,C,1,Нет
C,1.8353203223962389,5,3,B,D,3,62.79530998296386,0,B,0,B,24.42038668740445,1,3,B,B,5,59.53741069095384,0,D,0,Нет
D,95.71871667966204,2,5,D,C,1,41.37177526242179,0,C,0,D,94.14470293621746,2,4,B,A,4,79.16063348092037,1,A,1,Нет
A,9.046001788676694,4,5,A,A,4,11.526375384429722,0,C,0,B,83.65261610978338,3,2,C,D,2,90.46197843967673,0,B,1,Нет
D,2.0306255300402754,2,4,A,C,4,17.804471875850602,0,A,0,A,83.96024555571968,4,3,A,D,2,6.133661637639431,0,C,1,Нет
B,29.13581507823524,2,4,A,D,1,80.07778163963947,0,A,1,C,19.557513680228055,3,3,A,A,3,56.59240076340543,1,C,1,Нет
C,99.29632479150486,5,4,D,D,2,0.038383859240009865,1,A,0,B,37.813423332146776,3,2,B,D,1,56.15308824534271,0,D,1,Нет
A,79.3084638855835,1,4,A,B,5,46.53768827256681,0,C,1,B,55.20474061399586,4,4,B,C,2,1.8288295689150025,1,D,1,Нет
D,27.211597061350435,1,2,B,B,4,44.0263434710973,0,C,1,C,15.720915528032343,3,5,C,C,5,48.704017618944604,0,D,1,Нет
D,19.03382690554787,1,1,C,C,2,86.56172315730014,0,A,1,C,7.053020469980831,3,3,C,B,2,2.0810715742371477,1,C,0,Нет
B,5.820739374687644,4,5,C,B,1,18.188243498311486,1,D,1,B,45.323288619551896,1,4,C,A,3,60.533343755681365,1,A,0,Нет
C,12.777697370437767,1,4,B,C,1,5.934496206200213,0,C,0,D,19.303117379330182,4,3,C,B,3,28.46224679802074,1,C,1,Нет
B,34.81972948935586,1,1,D,A,2,51.31700984688658,0,B,1,C,20.73728825968919,2,4,C,B,5,3.945760485327088,1,D,1,Нет
B,26.49990357179124,4,3,C,A,2,72.90159651380179,0,C,1,B,72.829347002582,2,2,C,B,2,34.989893086819265,1,D,0,Нет
B,14.976135250753032,4,1,C,D,3,69.32209009261277,1,C,1,C,3.6915276332012192,2,1,D,B,4,54.29015105890821,0,A,0,Нет
C,21.528659739615453,3,5,B,A,1,11.397812812170027,1,A,0,C,45.731212370402886,2,2,B,A,2,73.34517265203742,1,D,0,Да
B,90.00808163477421,2,1,B,C,4,10.406443730232496,1,B,0,C,46.25477891501052,4,1,D,A,4,79.64680304874902,1,C,0,Нет
A,0.7695832720117313,3,1,B,D,5,68.08179414638074,0,D,0,D,58.68223466263671,1,4,D,B,1,24.760616972250837,0,C,0,Нет
C,24.894295563348035,4,5,B,D,3,94.2867541558881,0,B,1,C,49.02037302453813,2,4,B,C,4,84.02004621587984,1,B,0,Нет
A,48.10310858403367,5,3,C,D,2,59.14587769945443,0,A,0,B,12.72091722962545,5,4,B,D,5,67.29505184746985,1,B,1,Нет
B,31.250855830085012,1,1,B,A,5,88.9697156272467,0,D,0,A,86.84771700469891,5,3,A,B,3,59.28719458887709,1,A,0,Нет
A,40.69907213780931,3,2,C,C,2,61.015534004654185,1,C,0,B,27.222561284203962,4,3,C,A,4,97.59134574694617,1,D,1,Нет
A,79.24336168204802,2,2,A,D,2,45.89334697943984,1,A,0,A,33.19420852337033,5,5,A,B,3,60.56104686884225,1,B,0,Нет
C,13.956027968470686,1,4,D,C,1,66.26847702246788,1,D,0,B,54.54543596429274,2,2,D,A,1,5.132305846865592,1,A,1,Нет
D,1.0482801812882414,1,3,A,D,4,57.68292846385354,0,B,0,A,51.017333001070206,3,3,C,C,3,85.85269928597758,1,D,1,Нет
D,40.77323767057264,3,5,C,A,3,54.14563185312098,0,B,1,A,26.400579737754892,5,2,D,A,5,67.72254944795301,1,D,1,Нет
D,35.1196602627706,4,1,A,D,1,6.242291673249389,1,B,0,A,49.31883964256709,5,1,C,A,5,49.191787735147095,0,A,0,Нет
A,54.49979085214181,5,5,D,D,1,27.93396572387995,0,C,1,A,37.36955226850023,1,4,B,C,1,36.847634965089846,0,B,1,Нет
D,48.34682072436971,5,5,B,D,2,78.3340602780987,0,C,1,B,89.8625984590008,1,1,C,A,5,22.144662370741454,0,B,0,Нет
B,12.853728813024045,4,1,D,D,3,10.24630768839132,1,A,1,D,37.33537389283724,4,2,A,C,4,43.33703145664326,1,B,1,Нет
B,32.80036553969069,3,4,B,A,3,83.27176915069272,0,C,1,C,82.14338841061198,5,2,C,D,5,73.8730666267334,0,A,0,Нет
A,78.25582849582497,4,2,A,A,5,78.69212387113399,0,D,0,B,4.093541265007705,1,4,C,D,3,30.471599329563947,0,C,1,Нет
C,43.86751774258138,1,3,D,D,1,69.74408898727829,0,C,1,B,16.779157822820878,2,2,D,B,3,73.02875719464406,1,D,0,Нет
B,11.634916462779742,2,1,B,C,2,88.04385846604362,0,B,1,D,1.2361282670137475,2,5,A,B,4,2.4991446818474095,0,B,0,Нет
D,24.171950309027977,1,4,C,A,3,0.5266787251708593,0,D,1,B,41.547418617525665,5,5,A,C,4,63.11806982767576,0,C,1,Нет
A,8.498879789998481,5,2,B,B,5,74.66517783532636,1,C,1,C,58.68029497540709,2,2,C,D,5,97.18670126949985,0,A,1,Нет
B,90.08241757836922,3,4,C,C,1,92.46144114537795,1,C,1,A,57.93368813235933,5,2,D,C,4,56.43747105180881,0,D,0,Нет
C,75.00159506984797,4,3,D,D,2,76.40427839756543,1,D,0,C,72.31560598459859,4,2,C,C,5,92.94922681402018,1,B,1,Нет
B,47.935643796851465,4,1,B,D,5,32.549863699974566,0,B,0,D,77.75388620508726,4,2,A,B,4,6.842403406628462,1,A,1,Нет
D,71.00291675468507,2,4,B,A,3,37.288113172511494,0,B,0,D,37.258178489135986,1,3,D,C,2,42.72138593922317,0,B,0,Нет
A,55.926784040159724,5,2,B,B,3,44.46837304061525,1,D,1,C,95.8820559136102,4,5,A,A,2,87.85939025877435,0,D,0,Нет
B,67.39011691594521,1,4,A,C,3,62.76297448753802,1,B,0,C,7.168633895070564,2,4,A,A,2,62.457262212589356,0,D,0,Нет
D,64.59428140776437,3,3,B,C,3,50.48064978378983,1,B,0,A,34.23497975250418,5,1,B,C,5,53.815868555621705,0,D,0,Нет
A,94.4909184798869,1,3,A,B,2,55.276370604170445,0,B,1,D,63.59196825136976,3,3,D,B,1,10.945745711405374,0,C,0,Нет
D,62.66186836542733,3,2,A,C,1,28.402470237893993,1,D,1,B,82.15413130760828,4,4,B,B,2,10.992355966503343,1,C,0,Нет
D,1.302062775262225,5,3,C,C,3,88.69777515477574,0,A,0,C,44.867468403668354,3,1,B,B,3,13.252756426208522,0,B,0,Нет
A,54.18591686516648,2,5,D,C,3,71.2410191212785,1,D,1,A,42.947950388546964,3,4,A,B,4,26.56880004238823,1,B,0,Нет
C,52.43079020880992,5,1,A,A,5,42.59344961675777,1,B,1,D,78.91290722776913,1,2,D,A,3,47.74504508223073,0,D,1,Нет
B,23.965688487621627,1,3,B,C,1,88.10748907187701,1,A,0,D,86.59240186907205,4,5,A,B,1,54.399329430676055,1,D,1,Нет
C,80.20365163853376,2,1,D,D,1,62.89247211312765,0,B,1,C,42.32246361376212,4,1,D,D,3,91.7283217756763,1,A,0,Нет
D,72.79042361330767,2,2,B,C,4,58.620706974691096,1,B,0,C,8.822159303697353,3,1,C,B,5,20.811163273958087,0,A,0,Нет
A,69.61871945272658,2,1,D,B,5,78.54617771582043,0,A,1,D,3.8890764402524702,5,2,A,B,2,62.924392513376546,0,A,0,Нет
A,26.75031943994548,2,4,B,A,3,57.66394440567311,1,B,1,B,26.113278256452197,5,4,C,B,3,37.55128570372245,0,A,1,Нет
B,64.41515829399484,5,5,C,B,2,67.46712609000174,1,A,1,A,76.83970739167223,4,5,D,C,1,17.141064301657906,0,D,1,Нет
C,5.467901205590975,2,1,B,B,2,17.40162965409109,0,A,1,B,85.38081053893481,2,4,A,B,5,95.70222091303489,0,D,0,Нет
A,88.37653371032775,2,4,C,B,4,90.36033202484415,0,D,1,C,62.39451043725941,4,3,B,D,1,83.33899317459357,1,B,1,Нет
C,94.84041178287758,4,1,C,C,5,36.20077262024473,1,D,1,A,44.33822513555201,5,4,A,B,2,74.57191710237745,1,B,1,Нет
D,10.911148262940118,4,1,D,C,5,55.9653550012003,1,C,0,B,51.215909549574846,4,1,B,D,1,77.41151618610752,1,B,0,Нет
C,98.27993786903617,5,1,A,B,2,62.88650821646041,1,B,1,A,33.10596160212928,1,4,A,D,3,52.344090633530406,0,A,1,Нет
D,86.15966351856449,1,4,B,D,1,65.33228560298049,1,D,1,B,72.95499192431572,3,4,B,D,3,41.00143168923369,1,B,1,Да
A,13.01513812756696,2,2,C,D,1,82.83552182770353,0,B,1,B,85.8298925000056,1,4,A,A,4,30.447843057231204,0,B,1,Нет
A,96.72827069762975,2,4,D,D,3,47.41158283043091,0,B,1,B,1.1434859146668974,5,5,D,B,1,74.58458251703273,1,D,1,Нет
A,38.15708048554668,1,2,C,C,1,48.64875012315195,1,A,0,C,69.51615074168241,2,2,D,B,2,5.2127273252139394,0,A,1,Нет
C,79.90752255445707,4,2,C,B,4,18.199137158620083,1,A,0,B,54.71542622271808,2,4,B,B,1,84.45365583125073,0,C,1,Нет
D,86.45215805258547,3,1,B,B,2,91.39784270532458,1,A,1,D,67.0861854534192,3,5,D,D,3,75.21489605208619,1,C,0,Нет
C,42.78425518359848,4,5,A,B,3,5.303470178713299,1,D,1,B,5.526901001505314,3,4,D,D,4,54.55049411200732,1,D,0,Нет
B,17.677975991410953,5,3,D,C,2,43.67340288819482,0,B,1,D,41.229922825064634,1,2,C,D,5,23.811132757695386,1,C,1,Нет
C,22.7242737592812,2,2,C,C,3,15.633450331828303,0,D,0,B,88.97098998449599,4,2,C,D,3,49.83691263993929,0,D,1,Да
B,97.4187797787117,5,5,B,B,5,66.81341118651171,0,D,1,B,62.832304403379936,3,5,D,B,1,99.27220279738637,0,D,0,Да
A,92.62611371185055,1,4,A,B,5,55.421825152751666,1,D,1,A,11.570656666554957,4,1,C,A,1,23.971853907475637,1,B,0,Нет
A,19.948412850052666,2,1,B,C,1,63.088790603858214,0,D,0,C,36.59181642897802,1,5,A,B,5,91.40110364771805,1,A,0,Нет
A,93.42990437001194,4,2,C,B,4,59.326490085600184,1,B,1,A,58.978510048835254,4,5,D,C,5,4.071533938118033,1,A,1,Нет
