Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Collision
A,B,1,1,1,B,1,1,48.823397701682595,D,A,2,0,1,B,1,0,17.821620747643465,Нет
D,A,3,0,0,C,0,1,29.501380707782964,D,A,3,0,0,D,0,1,44.15364247524608,Да
C,D,1,0,0,B,0,0,62.87873297068113,D,A,2,1,1,C,0,0,22.006599331958355,Нет
D,D,3,1,0,A,0,0,67.21755659191386,C,A,3,0,1,A,1,1,41.79556049938433,Нет
B,B,1,1,0,B,1,1,62.17880256220095,A,B,3,1,1,D,1,1,85.26490005432869,Да
A,D,4,1,1,B,1,0,54.59841015900263,D,C,1,1,1,A,0,0,74.24826298666638,Нет
D,B,3,0,1,B,0,1,17.100208248492564,B,B,3,0,1,D,1,0,19.480995413485292,Да
D,B,4,0,0,B,1,0,94.14221909979268,A,C,4,0,0,D,0,0,62.56969150191254,Да
D,B,3,0,0,A,0,1,51.49792403435362,D,C,2,0,0,D,1,0,28.362166827583813,Нет
C,B,1,1,1,B,1,1,36.61771718227551,C,B,4,1,0,C,1,1,18.63323813957063,Да
D,B,4,1,1,C,0,1,60.93969360164391,C,C,2,1,0,A,0,0,16.00055062177802,Нет
D,B,3,0,0,B,0,1,38.44436814264607,D,D,1,1,0,B,0,1,22.46793659598104,Да
C,D,5,0,0,C,1,0,66.49719860997199,A,A,1,1,0,B,0,0,26.73057005368119,Нет
D,C,2,1,1,D,1,0,54.748665323621836,D,B,2,0,0,C,1,0,57.86648717198079,Да
B,B,4,1,1,D,0,0,77.78954233522414,D,A,1,1,1,A,1,0,30.901608581757866,Нет
B,C,2,1,1,A,1,1,57.506552071879625,C,C,4,0,1,B,0,0,44.23151754053085,Нет
C,C,1,0,0,C,1,1,82.38074308791408,D,D,4,0,0,D,1,0,65.94910979370232,Нет
B,D,2,0,1,A,0,1,37.93868160870198,A,B,5,1,0,D,1,0,73.02363447061569,Нет
B,A,1,0,0,B,1,1,99.42120872541702,D,D,5,0,0,D,0,0,87.84708620689457,Нет
B,A,1,0,0,D,1,0,98.075683308303,A,B,4,0,1,D,0,0,89.2405429600961,Нет
A,B,3,0,1,C,1,0,85.51710522377411,D,B,5,0,1,D,0,0,87.57902056593008,Да
C,A,4,1,0,A,0,0,4.290906987853626,C,C,3,1,0,D,0,1,4.456408052810956,Да
B,B,1,0,1,D,0,0,9.446463777517433,C,C,2,0,0,B,1,1,37.40804762293366,Нет
B,D,2,0,1,A,0,0,15.781872187327261,C,D,2,1,0,D,0,0,51.70034248796055,Да
B,A,1,1,0,A,0,1,25.137069239855425,D,A,1,0,0,A,1,1,63.55490783347345,Да
B,B,5,0,0,C,1,0,17.336318263524962,D,C,5,0,0,B,0,0,58.295085370016295,Да
B,B,4,1,0,B,1,0,38.976176573547896,D,B,1,0,0,D,0,1,37.830281695613444,Нет
B,C,1,1,1,D,0,1,71.38293132267316,C,C,5,1,1,A,1,0,95.16115450314813,Нет
C,B,5,1,0,C,0,1,81.82918194774041,D,C,2,1,1,A,0,0,1.4745331426171404,Нет
B,B,3,1,0,D,1,1,90.72990176700944,B,C,5,0,1,B,1,1,2.5481183568948684,Нет
C,A,3,1,0,A,1,1,7.848955090397613,A,B,1,1,0,B,0,1,64.22712588433733,Нет
B,D,5,1,1,A,0,0,92.77222067521153,D,B,2,0,0,D,1,1,60.79957188898928,Нет
A,B,1,1,1,B,0,0,79.28272623744809,D,C,1,1,0,C,0,0,11.778886881386452,Да
B,A,5,1,1,A,1,0,71.54495125951557,C,A,4,0,1,A,0,1,83.22062710338169,Нет
D,B,1,1,0,B,0,0,29.203227669612964,C,A,3,0,1,B,0,0,45.95896793704844,Нет
A,B,5,1,0,A,1,0,22.51889316928617,C,A,5,0,0,D,0,1,24.34485599808591,Нет
D,B,5,0,1,B,0,1,51.10545031527314,C,A,5,1,0,A,0,1,0.8713353844780891,Нет
C,D,2,0,0,D,1,1,6.989501942449461,D,B,2,0,1,A,0,0,25.531050651064312,Нет
A,B,1,0,1,C,0,0,39.50251658497259,D,C,1,1,1,B,0,0,11.449557042497316,Да
A,A,4,0,1,B,1,1,13.08057001687536,D,D,1,0,0,A,1,1,55.151515015626806,Нет
B,A,1,0,0,C,0,0,62.304326195530514,D,A,4,1,1,C,1,1,24.63759789497042,Нет
A,B,3,1,0,C,1,1,58.76989956681285,D,C,5,0,0,A,0,0,4.248846140635587,Нет
D,D,2,0,1,C,1,1,91.26878368245667,B,A,4,0,1,B,0,1,4.701141717909286,Нет
B,A,2,0,0,D,1,0,89.57715443147283,D,A,1,1,1,C,0,0,96.8954307676942,Нет
B,C,4,0,1,B,0,0,81.01168472987439,A,C,1,0,0,B,1,0,39.710005636754396,Да
C,C,2,1,1,D,0,1,50.991679222800656,C,A,2,0,1,C,0,0,44.40957628062674,Да
A,D,1,1,0,B,1,0,64.55320778144775,A,D,2,1,1,C,0,0,63.75064487085065,Да
A,A,1,1,1,A,1,1,51.95939722755058,A,B,1,1,0,A,1,0,30.67122932161749,Да
B,A,4,0,0,D,1,0,6.26854303980009,B,B,2,0,1,A,0,0,35.870585718405856,Нет
D,A,3,1,1,C,0,0,9.330643393549366,C,B,2,1,1,A,0,0,13.014786862246197,Да
A,D,2,0,1,C,1,0,81.69956458397806,D,D,5,0,0,C,1,0,4.48315937313013,Да
C,B,5,1,1,C,1,0,27.607160514918306,B,D,2,1,1,D,1,1,69.61260977869385,Нет
D,D,3,1,1,C,0,0,8.861343038308911,C,A,5,0,0,D,1,1,62.71653466924102,Нет
A,B,2,1,1,C,1,1,68.48915376967035,B,B,5,0,0,A,1,0,49.48496753894187,Нет
A,B,3,1,1,C,0,1,53.72562641885445,D,C,5,1,1,B,0,1,68.02710586970785,Да
B,C,1,1,1,D,1,0,27.448031572890553,A,A,5,0,1,A,1,1,33.80788721810125,Нет
A,B,3,0,1,B,1,0,25.971342312928858,D,D,5,0,0,C,1,1,34.66670859288633,Нет
A,B,1,1,1,D,1,0,81.31349093467259,A,D,3,0,1,D,1,1,34.778910378481996,Да
C,A,1,0,0,A,0,0,33.499109605339896,C,B,4,1,1,D,1,0,91.2335149905983,Нет
B,C,5,1,0,A,0,0,64.17895194715773,B,A,2,1,0,D,0,1,27.22816035330473,Да
C,B,4,0,0,D,0,0,32.502819750822155,C,A,4,0,0,B,0,0,0.7767446644991183,Да
A,A,5,1,1,B,0,0,62.39300404715029,D,D,3,0,0,D,0,0,6.278883090650844,Нет
C,D,5,0,1,D,0,1,29.976866872456963,A,A,3,1,0,D,0,0,28.682503396827506,Нет
C,C,1,1,0,D,1,1,17.52376055261412,C,D,5,1,0,D,0,0,60.03399934366425,Да
D,C,5,0,0,A,0,0,67.47284874049842,D,D,2,0,1,D,0,0,82.26842338835091,Да
B,C,5,1,1,C,0,0,47.28851342877449,D,D,4,0,0,D,1,0,59.78201643501152,Нет
A,B,1,1,1,B,1,0,88.27664294864839,D,C,5,1,0,C,0,0,64.7861007705449,Нет
A,A,2,0,1,C,0,0,50.96113248865238,D,C,5,1,0,B,0,0,5.2156428764168705,Нет
B,B,5,1,0,C,1,1,5.313540417973684,A,C,1,1,0,B,1,0,72.25325328127406,Нет
B,A,1,0,0,B,0,0,19.625842873491784,D,A,4,0,1,B,0,0,42.12191799114042,Да
A,D,5,0,0,C,1,1,64.83101393505515,B,C,3,1,1,C,1,1,81.31828472768635,Нет
B,C,5,1,1,D,1,0,30.926383024362046,A,B,2,1,0,B,1,0,28.730808721476564,Нет
C,D,5,0,1,B,0,1,18.38659439299771,A,B,4,1,1,C,1,0,55.270449950948766,Нет
D,B,1,1,1,D,1,0,72.41333123798202,D,D,2,0,0,D,1,0,10.0237986176549,Да
B,B,4,1,0,B,0,1,10.62835053619795,A,C,1,1,1,A,0,1,66.5889623318477,Нет
B,A,3,1,0,B,1,1,53.89665344800244,A,C,1,1,1,D,1,1,90.537829942038,Нет
B,A,1,0,0,C,0,1,83.22083196501731,C,C,3,1,1,B,1,0,81.27301047925879,Нет
B,A,5,1,0,C,0,1,48.13018364316154,D,D,1,1,1,C,0,1,78.78211891042031,Да
C,A,3,0,0,C,1,0,30.85300605621374,D,C,3,0,1,A,0,1,40.6376032629347,Нет
A,D,4,1,0,C,1,0,69.33985910364807,C,D,3,1,0,A,1,0,24.78552927181842,Да
D,B,4,0,1,B,1,0,82.29964786973365,A,B,5,0,0,D,1,1,2.2658850400421704,Нет
D,A,3,1,0,C,1,0,12.883130459004832,B,C,4,1,1,C,1,1,39.67591837152187,Нет
A,D,5,1,0,B,0,0,39.24065173872731,B,B,1,1,1,C,0,1,94.46361389168621,Нет
D,C,4,0,1,A,1,1,44.285351939149784,B,B,3,0,1,A,1,0,83.64072391721268,Да
A,A,3,1,1,A,1,0,11.359999072599036,A,A,1,0,1,D,1,1,26.506777280229578,Да
A,B,2,0,1,B,1,0,83.67008424725276,B,B,3,0,1,D,0,1,50.396650232998184,Нет
C,D,1,0,0,B,0,1,3.5490479413091913,D,C,4,0,1,C,0,1,59.97022975419791,Нет
B,C,5,1,1,C,0,1,80.88048380204937,C,C,1,1,1,D,1,0,61.11150061523922,Нет
C,B,2,1,1,C,1,1,59.44027519830224,C,C,4,0,0,B,1,1,65.47370141804902,Нет
A,D,4,1,1,B,1,1,66.78384547922911,C,B,3,1,1,D,1,0,33.86488529044508,Нет
D,D,5,1,0,D,1,1,56.25001711830885,D,B,3,1,1,A,1,1,6.434487237002884,Да
A,C,1,1,0,B,0,1,52.89528420843005,C,D,2,1,1,C,0,0,45.42211637004142,Нет
C,D,2,0,0,B,1,0,23.071480324364792,C,B,5,1,0,B,1,1,63.913276451289306,Да
C,C,5,0,1,B,1,0,20.210799449257234,D,B,4,1,0,B,1,1,6.467531486146482,Нет
C,A,1,1,1,B,0,1,5.244082236824211,A,D,4,0,1,A,1,1,72.4443972170326,Нет
A,B,5,1,1,D,1,1,7.424221162608536,D,B,5,0,1,A,1,0,66.55690788452432,Да
D,B,2,0,1,D,1,1,48.222403620266206,A,B,4,0,1,B,1,0,1.887482909860727,Да
A,A,2,1,0,B,0,0,46.728970645246214,D,A,2,0,1,A,1,0,5.026853663743902,Нет
C,C,3,0,1,C,1,1,20.977370878093026,B,A,2,1,0,B,1,0,58.184715805988,Нет
C,D,5,0,1,C,0,1,57.953716799944075,D,D,5,1,1,D,0,0,21.25666850287403,Да
D,D,1,1,0,B,1,1,43.39875896482784,A,A,1,0,1,A,1,0,23.3644101653215,Нет
D,C,5,0,0,B,1,1,64.11712207513915,C,B,4,1,0,D,0,0,2.7634068220619645,Нет
D,B,3,0,0,B,0,1,11.092339256703376,C,B,5,0,1,C,0,0,43.660826534921085,Нет
B,C,5,0,1,B,1,1,80.46230004726881,A,A,2,1,0,A,0,1,35.10864543975188,Нет
A,A,4,1,0,A,1,1,1.3047714065833604,B,A,3,0,0,A,1,0,23.1896684843906,Да
D,C,4,1,1,C,0,1,45.16996433725416,C,A,1,0,0,C,0,1,82.9605565788244,Нет
C,B,1,0,1,A,0,0,26.257718065215542,B,B,2,0,1,B,0,1,35.936126012597214,Да
C,D,2,0,0,B,0,1,99.76339935713884,C,D,4,1,0,A,1,0,30.62325164597666,Нет
C,A,4,1,0,D,1,0,46.52182346867087,C,B,3,0,0,A,0,0,75.88991953119363,Нет
B,B,1,1,0,D,1,1,51.125256934718124,C,D,4,1,0,D,0,0,99.97258544273349,Нет
C,D,5,1,0,D,1,1,22.643882043629958,A,B,4,0,1,A,0,1,56.904188042907414,Нет
B,B,3,1,1,A,0,1,60.24392467150326,C,A,1,0,1,A,1,0,79.30752104441223,Нет
B,B,5,1,1,C,0,0,2.358520096866712,D,A,1,1,0,C,0,1,0.47716060566705965,Нет
A,A,3,1,1,C,1,1,65.4039692838576,C,A,3,1,1,B,1,0,80.89911930752723,Да
D,D,5,1,0,D,1,0,49.758716907102254,C,D,1,0,1,D,1,0,35.28933097619992,Да
D,D,4,0,0,D,1,0,28.271201135943336,B,D,5,1,1,B,0,0,43.52341298929219,Нет
A,B,5,0,0,A,0,0,0.1411827051191028,C,B,4,0,0,D,1,1,8.602724454372868,Нет
A,D,4,0,1,D,0,0,79.75064907406895,D,C,3,1,1,B,0,0,66.94940632110446,Нет
A,D,2,0,0,B,1,0,28.0260804046764,C,A,3,1,0,B,0,1,60.051561308227086,Нет
C,C,2,0,0,D,1,0,59.86909935726341,B,B,4,1,0,D,1,0,89.132713976345,Да
A,C,2,1,0,D,1,0,71.2464383074155,D,A,2,0,0,C,1,0,48.94858047809921,Да
A,B,4,1,1,A,1,0,85.4083513013321,A,A,3,1,1,D,0,0,85.42231988407771,Да
D,D,3,1,1,A,0,0,75.256265055162,C,D,3,0,0,B,0,0,87.16288827001584,Да
A,C,3,1,0,D,1,1,66.64022957738086,A,A,5,1,1,A,1,1,16.714806947343753,Да
D,A,3,1,0,B,1,1,65.81854760821676,B,B,4,0,0,C,0,1,27.08484576371484,Нет
A,D,5,0,1,C,0,0,50.18249724043595,C,A,2,0,0,D,1,0,32.44749704530248,Нет
C,A,2,1,1,D,0,1,81.04177712165912,B,C,4,1,0,B,1,1,44.296726818421675,Нет
B,A,3,1,1,D,1,0,79.87882226393569,A,D,2,1,1,C,0,1,44.47890485149444,Нет
C,C,5,1,1,B,0,1,6.196664784365935,D,B,4,1,0,A,0,1,0.5215867692218268,Нет
A,B,4,1,0,D,1,0,62.68132721410474,C,D,4,0,0,B,0,1,58.575365907584434,Нет
D,D,2,1,0,A,0,1,23.460679918999116,C,D,4,0,1,C,0,1,52.610519637197726,Нет
D,C,3,1,0,B,0,0,65.6218102245139,D,B,1,1,0,A,0,1,89.3673026615927,Да
B,B,5,0,1,D,1,1,10.08769799553596,A,D,2,1,0,D,1,1,58.533922075198355,Нет
C,A,4,0,1,C,1,1,66.29565430764758,D,C,4,0,0,A,0,1,47.98908692440014,Нет
D,A,4,1,0,A,0,0,49.325654613094095,A,B,3,0,1,B,0,1,51.30083268547367,Нет
B,D,2,0,1,D,0,1,39.572992572460386,D,B,4,1,0,C,1,1,13.602857289717319,Нет
B,D,5,0,1,A,1,1,31.290832100885634,A,A,5,0,0,A,1,1,52.73142355117807,Да
D,A,5,1,1,D,0,1,50.31354088189482,D,B,1,1,1,D,1,0,95.25535071111935,Да
D,A,2,0,0,C,0,0,49.84772252470584,A,D,4,1,1,C,0,0,12.185794942272421,Нет
B,A,1,1,1,B,0,0,9.194874783516415,A,C,4,0,0,C,1,1,29.71674496465545,Нет
B,B,2,1,0,A,1,0,97.15487748654908,C,C,1,0,0,C,1,1,64.78009616992347,Нет
B,D,1,0,0,C,1,0,0.923340134931494,C,D,5,0,0,D,0,0,79.50802976049329,Да
C,D,1,0,0,C,0,0,18.22705953692232,C,B,3,1,1,D,0,1,94.3919978893912,Нет
C,A,3,1,1,C,0,1,74.97841048585263,C,B,4,1,0,C,0,1,65.25720346216225,Да
C,D,5,1,1,D,1,0,36.19442638063083,C,C,2,0,1,D,1,1,39.0451017512176,Да
D,A,3,0,0,A,0,1,51.734734096446566,A,C,2,1,0,A,0,0,14.902744016959367,Нет
A,C,1,1,0,D,0,1,84.54498133048448,C,B,4,1,1,C,0,0,13.39928245627342,Нет
D,B,5,0,0,B,0,0,84.6005577282231,D,C,4,0,0,B,0,1,24.04216222432477,Да
D,B,5,0,0,B,1,1,6.133509918569235,C,C,5,1,0,A,0,1,5.496183752056661,Нет
B,C,3,0,0,B,0,0,35.69042112655929,C,B,3,0,0,B,0,0,11.712187641860917,Да
D,B,5,0,1,A,0,0,59.96615728904313,A,D,2,1,1,B,1,1,34.59851057658583,Нет
B,A,2,0,1,A,0,0,87.62223853810136,B,C,2,1,1,D,1,0,80.61412648130833,Да
B,A,1,1,1,D,0,1,34.60695389934434,B,C,3,1,0,C,1,1,53.32439702227476,Нет
C,D,1,1,1,A,1,1,72.81360884635168,C,A,2,0,0,C,1,1,19.425942225913484,Нет
A,C,4,0,1,B,0,1,96.11616066231122,C,A,5,0,0,B,0,0,29.529522306109644,Нет
B,A,2,1,0,A,1,0,78.66831235024316,A,D,4,0,1,B,1,0,68.46736350866546,Нет
A,D,5,0,1,B,0,1,44.481012937410455,D,D,2,0,1,D,0,0,33.319909883885956,Да
D,C,1,1,1,D,1,1,3.3154033393909987,C,B,1,1,0,B,0,0,96.50916073446193,Нет
A,C,3,1,1,B,0,0,28.350714305058634,C,D,1,1,0,D,0,1,72.27326362073042,Нет
D,C,1,0,0,C,0,1,20.75762737123872,B,B,4,1,0,B,1,0,33.765828069222515,Нет
B,D,3,1,0,A,1,1,59.60779897227292,A,D,4,0,1,D,1,1,51.406643928177964,Нет
C,A,3,0,1,B,0,0,48.80805286198131,B,A,4,0,1,C,1,1,87.77955610244805,Нет
C,D,5,1,1,A,0,1,92.59814079005707,A,A,3,1,1,A,0,1,24.837551620418775,Да
C,D,1,0,0,D,1,1,57.59363923238262,A,D,2,0,0,C,1,0,99.69482694349803,Да
C,C,4,0,0,A,0,1,47.02738837791489,D,C,2,0,1,B,1,1,55.14030179199805,Нет
D,A,3,0,0,D,1,1,14.049549321638043,D,B,5,1,0,A,1,1,37.52656829774696,Да
B,A,4,1,0,C,0,1,93.66020822017866,C,A,5,0,0,A,1,0,67.54240873973596,Нет
B,C,2,1,1,D,1,1,42.55543976393227,D,C,4,1,1,B,0,1,36.08836181804123,Да
A,C,4,1,0,B,0,1,76.3364008165327,D,B,1,0,1,D,1,0,89.63018176194161,Нет
D,D,4,1,0,A,0,1,12.305414455537866,A,D,4,1,0,A,0,0,63.21752994662022,Да
B,B,2,1,0,A,0,0,25.812897944748226,C,A,5,0,0,B,0,0,95.90786389244515,Нет
A,C,3,0,0,B,1,1,23.703385271742818,C,C,1,1,0,D,0,1,19.537850899329577,Нет
C,C,2,0,0,B,1,0,89.56378959708597,D,B,2,0,1,C,1,1,1.3890936919319863,Нет
B,C,3,1,0,C,1,0,95.24257036729983,B,B,2,1,0,A,0,0,69.93142041832539,Да
C,A,1,1,0,C,1,1,29.00938178390431,D,B,5,0,0,C,0,0,77.50094559067938,Нет
D,A,3,1,0,B,1,1,81.92901819010113,A,A,5,0,1,B,1,1,38.3316909205095,Да
C,D,1,0,1,A,0,0,34.57265664336383,D,C,2,0,0,B,1,1,29.64251201454321,Нет
D,B,4,1,1,C,0,0,56.08696887021522,A,B,3,0,1,C,1,1,33.132543066081595,Нет
D,B,3,1,0,B,1,0,53.53352126156027,C,A,5,0,1,D,1,1,50.852912608508106,Нет
D,C,1,1,1,C,1,1,25.937507559517837,B,D,5,1,0,D,0,0,38.16040921741441,Нет
B,D,2,0,1,C,1,1,95.74375539521527,C,A,3,1,0,D,1,0,81.90313847447554,Нет
A,C,5,0,0,B,1,1,48.43388416340516,B,C,2,0,0,A,0,1,36.117174643076545,Да
D,A,1,1,1,D,0,1,81.841222460137,B,C,1,0,0,B,0,1,54.12951316599299,Нет
A,D,5,1,1,D,0,0,5.3550545052676535,B,A,3,1,1,D,0,0,86.80853849417659,Да
B,D,2,0,1,B,1,0,80.35469214943281,D,A,1,0,1,D,1,1,87.29393421647694,Нет
D,C,2,1,0,B,0,0,10.229954540179008,D,A,3,0,1,D,0,1,95.23376210133266,Нет
C,B,1,1,1,C,1,0,22.09286232101646,B,D,4,0,0,A,1,0,21.177173485915766,Нет
C,A,2,1,0,C,0,0,74.69518846377912,A,A,3,0,1,B,0,0,75.08930531330998,Нет
B,B,1,1,1,C,0,1,89.2262344592685,A,A,4,1,1,D,1,1,30.11071034161753,Нет
D,D,1,0,0,D,0,1,28.706072872450562,A,C,2,0,0,B,0,0,64.01950245929898,Нет
D,A,3,0,0,D,1,0,14.90836522877268,B,B,2,1,1,D,1,0,48.141722117448495,Нет
A,A,1,0,1,D,1,0,55.892951713380704,D,B,4,0,1,D,1,1,56.89762330975725,Да
C,B,1,1,1,C,0,0,81.24116511555124,B,D,2,0,1,D,0,0,58.965414760138636,Нет
C,D,5,1,0,D,0,1,45.57712443529244,A,A,4,0,0,D,1,1,40.82759193733023,Нет
A,C,5,0,0,A,0,1,1.4851646796392837,D,C,1,0,1,B,1,0,62.02017503650591,Нет
A,C,2,1,0,A,1,1,99.50552832206428,B,C,5,0,1,B,0,0,93.24708436756775,Нет
A,B,2,0,1,B,1,0,11.774843628578147,B,D,2,1,1,C,0,0,9.81839421779014,Нет
C,C,2,1,0,C,0,1,26.884686685547,D,D,2,0,1,C,1,1,57.89978989906598,Нет
B,A,3,0,1,D,0,1,92.97707747418892,A,C,5,1,1,B,1,1,30.37563575418396,Нет
C,A,4,0,0,B,0,0,94.98813397784767,D,A,1,1,1,C,1,1,57.63185862801511,Нет
A,A,3,0,0,D,0,1,98.70241495109606,B,B,2,1,0,B,0,0,57.755892386875594,Нет
B,D,5,1,1,C,1,1,23.83636054220751,B,C,4,0,0,C,0,0,67.06805601496784,Нет
D,B,1,1,1,C,1,1,19.23073660594541,D,D,5,0,0,A,0,0,62.58276682988036,Нет
C,B,4,0,0,A,1,1,27.78695367377463,D,A,3,0,0,B,1,1,62.51590707238079,Да
D,C,5,1,0,C,0,0,97.65510625334527,C,B,3,1,0,B,0,0,56.05678921353409,Да
D,A,3,1,0,C,0,1,61.188792701255544,D,D,3,1,0,B,0,1,62.310629886724996,Да
C,D,3,1,1,B,0,1,7.232822129759575,B,C,1,0,0,D,0,0,90.0131056093548,Нет
B,D,1,1,0,D,0,1,75.39530761480664,A,A,2,1,1,C,0,0,71.35880547199697,Нет
B,A,5,0,0,D,0,0,47.89133668279042,A,B,1,1,0,B,1,1,59.93833189325263,Нет
B,A,5,1,0,A,1,0,3.1326503281088325,C,A,2,0,1,D,0,1,77.07626322127376,Нет
D,B,4,1,1,B,1,0,88.65086233639792,D,A,2,0,0,B,1,0,4.156298322936369,Да
B,A,1,1,0,C,1,1,53.94316271508731,C,C,2,1,1,D,1,0,44.07612654841968,Нет
C,C,2,1,0,C,1,1,26.94979878036031,C,B,3,1,1,C,0,1,29.5302096209872,Да
D,D,3,1,1,A,0,0,27.314111812051433,D,C,5,0,0,B,1,1,78.05678917619707,Нет
A,C,3,1,1,D,0,0,76.59002819438885,D,C,3,0,0,A,0,1,7.830641588128184,Нет
A,A,2,1,0,C,1,1,10.105456658537415,B,A,2,1,1,D,1,1,12.326223954025007,Да
B,D,3,1,1,C,0,1,35.93706578752134,A,A,1,0,0,B,0,1,61.769974139606596,Нет
C,A,2,0,0,A,0,0,21.00903313262257,C,B,4,1,1,C,0,0,93.31178209903948,Нет
C,D,4,0,1,C,0,1,96.39232765572227,A,A,3,1,0,C,0,0,29.100050195136397,Нет
A,C,3,1,1,A,0,1,13.776891150686998,C,B,4,1,1,A,1,1,67.29364777768757,Да
B,A,3,1,0,B,0,0,53.62288925252835,A,D,2,0,0,B,0,1,47.51760986025908,Нет
B,C,5,0,0,A,1,0,2.0457271566344803,C,B,2,0,1,D,0,0,33.30163117037448,Нет
B,D,5,0,1,B,1,1,91.98423336343161,B,B,2,1,1,D,1,1,49.05947190830449,Да
A,A,2,1,0,D,0,1,38.66362791134712,C,A,4,1,1,C,0,0,18.44962968588956,Нет
A,A,2,0,0,B,1,1,48.13992940062137,C,D,2,1,0,B,1,0,97.39665160552198,Да
A,A,4,0,0,A,0,1,53.05534763001513,C,D,3,1,1,D,1,0,25.785819985344183,Нет
C,C,5,0,0,B,0,0,12.282422915371416,B,C,1,0,0,C,1,0,37.20226358764278,Да
B,B,3,1,1,C,1,0,2.4102473946855385,C,D,5,0,1,B,1,1,19.343904490865306,Нет
B,C,3,0,0,D,1,0,66.00296175281933,C,B,1,1,0,B,1,1,72.7774567860794,Нет
A,D,1,0,1,C,1,1,55.2260801733485,B,C,5,0,0,A,1,0,36.45192460264723,Нет
B,A,3,1,1,D,1,1,43.741714179814565,D,B,2,0,1,B,0,1,75.31684476795064,Нет
D,D,1,1,1,D,0,1,90.83875507731985,A,D,2,1,1,C,1,0,53.060023334958885,Нет
B,D,5,0,1,A,0,0,13.917789459389795,A,B,4,0,0,D,0,0,73.86734165889234,Нет
D,A,4,1,1,A,1,0,48.75129494852477,B,A,1,1,1,A,1,0,69.45343841606801,Да
B,B,5,1,0,B,0,1,92.41471605427452,C,B,2,0,1,D,1,0,13.535321941580136,Нет
D,D,4,1,1,A,0,0,44.743204834591424,C,D,4,0,1,B,1,1,22.117335010176454,Нет
A,D,4,0,1,C,0,1,6.464434451761825,A,A,5,0,1,B,0,0,54.55296290135554,Да
C,C,4,1,1,D,1,0,22.873485834539974,A,C,5,0,0,A,1,0,46.09011647438142,Нет
C,D,3,1,0,A,0,0,37.90257910616974,D,D,5,0,0,B,1,1,87.50412036019283,Нет
B,C,1,1,1,A,0,1,75.61189205509802,D,C,5,1,0,A,0,1,86.42919668173641,Да
B,D,2,0,0,C,0,1,73.8960970466235,B,C,1,1,1,B,1,0,63.968130899988516,Нет
A,A,3,1,0,C,1,1,69.9406728296892,C,D,1,1,0,B,1,1,39.564664845594535,Да
B,C,4,0,1,C,1,1,57.439203814156556,A,B,3,1,0,A,1,1,25.50178085915087,Нет
C,A,3,1,0,C,1,1,53.18903883470105,D,B,2,0,0,D,0,1,72.59894449539865,Нет
A,A,3,0,0,A,1,0,12.708736544899624,A,D,1,0,1,B,0,0,79.11022271162236,Нет
C,D,4,1,1,B,0,1,54.978566389299075,C,A,5,1,0,B,1,0,96.09935800627774,Нет
A,D,2,1,1,B,1,1,35.10119730733516,A,A,5,0,1,C,1,1,71.43648752337964,Да
D,C,2,0,0,B,1,1,83.83507897998102,D,C,2,1,1,D,1,0,54.20687110127859,Да
B,D,2,0,1,C,0,0,25.30067600485202,D,A,1,1,0,A,1,0,11.800680061869029,Нет
C,A,4,1,0,A,0,0,16.99632837569869,D,A,5,1,0,B,0,0,35.41346871689603,Да
C,D,1,1,0,B,0,0,5.852524301666118,D,C,5,0,1,A,0,1,35.67007929630219,Нет
A,B,1,1,1,B,1,0,53.56470143581854,C,B,1,1,0,D,0,0,92.12768512673134,Да
A,B,1,1,1,C,1,0,89.30801891035314,D,B,5,0,1,D,1,1,25.741979432075603,Нет
A,D,4,0,1,B,0,1,50.61917076724682,C,D,2,1,0,C,1,0,90.73853988949884,Нет
D,A,3,0,1,C,0,1,50.64583055267591,C,B,1,1,0,C,0,0,4.762948912233411,Нет
C,A,4,0,0,A,1,1,49.23969075813157,B,D,3,0,1,A,1,1,29.0879445283711,Да
C,A,3,0,1,B,0,0,5.387962987823524,D,B,1,1,0,D,1,1,96.79776166026383,Нет
D,A,4,0,1,A,0,1,1.4014099577341343,D,D,4,1,0,C,1,0,24.19136368344702,Нет
B,A,3,1,1,D,0,0,48.70068908211817,B,C,3,0,1,D,0,0,67.01400513202485,Да
A,C,3,1,1,C,1,1,87.94411864401177,D,D,1,1,1,A,0,1,7.85020695740114,Нет
C,D,4,0,1,D,1,0,35.805406619224115,D,A,2,1,1,B,0,0,30.520857473866837,Нет
D,A,3,1,1,C,0,1,56.07365877900138,B,C,3,0,1,B,0,1,90.98902759560008,Да
A,A,5,0,1,A,0,1,90.94390149795244,A,A,1,1,1,C,0,0,37.05997074838928,Да
B,B,5,0,1,D,0,0,16.57340489376491,C,B,5,0,0,B,0,1,4.338271383207648,Да
B,D,1,0,1,C,1,0,4.683261176524978,C,D,3,1,1,C,1,0,16.274577870377506,Да
C,B,3,1,1,B,0,1,55.63793353032126,C,D,4,0,1,C,0,0,17.003375849304714,Нет
D,A,4,0,1,A,0,1,30.440687050844673,B,A,2,1,1,A,0,0,80.68993454535911,Да
